distribution,mode,ncut,T,eps,eta,v_el,nu_tilde,va,tr_c,w,z_star_raw,z_star_max,z_star_used,z_star_clipped,chi_be,i_ab,skr_raw,skr,status
mb,tuned_va,150,0.2,0.001,0.99,0.001,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,2.2190003878261217,2.0645835362157814,2.0645835341511978,True,0.45765100649624546,0.19468894782742446,-0.27269650606019225,0.0,clipped
binomial,fixed,45,0.2,0.001,0.99,0.002,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.190638889132857,2.0495365297983636,2.049536527748827,True,0.4469426937766636,0.1918547773058215,-0.26468065533613316,0.0,clipped
uniform,fixed,150,0.2,0.001,0.99,0.002,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.1713809114912257,2.0495365329751993,2.049536530925663,True,0.44694269606169423,0.19185477789060165,-0.26468065706562266,0.0,clipped
mb,fixed,150,0.2,0.001,0.99,0.002,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,2.7860969381666134,2.365707654310279,2.365707651944571,True,0.6365871495626992,0.24952198725613423,-0.39954126166937176,0.0,clipped
mb,tuned_va,150,0.2,0.001,0.99,0.002,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,2.2190003878261217,2.0645835362157814,2.0645835341511978,True,0.45765100649624546,0.19462353289320183,-0.27275865024770374,0.0,clipped
binomial,fixed,45,0.2,0.001,0.99,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.190638889132857,2.0495365297983636,2.049536527748827,True,0.4469426937766636,0.19166140329643608,-0.26486436064504937,0.0,clipped
uniform,fixed,150,0.2,0.001,0.99,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.1713809114912257,2.0495365329751993,2.049536530925663,True,0.44694269606169423,0.1916614038806649,-0.2648643623750626,0.0,clipped
mb,fixed,150,0.2,0.001,0.99,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,2.7860969381666134,2.365707654310279,2.365707651944571,True,0.6365871495626992,0.24927533576457178,-0.3997755805863561,0.0,clipped
mb,tuned_va,150,0.2,0.001,0.99,0.005,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,2.2190003878261217,2.0645835362157814,2.0645835341511978,True,0.45765100649624546,0.1944275519743961,-0.2729448321205692,0.0,clipped
binomial,fixed,45,0.2,0.001,0.99,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.190638889132857,2.0495365297983636,2.049536527748827,True,0.4469426937766636,0.1913399793409651,-0.26516971340274675,0.0,clipped
uniform,fixed,150,0.2,0.001,0.99,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.1713809114912257,2.0495365329751993,2.049536530925663,True,0.44694269606169423,0.19133997992427762,-0.2651697151336305,0.0,clipped
mb,fixed,150,0.2,0.001,0.99,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,2.7860969381666134,2.365707654310279,2.365707651944571,True,0.6365871495626992,0.24886533446211348,-0.4001650818236915,0.0,clipped
mb,tuned_va,150,0.2,0.001,0.99,0.01,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,2.2190003878261217,2.0645835362157814,2.0645835341511978,True,0.45765100649624546,0.194101794061798,-0.2732543021375374,0.0,clipped
binomial,fixed,45,0.2,0.001,0.99,0.015,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.190638889132857,2.0495365297983636,2.049536527748827,True,0.4469426937766636,0.1910196332344658,-0.2654740422039211,0.0,clipped
uniform,fixed,150,0.2,0.001,0.99,0.015,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.1713809114912257,2.0495365329751993,2.049536530925663,True,0.44694269606169423,0.1910196338168651,-0.2654740439356724,0.0,clipped
mb,fixed,150,0.2,0.001,0.99,0.015,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,2.7860969381666134,2.365707654310279,2.365707651944571,True,0.6365871495626992,0.24845668298926432,-0.40055330072289813,0.0,clipped
mb,tuned_va,150,0.2,0.001,0.99,0.015,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,2.2190003878261217,2.0645835362157814,2.0645835341511978,True,0.45765100649624546,0.1937771275576792,-0.27356273531645026,0.0,clipped
binomial,fixed,45,0.2,0.001,0.99,0.02,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.190638889132857,2.0495365297983636,2.049536527748827,True,0.4469426937766636,0.19070035955653863,-0.26577735219795195,0.0,clipped
uniform,fixed,150,0.2,0.001,0.99,0.02,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.1713809114912257,2.0495365329751993,2.049536530925663,True,0.44694269606169423,0.1907003601380275,-0.2657773539305681,0.0,clipped
mb,fixed,150,0.2,0.001,0.99,0.02,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,2.7860969381666134,2.365707654310279,2.365707651944571,True,0.6365871495626992,0.24804937467468766,-0.40094024362174596,0.0,clipped
mb,tuned_va,150,0.2,0.001,0.99,0.02,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,2.2190003878261217,2.0645835362157814,2.0645835341511978,True,0.45765100649624546,0.19345354697810477,-0.273870136867046,0.0,clipped
binomial,fixed,45,0.2,0.002,0.6,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.1905625743600874,2.0496828991277205,2.049682897078038,True,0.44689619128643354,0.1575240578868746,-0.2972483362939027,0.0,clipped
uniform,fixed,150,0.2,0.002,0.6,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.1699521701346773,2.049682902304647,2.049682900254964,True,0.44689619357206367,0.1575240583726436,-0.2972483381180523,0.0,clipped
mb,fixed,150,0.2,0.002,0.6,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,2.7860366062453017,2.365862149176779,2.3658621468109167,True,0.6365800221357993,0.2055881220827713,-0.4412713061571666,0.0,clipped
mb,tuned_va,150,0.2,0.002,0.6,0.0,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,2.2189812455778375,2.0647303332092095,2.0647303311444793,True,0.4576072738678836,0.15982440010528742,-0.3057740937678605,0.0,clipped
binomial,fixed,45,0.2,0.002,0.6,0.001,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.1905625743600874,2.0496828991277205,2.049682897078038,True,0.44689619128643354,0.15745235419814693,-0.29731645479819396,0.0,clipped
uniform,fixed,150,0.2,0.002,0.6,0.001,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.1699521701346773,2.049682902304647,2.049682900254964,True,0.44689619357206367,0.15745235468370658,-0.29731645662254247,0.0,clipped
mb,fixed,150,0.2,0.002,0.6,0.001,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,2.7860366062453017,2.365862149176779,2.3658621468109167,True,0.6365800221357993,0.20549605316810562,-0.44135877162609904,0.0,clipped
mb,tuned_va,150,0.2,0.002,0.6,0.001,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,2.2189812455778375,2.0647303332092095,2.0647303311444793,True,0.4576072738678836,0.15975170620871273,-0.3058431529696065,0.0,clipped
binomial,fixed,45,0.2,0.002,0.6,0.002,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.1905625743600874,2.0496828991277205,2.049682897078038,True,0.44689619128643354,0.1573807158223002,-0.29738451125524834,0.0,clipped
uniform,fixed,150,0.2,0.002,0.6,0.002,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.1699521701346773,2.049682902304647,2.049682900254964,True,0.44689619357206367,0.15738071630765102,-0.2973845130797952,0.0,clipped
mb,fixed,150,0.2,0.002,0.6,0.002,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,2.7860366062453017,2.365862149176779,2.3658621468109167,True,0.6365800221357993,0.20540406681850518,-0.44144615865821946,0.0,clipped
mb,tuned_va,150,0.2,0.002,0.6,0.002,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,2.2189812455778375,2.0647303332092095,2.0647303311444793,True,0.4576072738678836,0.15967907847714463,-0.3059121493145962,0.0,clipped
binomial,fixed,45,0.2,0.002,0.6,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.1905625743600874,2.0496828991277205,2.049682897078038,True,0.44689619128643354,0.15716619168000975,-0.2975883091904243,0.0,clipped
uniform,fixed,150,0.2,0.002,0.6,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.1699521701346773,2.049682902304647,2.049682900254964,True,0.44689619357206367,0.15716619216473407,-0.2975883110155663,0.0,clipped
mb,fixed,150,0.2,0.002,0.6,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,2.7860366062453017,2.365862149176779,2.3658621468109167,True,0.6365800221357993,0.2051286020490933,-0.4417078501891607,0.0,clipped
mb,tuned_va,150,0.2,0.002,0.6,0.005,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,2.2189812455778375,2.0647303332092095,2.0647303311444793,True,0.4576072738678836,0.1594615913694558,-0.3061187620669006,0.0,clipped
binomial,fixed,45,0.2,0.002,0.6,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.1905625743600874,2.0496828991277205,2.049682897078038,True,0.44689619128643354,0.15680994939913567,-0.29792673935725467,0.0,clipped
uniform,fixed,150,0.2,0.002,0.6,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.1699521701346773,2.049682902304647,2.049682900254964,True,0.44689619357206367,0.15680994988281996,-0.2979267411833847,0.0,clipped
mb,fixed,150,0.2,0.002,0.6,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,2.7860366062453017,2.365862149176779,2.3658621468109167,True,0.6365800221357993,0.20467113506189422,-0.44214244382699985,0.0,clipped
mb,tuned_va,150,0.2,0.002,0.6,0.01,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,2.2189812455778375,2.0647303332092095,2.0647303311444793,True,0.4576072738678836,0.15910042775317731,-0.30646186750236515,0.0,clipped
binomial,fixed,45,0.2,0.002,0.6,0.015,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.1905625743600874,2.0496828991277205,2.049682897078038,True,0.44689619128643354,0.15645532000490614,-0.29826363728177274,0.0,clipped
uniform,fixed,150,0.2,0.002,0.6,0.015,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.1699521701346773,2.049682902304647,2.049682900254964,True,0.44689619357206367,0.15645532048755506,-0.29826363910888637,0.0,clipped
mb,fixed,150,0.2,0.002,0.6,0.015,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,2.7860366062453017,2.365862149176779,2.3658621468109167,True,0.6365800221357993,0.20421570737007602,-0.44257510013422713,0.0,clipped
mb,tuned_va,150,0.2,0.002,0.6,0.015,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,2.2189812455778375,2.0647303332092095,2.0647303311444793,True,0.4576072738678836,0.15874089808108013,-0.3068034206908574,0.0,clipped
binomial,fixed,45,0.2,0.002,0.6,0.02,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.1905625743600874,2.0496828991277205,2.049682897078038,True,0.44689619128643354,0.15610229255790564,-0.2985990133564232,0.0,clipped
uniform,fixed,150,0.2,0.002,0.6,0.02,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.1699521701346773,2.049682902304647,2.049682900254964,True,0.44689619357206367,0.1561022930395233,-0.29859901518451654,0.0,clipped
mb,fixed,150,0.2,0.002,0.6,0.02,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,2.7860366062453017,2.365862149176779,2.3658621468109167,True,0.6365800221357993,0.20376230534527323,-0.44300583205778976,0.0,clipped
mb,tuned_va,150,0.2,0.002,0.6,0.02,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,2.2189812455778375,2.0647303332092095,2.0647303311444793,True,0.4576072738678836,0.15838299127888478,-0.30714343215294304,0.0,clipped
binomial,fixed,45,0.2,0.002,0.75,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.1905625743600874,2.0496828991277205,2.049682897078038,True,0.44689619128643354,0.17331075499657791,-0.2822509740396845,0.0,clipped
uniform,fixed,150,0.2,0.002,0.75,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.1699521701346773,2.049682902304647,2.049682900254964,True,0.44689619357206367,0.1733107555281689,-0.28225097582030323,0.0,clipped
mb,fixed,150,0.2,0.002,0.75,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,2.7860366062453017,2.365862149176779,2.3658621468109167,True,0.6365800221357993,0.22582708290825065,-0.42204429337296123,0.0,clipped
mb,tuned_va,150,0.2,0.002,0.75,0.0,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,2.2189812455778375,2.0647303332092095,2.0647303311444793,True,0.4576072738678836,0.17582789687680453,-0.2905707718349193,0.0,clipped
binomial,fixed,45,0.2,0.002,0.75,0.001,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.1905625743600874,2.0496828991277205,2.049682897078038,True,0.44689619128643354,0.17324130005250105,-0.28231695623655756,0.0,clipped
uniform,fixed,150,0.2,0.002,0.75,0.001,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.1699521701346773,2.049682902304647,2.049682900254964,True,0.44689619357206367,0.1732413005838918,-0.28231695801736645,0.0,clipped
mb,fixed,150,0.2,0.002,0.75,0.001,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,2.7860366062453017,2.365862149176779,2.3658621468109167,True,0.6365800221357993,0.22573817624951262,-0.4221287546987624,0.0,clipped
mb,tuned_va,150,0.2,0.002,0.75,0.001,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,2.2189812455778375,2.0647303332092095,2.0647303311444793,True,0.4576072738678836,0.17575749336104848,-0.2906376551748875,0.0,clipped
binomial,fixed,45,0.2,0.002,0.75,0.002,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.1905625743600874,2.0496828991277205,2.049682897078038,True,0.44689619128643354,0.1731719008215869,-0.282382885505926,0.0,clipped
uniform,fixed,150,0.2,0.002,0.75,0.002,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.1699521701346773,2.049682902304647,2.049682900254964,True,0.44689619357206367,0.17317190135277705,-0.2823828872869255,0.0,clipped
mb,fixed,150,0.2,0.002,0.75,0.002,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,2.7860366062453017,2.365862149176779,2.3658621468109167,True,0.6365800221357993,0.22564933970977308,-0.4222131494115149,0.0,clipped
mb,tuned_va,150,0.2,0.002,0.75,0.002,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,2.2189812455778375,2.0647303332092095,2.0647303311444793,True,0.4576072738678836,0.17568714627311446,-0.2907044849084248,0.0,clipped
binomial,fixed,45,0.2,0.002,0.75,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.1905625743600874,2.0496828991277205,2.049682897078038,True,0.44689619128643354,0.17296403673747018,-0.2825803563858369,0.0,clipped
uniform,fixed,150,0.2,0.002,0.75,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.1699521701346773,2.049682902304647,2.049682900254964,True,0.44689619357206367,0.1729640372680603,-0.28258035816740634,0.0,clipped
mb,fixed,150,0.2,0.002,0.75,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,2.7860366062453017,2.365862149176779,2.3658621468109167,True,0.6365800221357993,0.22538324997432582,-0.4224659346601898,0.0,clipped
mb,tuned_va,150,0.2,0.002,0.75,0.005,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,2.2189812455778375,2.0647303332092095,2.0647303311444793,True,0.4576072738678836,0.17547644289782716,-0.2909046531149478,0.0,clipped
binomial,fixed,45,0.2,0.002,0.75,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.1905625743600874,2.0496828991277205,2.049682897078038,True,0.44689619128643354,0.1726187046200624,-0.2829084218973743,0.0,clipped
uniform,fixed,150,0.2,0.002,0.75,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.1699521701346773,2.049682902304647,2.049682900254964,True,0.44689619357206367,0.1726187051496552,-0.2829084236798912,0.0,clipped
mb,fixed,150,0.2,0.002,0.75,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,2.7860366062453017,2.365862149176779,2.3658621468109167,True,0.6365800221357993,0.22494116173281775,-0.4228859184896225,0.0,clipped
mb,tuned_va,150,0.2,0.002,0.75,0.01,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,2.2189812455778375,2.0647303332092095,2.0647303311444793,True,0.4576072738678836,0.17512639284654227,-0.2912372006636684,0.0,clipped
binomial,fixed,45,0.2,0.002,0.75,0.015,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.1905625743600874,2.0496828991277205,2.049682897078038,True,0.44689619128643354,0.17227475033863873,-0.2832351784647268,0.0,clipped
uniform,fixed,150,0.2,0.002,0.75,0.015,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.1699521701346773,2.049682902304647,2.049682900254964,True,0.44689619357206367,0.172274750867238,-0.2832351802481876,0.0,clipped
mb,fixed,150,0.2,0.002,0.75,0.015,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,2.7860366062453017,2.365862149176779,2.3658621468109167,True,0.6365800221357993,0.2245008078957817,-0.4233042546348067,0.0,clipped
mb,tuned_va,150,0.2,0.002,0.75,0.015,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,2.2189812455778375,2.0647303332092095,2.0647303311444793,True,0.4576072738678836,0.1747777383172234,-0.29156842246652137,0.0,clipped
binomial,fixed,45,0.2,0.002,0.75,0.02,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.1905625743600874,2.0496828991277205,2.049682897078038,True,0.44689619128643354,0.17193216565378577,-0.28356063391533703,0.0,clipped
uniform,fixed,150,0.2,0.002,0.75,0.02,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.1699521701346773,2.049682902304647,2.049682900254964,True,0.44689619357206367,0.17193216618139534,-0.2835606356997381,0.0,clipped
mb,fixed,150,0.2,0.002,0.75,0.02,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,2.7860366062453017,2.365862149176779,2.3658621468109167,True,0.6365800221357993,0.22406217825616018,-0.42372095279244715,0.0,clipped
mb,tuned_va,150,0.2,0.002,0.75,0.02,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,2.2189812455778375,2.0647303332092095,2.0647303311444793,True,0.4576072738678836,0.1744304709711953,-0.29189832644524805,0.0,clipped
binomial,fixed,45,0.2,0.002,0.9,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.1905625743600874,2.0496828991277205,2.049682897078038,True,0.44689619128643354,0.18572157384937302,-0.27046069612952917,0.0,clipped
uniform,fixed,150,0.2,0.002,0.9,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.1699521701346773,2.049682902304647,2.049682900254964,True,0.44689619357206367,0.1857215744166373,-0.27046069787625826,0.0,clipped
