distribution,mode,ncut,T,eps,eta,v_el,nu_tilde,VA,TrC,w,term_signal,term_noise,signal_to_zmax,noise_fraction,z_star_raw,z_star_max,z_star_used,rho,margin,z_star_clipped,chi_be,i_ab,skr_raw,skr,status
mb,fixed-parameter,150,0.05,0.0,0.95,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,0.0,0.6846633576996835,0.0,1.393121296154644,2.034753693895963,1.393121296154644,0.6846633576996835,0.6416323977413192,False,0.23399650411255735,0.062307050365236025,-0.17480480626558312,0.0,physical
mb,matched-VA,150,0.05,0.0,0.95,0.005,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,1.0951361029911928,0.0,0.6029296319386173,0.0,1.0951361029911928,1.81635807062587,1.0951361029911928,0.6029296319386173,0.7212219676346772,False,0.15166420694413074,0.04716790106823776,-0.10685470092930488,0.0,physical
binomial,fixed-parameter,45,0.05,0.0,0.95,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,0.0,0.6030042210314094,0.0,1.0954115646461438,1.8165902102185878,1.0954115646461438,0.6030042210314094,0.721178645572444,False,0.1517332458984446,0.04710247520463027,-0.10698589445404585,0.0,physical
uniform,fixed-parameter,150,0.05,0.0,0.95,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,0.0,0.5986023108943225,0.0,1.0874150991256635,1.8165902124584952,1.0874150991256635,0.5986023108943225,0.7291751133328317,False,0.1493328880695477,0.047102475355482065,-0.10458553648183974,0.0,physical
mb,fixed-parameter,150,0.05,0.0,0.95,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,0.0,0.6846633576996835,0.0,1.393121296154644,2.034753693895963,1.393121296154644,0.6846633576996835,0.6416323977413192,False,0.23399650411255735,0.062200529830051206,-0.1749060007740087,0.0,physical
mb,matched-VA,150,0.05,0.0,0.95,0.01,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,1.0951361029911928,0.0,0.6029296319386173,0.0,1.0951361029911928,1.81635807062587,1.0951361029911928,0.6029296319386173,0.7212219676346772,False,0.15166420694413074,0.047086841716441154,-0.10693170731351165,0.0,physical
binomial,fixed-parameter,45,0.05,0.0,0.99,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,0.0,0.6030042210314094,0.0,1.0954115646461438,1.8165902102185878,1.0954115646461438,0.6030042210314094,0.721178645572444,False,0.1517332458984446,0.047932868074778444,-0.1061970212274051,0.0,physical
uniform,fixed-parameter,150,0.05,0.0,0.99,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,0.0,0.5986023108943225,0.0,1.0874150991256635,1.8165902124584952,1.0874150991256635,0.5986023108943225,0.7291751133328317,False,0.1493328880695477,0.047932868228245544,-0.10379666325271443,0.0,physical
mb,fixed-parameter,150,0.05,0.0,0.99,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,0.0,0.6846633576996835,0.0,1.393121296154644,2.034753693895963,1.393121296154644,0.6846633576996835,0.6416323977413192,False,0.23399650411255735,0.06329130849118714,-0.17386976104592958,0.0,physical
mb,matched-VA,150,0.05,0.0,0.99,0.0,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,1.0951361029911928,0.0,0.6029296319386173,0.0,1.0951361029911928,1.81635807062587,1.0951361029911928,0.6029296319386173,0.7212219676346772,False,0.15166420694413074,0.04791696352731744,-0.10614309159317917,0.0,physical
binomial,fixed-parameter,45,0.05,0.0,0.99,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,0.0,0.6030042210314094,0.0,1.0954115646461438,1.8165902102185878,1.0954115646461438,0.6030042210314094,0.721178645572444,False,0.1517332458984446,0.04785256377826461,-0.10627331030909323,0.0,physical
uniform,fixed-parameter,150,0.05,0.0,0.99,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,0.0,0.5986023108943225,0.0,1.0874150991256635,1.8165902124584952,1.0874150991256635,0.5986023108943225,0.7291751133328317,False,0.1493328880695477,0.04785256393147901,-0.10387295233464264,0.0,physical
mb,fixed-parameter,150,0.05,0.0,0.99,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,0.0,0.6846633576996835,0.0,1.393121296154644,2.034753693895963,1.393121296154644,0.6846633576996835,0.6416323977413192,False,0.23399650411255735,0.06318583182252593,-0.1739699638811577,0.0,physical
mb,matched-VA,150,0.05,0.0,0.99,0.005,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,1.0951361029911928,0.0,0.6029296319386173,0.0,1.0951361029911928,1.81635807062587,1.0951361029911928,0.6029296319386173,0.7212219676346772,False,0.15166420694413074,0.04783668543715555,-0.10621935577883297,0.0,physical
binomial,fixed-parameter,45,0.05,0.0,0.99,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,0.0,0.6030042210314094,0.0,1.0954115646461438,1.8165902102185878,1.0954115646461438,0.6030042210314094,0.721178645572444,False,0.1517332458984446,0.04777252813174693,-0.10634934417328504,0.0,physical
uniform,fixed-parameter,150,0.05,0.0,0.99,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,0.0,0.5986023108943225,0.0,1.0874150991256635,1.8165902124584952,1.0874150991256635,0.5986023108943225,0.7291751133328317,False,0.1493328880695477,0.047772528284709195,-0.10394898619907397,0.0,physical
mb,fixed-parameter,150,0.05,0.0,0.99,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,0.0,0.6846633576996835,0.0,1.393121296154644,2.034753693895963,1.393121296154644,0.6846633576996835,0.6416323977413192,False,0.23399650411255735,0.06308070618428414,-0.17406983323748743,0.0,physical
mb,matched-VA,150,0.05,0.0,0.99,0.01,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,1.0951361029911928,0.0,0.6029296319386173,0.0,1.0951361029911928,1.81635807062587,1.0951361029911928,0.6029296319386173,0.7212219676346772,False,0.15166420694413074,0.04775667591076993,-0.10629536482889931,0.0,physical
binomial,fixed-parameter,45,0.05,0.001,0.6,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,9.212007971518433e-05,0.6029905168572042,8.409631839603805e-05,1.0953194445664285,1.8166314958905914,1.0953194445664285,0.6029398075747088,0.7213120513241629,False,0.15169945376238902,0.03934813071752342,-0.11431872958074178,0.0,physical
uniform,fixed-parameter,150,0.05,0.001,0.6,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,0.0017246433800507314,0.5985887067601232,0.001586002789033766,1.0856904557456128,1.8166314981305374,1.0856904557456128,0.5976393434017175,0.7309410423849245,False,0.1488124186380484,0.03934813084387812,-0.11143169433636418,0.0,physical
mb,fixed-parameter,150,0.05,0.001,0.6,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,7.282707133727543e-05,0.6846482475650059,5.2276188396728975e-05,1.3930484690833067,2.0347986007550105,1.3930484690833067,0.6846124567642307,0.6417501316717038,False,0.2339592606792391,0.05200512809021267,-0.18455438899353707,0.0,physical
mb,matched-VA,150,0.05,0.001,0.6,0.0,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,1.0951361029911928,2.1363415882359873e-05,0.6029159290393328,1.9507544152739596e-05,1.0951147395753105,1.8163993522880513,1.0951147395753105,0.6029041676302267,0.7212846127127408,False,0.1516517613019055,0.03933503596785016,-0.11428347713244785,0.0,physical
binomial,fixed-parameter,45,0.05,0.001,0.6,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,9.212007971518433e-05,0.6029905168572042,8.409631839603805e-05,1.0953194445664285,1.8166314958905914,1.0953194445664285,0.6029398075747088,0.7213120513241629,False,0.15169945376238902,0.03925889612058685,-0.11440350244783151,0.0,physical
uniform,fixed-parameter,150,0.05,0.001,0.6,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,0.0017246433800507314,0.5985887067601232,0.001586002789033766,1.0856904557456128,1.8166314981305374,1.0856904557456128,0.5976393434017175,0.7309410423849245,False,0.1488124186380484,0.03925889624665913,-0.11151646720372221,0.0,physical
mb,fixed-parameter,150,0.05,0.001,0.6,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,7.282707133727543e-05,0.6846482475650059,5.2276188396728975e-05,1.3930484690833067,2.0347986007550105,1.3930484690833067,0.6846124567642307,0.6417501316717038,False,0.2339592606792391,0.05188770201136712,-0.18466594376844034,0.0,physical
mb,matched-VA,150,0.05,0.001,0.6,0.005,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,1.0951361029911928,2.1363415882359873e-05,0.6029159290393328,1.9507544152739596e-05,1.0951147395753105,1.8163993522880513,1.0951147395753105,0.6029041676302267,0.7212846127127408,False,0.1516517613019055,0.039245830665395165,-0.1143682221697801,0.0,physical
binomial,fixed-parameter,45,0.05,0.001,0.6,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,9.212007971518433e-05,0.6029905168572042,8.409631839603805e-05,1.0953194445664285,1.8166314958905914,1.0953194445664285,0.6029398075747088,0.7213120513241629,False,0.15169945376238902,0.039170065369210236,-0.11448789166163931,0.0,physical
uniform,fixed-parameter,150,0.05,0.001,0.6,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,0.0017246433800507314,0.5985887067601232,0.001586002789033766,1.0856904557456128,1.8166314981305374,1.0856904557456128,0.5976393434017175,0.7309410423849245,False,0.1488124186380484,0.03917006549500096,-0.11160085641779749,0.0,physical
mb,fixed-parameter,150,0.05,0.001,0.6,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,7.282707133727543e-05,0.6846482475650059,5.2276188396728975e-05,1.3930484690833067,2.0347986007550105,1.3930484690833067,0.6846124567642307,0.6417501316717038,False,0.2339592606792391,0.0517708050840131,-0.18477699584942667,0.0,physical
mb,matched-VA,150,0.05,0.001,0.6,0.01,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,1.0951361029911928,2.1363415882359873e-05,0.6029159290393328,1.9507544152739596e-05,1.0951147395753105,1.8163993522880513,1.0951147395753105,0.6029041676302267,0.7212846127127408,False,0.1516517613019055,0.03915702907772244,-0.11445258367806918,0.0,physical
binomial,fixed-parameter,45,0.05,0.001,0.95,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,9.212007971518433e-05,0.6029905168572042,8.409631839603805e-05,1.0953194445664285,1.8166314958905914,1.0953194445664285,0.6029398075747088,0.7213120513241629,False,0.15169945376238902,0.047264152247007626,-0.10679850912773178,0.0,physical
uniform,fixed-parameter,150,0.05,0.001,0.95,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,0.0017246433800507314,0.5985887067601232,0.001586002789033766,1.0856904557456128,1.8166314981305374,1.0856904557456128,0.5976393434017175,0.7309410423849245,False,0.1488124186380484,0.04726415239836862,-0.1039114738595982,0.0,physical
mb,fixed-parameter,150,0.05,0.001,0.95,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,7.282707133727543e-05,0.6846482475650059,5.2276188396728975e-05,1.3930484690833067,2.0347986007550105,1.3930484690833067,0.6846124567642307,0.6417501316717038,False,0.2339592606792391,0.062412919280246955,-0.1746669873630045,0.0,physical
mb,matched-VA,150,0.05,0.001,0.95,0.0,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,1.0951361029911928,2.1363415882359873e-05,0.6029159290393328,1.9507544152739596e-05,1.0951147395753105,1.8163993522880513,1.0951147395753105,0.6029041676302267,0.7212846127127408,False,0.1516517613019055,0.047248465971496796,-0.10676571862898354,0.0,physical
binomial,fixed-parameter,45,0.05,0.001,0.95,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,9.212007971518433e-05,0.6029905168572042,8.409631839603805e-05,1.0953194445664285,1.8166314958905914,1.0953194445664285,0.6029398075747088,0.7213120513241629,False,0.15169945376238902,0.047182789402637905,-0.10687580382988301,0.0,physical
uniform,fixed-parameter,150,0.05,0.001,0.95,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,0.0017246433800507314,0.5985887067601232,0.001586002789033766,1.0856904557456128,1.8166314981305374,1.0856904557456128,0.5976393434017175,0.7309410423849245,False,0.1488124186380484,0.047182789553742666,-0.10398876856199286,0.0,physical
mb,fixed-parameter,150,0.05,0.001,0.95,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,7.282707133727543e-05,0.6846482475650059,5.2276188396728975e-05,1.3930484690833067,2.0347986007550105,1.3930484690833067,0.6846124567642307,0.6417501316717038,False,0.2339592606792391,0.062306036703385755,-0.17476852581102265,0.0,physical
mb,matched-VA,150,0.05,0.001,0.95,0.005,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,1.0951361029911928,2.1363415882359873e-05,0.6029159290393328,1.9507544152739596e-05,1.0951147395753105,1.8163993522880513,1.0951147395753105,0.6029041676302267,0.7212846127127408,False,0.1516517613019055,0.047167129691239665,-0.10684298809522783,0.0,physical
binomial,fixed-parameter,45,0.05,0.001,0.95,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,9.212007971518433e-05,0.6029905168572042,8.409631839603805e-05,1.0953194445664285,1.8166314958905914,1.0953194445664285,0.6029398075747088,0.7213120513241629,False,0.15169945376238902,0.047101706225748795,-0.10695283284792767,0.0,physical
uniform,fixed-parameter,150,0.05,0.001,0.95,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,0.0017246433800507314,0.5985887067601232,0.001586002789033766,1.0856904557456128,1.8166314981305374,1.0856904557456128,0.5976393434017175,0.7309410423849245,False,0.1488124186380484,0.04710170637659788,-0.10406579758028041,0.0,physical
mb,fixed-parameter,150,0.05,0.001,0.95,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,7.282707133727543e-05,0.6846482475650059,5.2276188396728975e-05,1.3930484690833067,2.0347986007550105,1.3930484690833067,0.6846124567642307,0.6417501316717038,False,0.2339592606792391,0.062199519631672175,-0.17486971702915055,0.0,physical
mb,matched-VA,150,0.05,0.001,0.95,0.01,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,1.0951361029911928,2.1363415882359873e-05,0.6029159290393328,1.9507544152739596e-05,1.0951147395753105,1.8163993522880513,1.0951147395753105,0.6029041676302267,0.7212846127127408,False,0.1516517613019055,0.04708607298864396,-0.10691999196269374,0.0,physical
binomial,fixed-parameter,45,0.05,0.001,0.99,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,9.212007971518433e-05,0.6029905168572042,8.409631839603805e-05,1.0953194445664285,1.8166314958905914,1.0953194445664285,0.6029398075747088,0.7213120513241629,False,0.15169945376238902,0.04793207174119274,-0.10616398560825593,0.0,physical
uniform,fixed-parameter,150,0.05,0.001,0.99,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,0.0017246433800507314,0.5985887067601232,0.001586002789033766,1.0856904557456128,1.8166314981305374,1.0856904557456128,0.5976393434017175,0.7309410423849245,False,0.1488124186380484,0.04793207189465744,-0.10327695033812383,0.0,physical
mb,fixed-parameter,150,0.05,0.001,0.99,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,7.282707133727543e-05,0.6846482475650059,5.2276188396728975e-05,1.3930484690833067,2.0347986007550105,1.3930484690833067,0.6846124567642307,0.6417501316717038,False,0.2339592606792391,0.06329026254605201,-0.1738335112604897,0.0,physical
mb,matched-VA,150,0.05,0.001,0.99,0.0,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,1.0951361029911928,2.1363415882359873e-05,0.6029159290393328,1.9507544152739596e-05,1.0951147395753105,1.8163993522880513,1.0951147395753105,0.6029041676302267,0.7212846127127408,False,0.1516517613019055,0.047916167453598266,-0.10613140222098714,0.0,physical
binomial,fixed-parameter,45,0.05,0.001,0.99,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,9.212007971518433e-05,0.6029905168572042,8.409631839603805e-05,1.0953194445664285,1.8166314958905914,1.0953194445664285,0.6029398075747088,0.7213120513241629,False,0.15169945376238902,0.0478517701109399,-0.10624027215699612,0.0,physical
uniform,fixed-parameter,150,0.05,0.001,0.99,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,0.0017246433800507314,0.5985887067601232,0.001586002789033766,1.0856904557456128,1.8166314981305374,1.0856904557456128,0.5976393434017175,0.7309410423849245,False,0.1488124186380484,0.047851770264151904,-0.10335323688710409,0.0,physical
mb,fixed-parameter,150,0.05,0.001,0.99,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,7.282707133727543e-05,0.6846482475650059,5.2276188396728975e-05,1.3930484690833067,2.0347986007550105,1.3930484690833067,0.6846124567642307,0.6417501316717038,False,0.2339592606792391,0.06318478936120532,-0.17393371078609407,0.0,physical
mb,matched-VA,150,0.05,0.001,0.99,0.005,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,1.0951361029911928,2.1363415882359873e-05,0.6029159290393328,1.9507544152739596e-05,1.0951147395753105,1.8163993522880513,1.0951147395753105,0.6029041676302267,0.7212846127127408,False,0.1516517613019055,0.04783589202884194,-0.10620766387450566,0.0,physical
binomial,fixed-parameter,45,0.05,0.001,0.99,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,9.212007971518433e-05,0.6029905168572042,8.409631839603805e-05,1.0953194445664285,1.8166314958905914,1.0953194445664285,0.6029398075747088,0.7213120513241629,False,0.15169945376238902,0.04777173711731375,-0.10631630350094096,0.0,physical
uniform,fixed-parameter,150,0.05,0.001,0.99,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,0.0017246433800507314,0.5985887067601232,0.001586002789033766,1.0856904557456128,1.8166314981305374,1.0856904557456128,0.5976393434017175,0.7309410423849245,False,0.1488124186380484,0.047771737270273625,-0.10342926823128845,0.0,physical
mb,fixed-parameter,150,0.05,0.001,0.99,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,7.282707133727543e-05,0.6846482475650059,5.2276188396728975e-05,1.3930484690833067,2.0347986007550105,1.3930484690833067,0.6846124567642307,0.6417501316717038,False,0.2339592606792391,0.0630796671893984,-0.17403357684931064,0.0,physical
mb,matched-VA,150,0.05,0.001,0.99,0.01,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,1.0951361029911928,2.1363415882359873e-05,0.6029159290393328,1.9507544152739596e-05,1.0951147395753105,1.8163993522880513,1.0951147395753105,0.6029041676302267,0.7212846127127408,False,0.1516517613019055,0.04775588515449663,-0.1062836704051337,0.0,physical
binomial,fixed-parameter,45,0.05,0.005,0.6,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,0.00020598676033585161,0.6029357095023341,0.00018804508459100715,1.0952055778858079,1.8167966291966708,1.0952055778858079,0.6028223304058378,0.721591051310863,False,0.151641104203027,0.03934598433611247,-0.11426241908372017,0.0,physical
uniform,fixed-parameter,150,0.05,0.005,0.6,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,0.00385641983473844,0.5985342994970804,0.0035464100487837586,1.083558679290925,1.8167966314367716,1.083558679290925,0.5964116514428023,0.7332379521458465,False,0.14815449343260068,0.0393459844624605,-0.1107758081932632,0.0,physical
mb,fixed-parameter,150,0.05,0.005,0.6,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,0.00016284628211237436,0.6845878170289155,0.00011689311085967172,1.3929584498725316,2.0349782182813834,1.3929584498725316,0.6845077934293262,0.6420197684088518,False,0.2338881474081611,0.0520023036391796,-0.1844859589509405,0.0,physical
mb,matched-VA,150,0.05,0.005,0.6,0.0,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,1.0951361029911928,4.777005014455532e-05,0.602861126783563,4.3620194799604276e-05,1.0950883329410483,1.8165644695554648,1.0950883329410483,0.6028348298637756,0.7214761366144165,False,0.1516197920388278,0.03933289029104543,-0.11425354626233464,0.0,physical
binomial,fixed-parameter,45,0.05,0.005,0.6,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,0.00020598676033585161,0.6029357095023341,0.00018804508459100715,1.0952055778858079,1.8167966291966708,1.0952055778858079,0.6028223304058378,0.721591051310863,False,0.151641104203027,0.0392567594636991,-0.11434718271251287,0.0,physical
uniform,fixed-parameter,150,0.05,0.005,0.6,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,0.00385641983473844,0.5985342994970804,0.0035464100487837586,1.083558679290925,1.8167966314367716,1.083558679290925,0.5964116514428023,0.7332379521458465,False,0.14815449343260068,0.03925675958976471,-0.1108605718223242,0.0,physical
