distribution,mode,ncut,T,eps,eta,v_el,nu_tilde,VA,TrC,w,term_signal,term_noise,signal_to_zmax,noise_fraction,z_star_raw,z_star_max,z_star_used,rho,margin,z_star_clipped,chi_be,i_ab,skr_raw,skr,status
uniform,fixed-parameter,150,0.05,0.01,0.95,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,0.005453801232491712,0.5984663112763242,0.0050153811887262215,1.0819612978931719,1.8170030269650075,1.0819612978931719,0.5954647745966626,0.7350417290718356,False,0.14765107152854173,0.04709478669644318,-0.10291102416692072,0.0,physical
mb,fixed-parameter,150,0.05,0.01,0.95,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,0.00023029942074535498,0.6845123013564214,0.00016531182272572947,1.3928909967338987,2.0352027178971825,1.3928909967338987,0.684399143380206,0.6423117211632838,False,0.23381670907728025,0.062190429322870416,-0.17473580122055335,0.0,physical
mb,matched-VA,150,0.05,0.01,0.95,0.01,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,1.0951361029911928,6.755705278967297e-05,0.6027926449739699,6.168827107895672e-05,1.095068545938403,1.8167708450365774,1.095068545938403,0.6027554597378822,0.7217022990981743,False,0.1515838284657831,0.04707915556790967,-0.10685863067626893,0.0,physical
binomial,fixed-parameter,45,0.05,0.01,0.99,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,0.00029130927013625767,0.6028672213201764,0.00026593590896619823,1.0951202553760075,1.8170030247247133,1.0951202553760075,0.6027068972776888,0.7218827693487058,False,0.1515853831539773,0.04792490592954349,-0.10605672252091097,0.0,physical
uniform,fixed-parameter,150,0.05,0.01,0.99,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,0.005453801232491712,0.5984663112763242,0.0050153811887262215,1.0819612978931719,1.8170030269650075,1.0819612978931719,0.5954647745966626,0.7350417290718356,False,0.14765107152854173,0.04792490608298571,-0.10212241074970531,0.0,physical
mb,fixed-parameter,150,0.05,0.01,0.99,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,0.00023029942074535498,0.6845123013564214,0.00016531182272572947,1.3928909967338987,2.0352027178971825,1.3928909967338987,0.684399143380206,0.6423117211632838,False,0.23381670907728025,0.06328085059551927,-0.17369990101153693,0.0,physical
mb,matched-VA,150,0.05,0.01,0.99,0.0,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,1.0951361029911928,6.755705278967297e-05,0.6027926449739699,6.168827107895672e-05,1.095068545938403,1.8167708450365774,1.095068545938403,0.6027554597378822,0.7217022990981743,False,0.1515838284657831,0.04790900398036876,-0.1060702746844328,0.0,physical
binomial,fixed-parameter,45,0.05,0.01,0.99,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,0.00029130927013625767,0.6028672213201764,0.00026593590896619823,1.0951202553760075,1.8170030247247133,1.0951202553760075,0.6027068972776888,0.7218827693487058,False,0.1515853831539773,0.04784462828966488,-0.10613298627879567,0.0,physical
uniform,fixed-parameter,150,0.05,0.01,0.99,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,0.005453801232491712,0.5984663112763242,0.0050153811887262215,1.0819612978931719,1.8170030269650075,1.0819612978931719,0.5954647745966626,0.7350417290718356,False,0.14765107152854173,0.0478446284428544,-0.10219867450783006,0.0,physical
mb,fixed-parameter,150,0.05,0.01,0.99,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,0.00023029942074535498,0.6845123013564214,0.00016531182272572947,1.3928909967338987,2.0352027178971825,1.3928909967338987,0.684399143380206,0.6423117211632838,False,0.23381670907728025,0.06317540875723696,-0.17380007075790516,0.0,physical
mb,matched-VA,150,0.05,0.01,0.99,0.005,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,1.0951361029911928,6.755705278967297e-05,0.6027926449739699,6.168827107895672e-05,1.095068545938403,1.8167708450365774,1.095068545938403,0.6027554597378822,0.7217022990981743,False,0.1515838284657831,0.04782875253828727,-0.10614651355441021,0.0,physical
binomial,fixed-parameter,45,0.05,0.01,0.99,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,1.0954115646461438,0.00029130927013625767,0.6028672213201764,0.00026593590896619823,1.0951202553760075,1.8170030247247133,1.0951202553760075,0.6027068972776888,0.7218827693487058,False,0.1515853831539773,0.047764619166127655,-0.10620899494615602,0.0,physical
uniform,fixed-parameter,150,0.05,0.01,0.99,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,1.0874150991256635,0.005453801232491712,0.5984663112763242,0.0050153811887262215,1.0819612978931719,1.8170030269650075,1.0819612978931719,0.5954647745966626,0.7350417290718356,False,0.14765107152854173,0.04776461931906504,-0.10227468317542995,0.0,physical
mb,fixed-parameter,150,0.05,0.01,0.99,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,1.393121296154644,0.00023029942074535498,0.6845123013564214,0.00016531182272572947,1.3928909967338987,2.0352027178971825,1.3928909967338987,0.684399143380206,0.6423117211632838,False,0.23381670907728025,0.06307031777563005,-0.1738999071904317,0.0,physical
mb,matched-VA,150,0.05,0.01,0.99,0.01,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,1.0951361029911928,6.755705278967297e-05,0.6027926449739699,6.168827107895672e-05,1.095068545938403,1.8167708450365774,1.095068545938403,0.6027554597378822,0.7217022990981743,False,0.1515838284657831,0.047748769526369354,-0.10622249741573223,0.0,physical
binomial,fixed-parameter,45,0.3,0.0,0.6,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.6831993917268013,0.0,1.2247073630204772,0.0,2.6831993917268013,2.1908902263061987,2.1908902241153085,1.2247073630204772,-0.49230916542060266,True,0.38023824557895125,0.23660627984579105,-0.15546227972544976,0.0,clipped
uniform,fixed-parameter,150,0.3,0.0,0.6,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.6636121314558654,0.0,1.2157670407023278,0.0,2.6636121314558654,2.1908902300206643,2.190890227829774,1.2157670407023278,-0.4727219014352011,True,0.3802382483523865,0.2366062805561487,-0.15546228182404526,0.0,clipped
mb,fixed-parameter,150,0.3,0.0,0.6,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,3.4124363253836063,0.0,1.331697862337503,0.0,3.4124363253836063,2.5624703785240173,2.562470375961547,1.331697862337503,-0.849965946859589,True,0.6075250045128012,0.30636211564518395,-0.3164809946498765,0.0,clipped
mb,matched-VA,150,0.3,0.0,0.6,0.0,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,2.682524651228469,0.0,1.2246145573326566,0.0,2.682524651228469,2.190505277898459,2.1905052757079537,1.2246145573326566,-0.49201937333001,True,0.3799507429705252,0.23653266060923164,-0.15524471539175516,0.0,clipped
binomial,fixed-parameter,45,0.3,0.0,0.6,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.6831993917268013,0.0,1.2247073630204772,0.0,2.6831993917268013,2.1908902263061987,2.1908902241153085,1.2247073630204772,-0.49230916542060266,True,0.38023824557895125,0.23606735752465607,-0.155974255930528,0.0,clipped
uniform,fixed-parameter,150,0.3,0.0,0.6,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.6636121314558654,0.0,1.2157670407023278,0.0,2.6636121314558654,2.1908902300206643,2.190890227829774,1.2157670407023278,-0.4727219014352011,True,0.3802382483523865,0.2360673582335245,-0.15597425803053824,0.0,clipped
mb,fixed-parameter,150,0.3,0.0,0.6,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,3.4124363253836063,0.0,1.331697862337503,0.0,3.4124363253836063,2.5624703785240173,2.562470375961547,1.331697862337503,-0.849965946859589,True,0.6075250045128012,0.3056804267097827,-0.3171285991385077,0.0,clipped
mb,matched-VA,150,0.3,0.0,0.6,0.005,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,2.682524651228469,0.0,1.2246145573326566,0.0,2.682524651228469,2.190505277898459,2.1905052757079537,1.2246145573326566,-0.49201937333001,True,0.3799507429705252,0.2359938926300485,-0.15575654497197916,0.0,clipped
binomial,fixed-parameter,45,0.3,0.0,0.6,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.6831993917268013,0.0,1.2247073630204772,0.0,2.6831993917268013,2.1908902263061987,2.1908902241153085,1.2247073630204772,-0.49230916542060266,True,0.38023824557895125,0.23553089008818678,-0.15648389999517381,0.0,clipped
uniform,fixed-parameter,150,0.3,0.0,0.6,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.6636121314558654,0.0,1.2157670407023278,0.0,2.6636121314558654,2.1908902300206643,2.190890227829774,1.2157670407023278,-0.4727219014352011,True,0.3802382483523865,0.23553089079557232,-0.15648390209659283,0.0,clipped
mb,fixed-parameter,150,0.3,0.0,0.6,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,3.4124363253836063,0.0,1.331697862337503,0.0,3.4124363253836063,2.5624703785240173,2.562470375961547,1.331697862337503,-0.849965946859589,True,0.6075250045128012,0.30500177596812006,-0.31777331734308717,0.0,clipped
mb,matched-VA,150,0.3,0.0,0.6,0.01,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,2.682524651228469,0.0,1.2246145573326566,0.0,2.682524651228469,2.190505277898459,2.1905052757079537,1.2246145573326566,-0.49201937333001,True,0.3799507429705252,0.23545757888973243,-0.15626604302527944,0.0,clipped
binomial,fixed-parameter,45,0.3,0.0,0.95,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.6831993917268013,0.0,1.2247073630204772,0.0,2.6831993917268013,2.1908902263061987,2.1908902241153085,1.2247073630204772,-0.49230916542060266,True,0.38023824557895125,0.2844824251688993,-0.1099799416684969,0.0,clipped
uniform,fixed-parameter,150,0.3,0.0,0.95,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.6636121314558654,0.0,1.2157670407023278,0.0,2.6636121314558654,2.1908902300206643,2.190890227829774,1.2157670407023278,-0.4727219014352011,True,0.3802382483523865,0.2844824260093588,-0.10997994364349567,0.0,clipped
mb,fixed-parameter,150,0.3,0.0,0.95,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,3.4124363253836063,0.0,1.331697862337503,0.0,3.4124363253836063,2.5624703785240173,2.562470375961547,1.331697862337503,-0.849965946859589,True,0.6075250045128012,0.3666565119941602,-0.259201318118349,0.0,clipped
mb,matched-VA,150,0.3,0.0,0.95,0.0,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,2.682524651228469,0.0,1.2246145573326566,0.0,2.682524651228469,2.190505277898459,2.1905052757079537,1.2246145573326566,-0.49201937333001,True,0.3799507429705252,0.2843953221486344,-0.10977518692932259,0.0,clipped
binomial,fixed-parameter,45,0.3,0.0,0.95,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.6831993917268013,0.0,1.2247073630204772,0.0,2.6831993917268013,2.1908902263061987,2.1908902241153085,1.2247073630204772,-0.49230916542060266,True,0.38023824557895125,0.28398961138827666,-0.11044811476008842,0.0,clipped
uniform,fixed-parameter,150,0.3,0.0,0.95,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.6636121314558654,0.0,1.2157670407023278,0.0,2.6636121314558654,2.1908902300206643,2.190890227829774,1.2157670407023278,-0.4727219014352011,True,0.3802382483523865,0.2839896122274189,-0.11044811673633853,0.0,clipped
mb,fixed-parameter,150,0.3,0.0,0.95,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,3.4124363253836063,0.0,1.331697862337503,0.0,3.4124363253836063,2.5624703785240173,2.562470375961547,1.331697862337503,-0.849965946859589,True,0.6075250045128012,0.3660384927366448,-0.2597884364129887,0.0,clipped
mb,matched-VA,150,0.3,0.0,0.95,0.005,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,2.682524651228469,0.0,1.2246145573326566,0.0,2.682524651228469,2.190505277898459,2.1905052757079537,1.2246145573326566,-0.49201937333001,True,0.3799507429705252,0.28390264489723704,-0.11024323031815003,0.0,clipped
binomial,fixed-parameter,45,0.3,0.0,0.95,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.6831993917268013,0.0,1.2247073630204772,0.0,2.6831993917268013,2.1908902263061987,2.1908902241153085,1.2247073630204772,-0.49230916542060266,True,0.38023824557895125,0.2834985075556803,-0.11091466340105499,0.0,clipped
uniform,fixed-parameter,150,0.3,0.0,0.95,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.6636121314558654,0.0,1.2157670407023278,0.0,2.6636121314558654,2.1908902300206643,2.190890227829774,1.2157670407023278,-0.4727219014352011,True,0.3802382483523865,0.2834985083935094,-0.1109146653785526,0.0,clipped
mb,fixed-parameter,150,0.3,0.0,0.95,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,3.4124363253836063,0.0,1.331697862337503,0.0,3.4124363253836063,2.5624703785240173,2.562470375961547,1.331697862337503,-0.849965946859589,True,0.6075250045128012,0.3654225644905467,-0.2603735682467819,0.0,clipped
mb,matched-VA,150,0.3,0.0,0.95,0.01,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,2.682524651228469,0.0,1.2246145573326566,0.0,2.682524651228469,2.190505277898459,2.1905052757079537,1.2246145573326566,-0.49201937333001,True,0.3799507429705252,0.28341167716653143,-0.11070964966232039,0.0,clipped
binomial,fixed-parameter,45,0.3,0.0,0.99,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.6831993917268013,0.0,1.2247073630204772,0.0,2.6831993917268013,2.1908902263061987,2.1908902241153085,1.2247073630204772,-0.49230916542060266,True,0.38023824557895125,0.28852861743098,-0.10613605901952022,0.0,clipped
uniform,fixed-parameter,150,0.3,0.0,0.99,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.6636121314558654,0.0,1.2157670407023278,0.0,2.6636121314558654,2.1908902300206643,2.190890227829774,1.2157670407023278,-0.4727219014352011,True,0.3802382483523865,0.2885286182822386,-0.10613606098425987,0.0,clipped
mb,fixed-parameter,150,0.3,0.0,0.99,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,3.4124363253836063,0.0,1.331697862337503,0.0,3.4124363253836063,2.5624703785240173,2.562470375961547,1.331697862337503,-0.849965946859589,True,0.6075250045128012,0.37172866483374356,-0.25438277292074485,0.0,clipped
mb,matched-VA,150,0.3,0.0,0.99,0.0,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,2.682524651228469,0.0,1.2246145573326566,0.0,2.682524651228469,2.190505277898459,2.1905052757079537,1.2246145573326566,-0.49201937333001,True,0.3799507429705252,0.28844039521397125,-0.10593236751725255,0.0,clipped
binomial,fixed-parameter,45,0.3,0.0,0.99,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.6831993917268013,0.0,1.2247073630204772,0.0,2.6831993917268013,2.1908902263061987,2.1908902241153085,1.2247073630204772,-0.49230916542060266,True,0.38023824557895125,0.28804209988499063,-0.10659825068821016,0.0,clipped
uniform,fixed-parameter,150,0.3,0.0,0.99,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.6636121314558654,0.0,1.2157670407023278,0.0,2.6636121314558654,2.1908902300206643,2.190890227829774,1.2157670407023278,-0.4727219014352011,True,0.3802382483523865,0.2880421007349524,-0.10659825265418177,0.0,clipped
mb,fixed-parameter,150,0.3,0.0,0.99,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,3.4124363253836063,0.0,1.331697862337503,0.0,3.4124363253836063,2.5624703785240173,2.562470375961547,1.331697862337503,-0.849965946859589,True,0.6075250045128012,0.3711189756072899,-0.2549619776858758,0.0,clipped
mb,matched-VA,150,0.3,0.0,0.99,0.005,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,2.682524651228469,0.0,1.2246145573326566,0.0,2.682524651228469,2.190505277898459,2.1905052757079537,1.2246145573326566,-0.49201937333001,True,0.3799507429705252,0.2879540120752189,-0.10639443149906724,0.0,clipped
binomial,fixed-parameter,45,0.3,0.0,0.99,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.6831993917268013,0.0,1.2247073630204772,0.0,2.6831993917268013,2.1908902263061987,2.1908902241153085,1.2247073630204772,-0.49230916542060266,True,0.38023824557895125,0.28755722572996933,-0.1070588811354804,0.0,clipped
uniform,fixed-parameter,150,0.3,0.0,0.99,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.6636121314558654,0.0,1.2157670407023278,0.0,2.6636121314558654,2.1908902300206643,2.190890227829774,1.2157670407023278,-0.4727219014352011,True,0.3802382483523865,0.28755722657863814,-0.1070588831026803,0.0,clipped
mb,fixed-parameter,150,0.3,0.0,0.99,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,3.4124363253836063,0.0,1.331697862337503,0.0,3.4124363253836063,2.5624703785240173,2.562470375961547,1.331697862337503,-0.849965946859589,True,0.6075250045128012,0.3705112940266356,-0.25553927518749747,0.0,clipped
mb,matched-VA,150,0.3,0.0,0.99,0.01,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,2.682524651228469,0.0,1.2246145573326566,0.0,2.682524651228469,2.190505277898459,2.1905052757079537,1.2246145573326566,-0.49201937333001,True,0.3799507429705252,0.2874692719185169,-0.10685493464793416,0.0,clipped
binomial,fixed-parameter,45,0.3,0.001,0.6,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.6831993917268013,0.00022564719036671273,1.224592562848576,8.409631839603805e-05,2.682973744536435,2.1910956126381325,2.1910956104470367,1.2244895791225052,-0.4918781318983023,True,0.3801038910920235,0.23658683585324347,-0.15534639703144223,0.0,clipped
uniform,fixed-parameter,150,0.3,0.001,0.6,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.6636121314558654,0.0042244962693931765,1.2156530785679367,0.0015860027890337658,2.659387635186472,2.191095616352696,2.1910956141616,1.2137250493948304,-0.46829201883377625,True,0.38010389386673415,0.23658683656354734,-0.1553463991313642,0.0,clipped
mb,fixed-parameter,150,0.3,0.001,0.6,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,3.4124363253836063,0.00017838916423759495,1.331586685536087,5.2276188396728975e-05,3.4122579362193686,2.5626843242351773,2.562684321672493,1.331517075259647,-0.8495736119841912,True,0.6074686597949537,0.30633752189216223,-0.3164480139973996,0.0,clipped
mb,matched-VA,150,0.3,0.001,0.6,0.0,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,2.682524651228469,5.2329468074651745e-05,1.2244997513384506,1.9507544152739596e-05,2.682472321760394,2.190710654123295,2.190710651932584,1.2244758643554863,-0.4917616676370993,True,0.37981625621197623,0.23651322218424656,-0.15512869513694202,0.0,clipped
binomial,fixed-parameter,45,0.3,0.001,0.6,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.6831993917268013,0.00022564719036671273,1.224592562848576,8.409631839603805e-05,2.682973744536435,2.1910956126381325,2.1910956104470367,1.2244895791225052,-0.4918781318983023,True,0.3801038910920235,0.2360480022007408,-0.1558582890013198,0.0,clipped
uniform,fixed-parameter,150,0.3,0.001,0.6,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.6636121314558654,0.0042244962693931765,1.2156530785679367,0.0015860027890337658,2.659387635186472,2.191095616352696,2.1910956141616,1.2137250493948304,-0.46829201883377625,True,0.38010389386673415,0.23604800290955566,-0.15585829110265628,0.0,clipped
mb,fixed-parameter,150,0.3,0.001,0.6,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,3.4124363253836063,0.00017838916423759495,1.331586685536087,5.2276188396728975e-05,3.4122579362193686,2.5626843242351773,2.562684321672493,1.331517075259647,-0.8495736119841912,True,0.6074686597949537,0.3056559426867692,-0.31709551424252297,0.0,clipped
mb,matched-VA,150,0.3,0.001,0.6,0.005,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,2.682524651228469,5.2329468074651745e-05,1.2244997513384506,1.9507544152739596e-05,2.682472321760394,2.190710654123295,2.190710651932584,1.2244758643554863,-0.4917616676370993,True,0.37981625621197623,0.23597454285037617,-0.15564044050411888,0.0,clipped
binomial,fixed-parameter,45,0.3,0.001,0.6,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.6831993917268013,0.00022564719036671273,1.224592562848576,8.409631839603805e-05,2.682973744536435,2.1910956126381325,2.1910956104470367,1.2244895791225052,-0.4918781318983023,True,0.3801038910920235,0.235511622826428,-0.15636784940691692,0.0,clipped
uniform,fixed-parameter,150,0.3,0.001,0.6,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.6636121314558654,0.0042244962693931765,1.2156530785679367,0.0015860027890337658,2.659387635186472,2.191095616352696,2.1910956141616,1.2137250493948304,-0.46829201883377625,True,0.38010389386673415,0.23551162353376015,-0.156367851509662,0.0,clipped
mb,fixed-parameter,150,0.3,0.001,0.6,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,3.4124363253836063,0.00017838916423759495,1.331586685536087,5.2276188396728975e-05,3.4122579362193686,2.5626843242351773,2.562684321672493,1.331517075259647,-0.8495736119841912,True,0.6074686597949537,0.30497740093967335,-0.317740128902264,0.0,clipped
mb,matched-VA,150,0.3,0.001,0.6,0.01,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,2.682524651228469,5.2329468074651745e-05,1.2244997513384506,1.9507544152739596e-05,2.682472321760394,2.190710654123295,2.190710651932584,1.2244758643554863,-0.4917616676370993,True,0.37981625621197623,0.23543831714904376,-0.15614985492038466,0.0,clipped
binomial,fixed-parameter,45,0.3,0.001,0.95,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.6831993917268013,0.00022564719036671273,1.224592562848576,8.409631839603805e-05,2.682973744536435,2.1910956126381325,2.1910956104470367,1.2244895791225052,-0.4918781318983023,True,0.3801038910920235,0.28445428867176026,-0.10987231685385129,0.0,clipped
uniform,fixed-parameter,150,0.3,0.001,0.95,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.6636121314558654,0.0042244962693931765,1.2156530785679367,0.0015860027890337658,2.659387635186472,2.191095616352696,2.1910956141616,1.2137250493948304,-0.46829201883377625,True,0.38010389386673415,0.2844542895121449,-0.10987231883019649,0.0,clipped
mb,fixed-parameter,150,0.3,0.001,0.95,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,3.4124363253836063,0.00017838916423759495,1.331586685536087,5.2276188396728975e-05,3.4122579362193686,2.5626843242351773,2.562684321672493,1.331517075259647,-0.8495736119841912,True,0.6074686597949537,0.3666212285131903,-0.25917849270742294,0.0,clipped
mb,matched-VA,150,0.3,0.001,0.95,0.0,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,2.682524651228469,5.2329468074651745e-05,1.2244997513384506,1.9507544152739596e-05,2.682472321760394,2.190710654123295,2.190710651932584,1.2244758643554863,-0.4917616676370993,True,0.37981625621197623,0.28436719344518097,-0.10966742243905431,0.0,clipped
binomial,fixed-parameter,45,0.3,0.001,0.95,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.6831993917268013,0.00022564719036671273,1.224592562848576,8.409631839603805e-05,2.682973744536435,2.1910956126381325,2.1910956104470367,1.2244895791225052,-0.4918781318983023,True,0.3801038910920235,0.2839615725987917,-0.11034039712317145,0.0,clipped
uniform,fixed-parameter,150,0.3,0.001,0.95,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.6636121314558654,0.0042244962693931765,1.2156530785679367,0.0015860027890337658,2.659387635186472,2.191095616352696,2.1910956141616,1.2137250493948304,-0.46829201883377625,True,0.38010389386673415,0.28396157343785894,-0.11034039910076815,0.0,clipped
mb,fixed-parameter,150,0.3,0.001,0.95,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,3.4124363253836063,0.00017838916423759495,1.331586685536087,5.2276188396728975e-05,3.4122579362193686,2.5626843242351773,2.562684321672493,1.331517075259647,-0.8495736119841912,True,0.6074686597949537,0.3660033287308221,-0.25976549750067274,0.0,clipped
mb,matched-VA,150,0.3,0.001,0.95,0.005,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,2.682524651228469,5.2329468074651745e-05,1.2244997513384506,1.9507544152739596e-05,2.682472321760394,2.190710654123295,2.190710651932584,1.2244758643554863,-0.4917616676370993,True,0.37981625621197623,0.2838746138770254,-0.11013537302880211,0.0,clipped
binomial,fixed-parameter,45,0.3,0.001,0.95,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.6831993917268013,0.00022564719036671273,1.224592562848576,8.409631839603805e-05,2.682973744536435,2.1910956126381325,2.1910956104470367,1.2244895791225052,-0.4918781318983023,True,0.3801038910920235,0.2834705659641561,-0.11080685342607527,0.0,clipped
uniform,fixed-parameter,150,0.3,0.001,0.95,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.6636121314558654,0.0042244962693931765,1.2156530785679367,0.0015860027890337658,2.659387635186472,2.191095616352696,2.1910956141616,1.2137250493948304,-0.46829201883377625,True,0.38010389386673415,0.2834705668019106,-0.11080685540491914,0.0,clipped
mb,fixed-parameter,150,0.3,0.001,0.95,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,3.4124363253836063,0.00017838916423759495,1.331586685536087,5.2276188396728975e-05,3.4122579362193686,2.5626843242351773,2.562684321672493,1.331517075259647,-0.8495736119841912,True,0.6074686597949537,0.3653875193508574,-0.2603505164116392,0.0,clipped
mb,matched-VA,150,0.3,0.001,0.95,0.01,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,2.682524651228469,5.2329468074651745e-05,1.2244997513384506,1.9507544152739596e-05,2.682472321760394,2.190710654123295,2.190710651932584,1.2244758643554863,-0.4917616676370993,True,0.37981625621197623,0.28338374331998323,-0.11060170005799219,0.0,clipped
binomial,fixed-parameter,45,0.3,0.001,0.99,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,2.6831993917268013,0.00022564719036671273,1.224592562848576,8.409631839603805e-05,2.682973744536435,2.1910956126381325,2.1910956104470367,1.2244895791225052,-0.4918781318983023,True,0.3801038910920235,0.2884996722278091,-0.10602920247560488,0.0,clipped
uniform,fixed-parameter,150,0.3,0.001,0.99,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,2.6636121314558654,0.0042244962693931765,1.2156530785679367,0.0015860027890337658,2.659387635186472,2.191095616352696,2.1910956141616,1.2137250493948304,-0.46829201883377625,True,0.38010389386673415,0.28849967307899055,-0.10602920444169317,0.0,clipped
mb,fixed-parameter,150,0.3,0.001,0.99,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,3.4124363253836063,0.00017838916423759495,1.331586685536087,5.2276188396728975e-05,3.4122579362193686,2.5626843242351773,2.562684321672493,1.331517075259647,-0.8495736119841912,True,0.6074686597949537,0.37169239302770474,-0.2543608864186342,0.0,clipped
mb,matched-VA,150,0.3,0.001,0.99,0.0,0.13330420948965938,1.9993252943730797,2.448798770902518,4.56395538162666e-06,2.682524651228469,5.2329468074651745e-05,1.2244997513384506,1.9507544152739596e-05,2.682472321760394,2.190710654123295,2.190710651932584,1.2244758643554863,-0.4917616676370993,True,0.37981625621197623,0.2884114580060475,-0.10582537110623114,0.0,clipped
