mode,distribution,T,eps,eta,v_el,nu_tilde,va,z_star_raw,z_star,z_star_max,z_star_clipped,chi_be,i_ab,skr_raw,skr,status
fixed,mb,0.08,0.02,0.6,0.002,0.1,2.6550162256253156,1.7617625689658867,1.7617625689658867,2.1064649159914905,False,0.3852788907914424,0.08289105382362538,-0.3065323896589983,0.0,physical
fixed_va,mb,0.08,0.02,0.6,0.002,0.13897435897435897,1.918072890931891,1.338208259697221,1.338208259697221,1.835894312869387,False,0.22754568461848956,0.060356689594438954,-0.17020682950377256,0.0,physical
fixed,binomial,0.08,0.02,0.6,0.005,,1.9996783754650813,1.384049496542004,1.384049496542004,1.8666411597645771,False,0.24285675908682425,0.06278390820390081,-0.1832120462931185,0.0,physical
fixed,uniform,0.08,0.02,0.6,0.005,,1.9999999999999998,1.365727333884649,1.365727333884649,1.8667619023324855,False,0.23561620111627857,0.06279378964372644,-0.17596210095473847,0.0,physical
fixed,mb,0.08,0.02,0.6,0.005,0.1,2.6550162256253156,1.7617625689658867,1.7617625689658867,2.1064649159914905,False,0.3852788907914424,0.082779062141012,-0.306638781757481,0.0,physical
fixed_va,mb,0.08,0.02,0.6,0.005,0.13897435897435897,1.918072890931891,1.338208259697221,1.338208259697221,1.835894312869387,False,0.22754568461848956,0.060274510239137324,-0.1702848998913091,0.0,physical
fixed,binomial,0.08,0.02,0.6,0.01,,1.9996783754650813,1.384049496542004,1.384049496542004,1.8666411597645771,False,0.24285675908682425,0.06264187967455427,-0.1833469733959977,0.0,physical
fixed,uniform,0.08,0.02,0.6,0.01,,1.9999999999999998,1.365727333884649,1.365727333884649,1.8667619023324855,False,0.23561620111627857,0.0626517392426478,-0.17609704883576316,0.0,physical
fixed,mb,0.08,0.02,0.6,0.01,0.1,2.6550162256253156,1.7617625689658867,1.7617625689658867,2.1064649159914905,False,0.3852788907914424,0.08259308049209685,-0.3068154643239504,0.0,physical
fixed_va,mb,0.08,0.02,0.6,0.01,0.13897435897435897,1.918072890931891,1.338208259697221,1.338208259697221,1.835894312869387,False,0.22754568461848956,0.06013804089179736,-0.17041454577128207,0.0,physical
fixed,binomial,0.08,0.02,0.6,0.02,,1.9996783754650813,1.384049496542004,1.384049496542004,1.8666411597645771,False,0.24285675908682425,0.062359741996993616,-0.18361500418968033,0.0,physical
fixed,uniform,0.08,0.02,0.6,0.02,,1.9999999999999998,1.365727333884649,1.365727333884649,1.8667619023324855,False,0.23561620111627857,0.06236955811081018,-0.1763651209110089,0.0,physical
fixed,mb,0.08,0.02,0.6,0.02,0.1,2.6550162256253156,1.7617625689658867,1.7617625689658867,2.1064649159914905,False,0.3852788907914424,0.08222361375055742,-0.30716645772841283,0.0,physical
fixed_va,mb,0.08,0.02,0.6,0.02,0.13897435897435897,1.918072890931891,1.338208259697221,1.338208259697221,1.835894312869387,False,0.22754568461848956,0.05986694801115175,-0.1706720840078954,0.0,physical
fixed,binomial,0.08,0.02,0.8,0.0,,1.9996783754650813,1.384049496542004,1.384049496542004,1.8666411597645771,False,0.24285675908682425,0.07099322482790194,-0.17541319550031742,0.0,physical
fixed,uniform,0.08,0.02,0.8,0.0,,1.9999999999999998,1.365727333884649,1.365727333884649,1.8667619023324855,False,0.23561620111627857,0.0710043668116531,-0.16816205264520812,0.0,physical
fixed,mb,0.08,0.02,0.8,0.0,0.1,2.6550162256253156,1.7617625689658867,1.7617625689658867,2.1064649159914905,False,0.3852788907914424,0.0935192910399687,-0.2964355643034721,0.0,physical
fixed_va,mb,0.08,0.02,0.8,0.0,0.13897435897435897,1.918072890931891,1.338208259697221,1.338208259697221,1.835894312869387,False,0.22754568461848956,0.06816339554395488,-0.16279045885173243,0.0,physical
fixed,binomial,0.08,0.02,0.8,0.002,,1.9996783754650813,1.384049496542004,1.384049496542004,1.8666411597645771,False,0.24285675908682425,0.07093866125598447,-0.17546503089363902,0.0,physical
fixed,uniform,0.08,0.02,0.8,0.002,,1.9999999999999998,1.365727333884649,1.365727333884649,1.8667619023324855,False,0.23561620111627857,0.07094979488513732,-0.1682138959753981,0.0,physical
fixed,mb,0.08,0.02,0.8,0.002,0.1,2.6550162256253156,1.7617625689658867,1.7617625689658867,2.1064649159914905,False,0.3852788907914424,0.09344796775732621,-0.2965033214219825,0.0,physical
fixed_va,mb,0.08,0.02,0.8,0.002,0.13897435897435897,1.918072890931891,1.338208259697221,1.338208259697221,1.835894312869387,False,0.22754568461848956,0.06811095595318149,-0.16284027646296714,0.0,physical
fixed,binomial,0.08,0.02,0.8,0.005,,1.9996783754650813,1.384049496542004,1.384049496542004,1.8666411597645771,False,0.24285675908682425,0.07085697300919976,-0.17554263472808448,0.0,physical
fixed,uniform,0.08,0.02,0.8,0.005,,1.9999999999999998,1.365727333884649,1.365727333884649,1.8667619023324855,False,0.23561620111627857,0.07086809412992055,-0.16829151169285406,0.0,physical
fixed,mb,0.08,0.02,0.8,0.005,0.1,2.6550162256253156,1.7617625689658867,1.7617625689658867,2.1064649159914905,False,0.3852788907914424,0.09334118665375005,-0.29660476347037984,0.0,physical
fixed_va,mb,0.08,0.02,0.8,0.005,0.13897435897435897,1.918072890931891,1.338208259697221,1.338208259697221,1.835894312869387,False,0.22754568461848956,0.06803244770660732,-0.1629148592972126,0.0,physical
fixed,binomial,0.08,0.02,0.8,0.01,,1.9996783754650813,1.384049496542004,1.384049496542004,1.8666411597645771,False,0.24285675908682425,0.07072124328840547,-0.17567157796283905,0.0,physical
fixed,uniform,0.08,0.02,0.8,0.01,,1.9999999999999998,1.365727333884649,1.365727333884649,1.8667619023324855,False,0.23561620111627857,0.07073234362408042,-0.16842047467340218,0.0,physical
fixed,mb,0.08,0.02,0.8,0.01,0.1,2.6550162256253156,1.7617625689658867,1.7617625689658867,2.1064649159914905,False,0.3852788907914424,0.09316375960108568,-0.296773319170411,0.0,physical
fixed_va,mb,0.08,0.02,0.8,0.01,0.13897435897435897,1.918072890931891,1.338208259697221,1.338208259697221,1.835894312869387,False,0.22754568461848956,0.06790200212173203,-0.16303878260284416,0.0,physical
fixed,binomial,0.08,0.02,0.8,0.02,,1.9996783754650813,1.384049496542004,1.384049496542004,1.8666411597645771,False,0.24285675908682425,0.07045133818034933,-0.17592798781549238,0.0,physical
fixed,uniform,0.08,0.02,0.8,0.02,,1.9999999999999998,1.365727333884649,1.365727333884649,1.8667619023324855,False,0.23561620111627857,0.07046239717814418,-0.1686769237970416,0.0,physical
fixed,mb,0.08,0.02,0.8,0.02,0.1,2.6550162256253156,1.7617625689658867,1.7617625689658867,2.1064649159914905,False,0.3852788907914424,0.0928109220942125,-0.2971085148019405,0.0,physical
fixed_va,mb,0.08,0.02,0.8,0.02,0.13897435897435897,1.918072890931891,1.338208259697221,1.338208259697221,1.835894312869387,False,0.22754568461848956,0.06764260619307018,-0.1632852087350729,0.0,physical
fixed,binomial,0.08,0.02,0.95,0.0,,1.9996783754650813,1.384049496542004,1.384049496542004,1.8666411597645771,False,0.24285675908682425,0.07558295397014735,-0.1710529528151843,0.0,physical
fixed,uniform,0.08,0.02,0.95,0.0,,1.9999999999999998,1.365727333884649,1.365727333884649,1.8667619023324855,False,0.23561620111627857,0.07559479758832234,-0.16380114340737234,0.0,physical
fixed,mb,0.08,0.02,0.95,0.0,0.1,2.6550162256253156,1.7617625689658867,1.7617625689658867,2.1064649159914905,False,0.3852788907914424,0.09951583729604802,-0.2907388453601968,0.0,physical
fixed_va,mb,0.08,0.02,0.95,0.0,0.13897435897435897,1.918072890931891,1.338208259697221,1.338208259697221,1.835894312869387,False,0.22754568461848956,0.07257473767155241,-0.15859968383051476,0.0,physical
fixed,binomial,0.08,0.02,0.95,0.002,,1.9996783754650813,1.384049496542004,1.384049496542004,1.8666411597645771,False,0.24285675908682425,0.07553086697436798,-0.17110243546117468,0.0,physical
fixed,uniform,0.08,0.02,0.95,0.002,,1.9999999999999998,1.365727333884649,1.365727333884649,1.8667619023324855,False,0.23561620111627857,0.07554270264249238,-0.1638506336059108,0.0,physical
fixed,mb,0.08,0.02,0.95,0.002,0.1,2.6550162256253156,1.7617625689658867,1.7617625689658867,2.1064649159914905,False,0.3852788907914424,0.09944781767296523,-0.2908034640021254,0.0,physical
fixed_va,mb,0.08,0.02,0.95,0.002,0.13897435897435897,1.918072890931891,1.338208259697221,1.338208259697221,1.835894312869387,False,0.22754568461848956,0.07252467205998633,-0.15864724616150255,0.0,physical
fixed,binomial,0.08,0.02,0.95,0.005,,1.9996783754650813,1.384049496542004,1.384049496542004,1.8666411597645771,False,0.24285675908682425,0.0754528709788459,-0.17117653165692065,0.0,physical
fixed,uniform,0.08,0.02,0.95,0.005,,1.9999999999999998,1.365727333884649,1.365727333884649,1.8667619023324855,False,0.23561620111627857,0.07546469474188694,-0.16392474111148597,0.0,physical
fixed,mb,0.08,0.02,0.95,0.005,0.1,2.6550162256253156,1.7617625689658867,1.7617625689658867,2.1064649159914905,False,0.3852788907914424,0.09934596247279534,-0.29090022644228686,0.0,physical
fixed_va,mb,0.08,0.02,0.95,0.005,0.13897435897435897,1.918072890931891,1.338208259697221,1.338208259697221,1.835894312869387,False,0.22754568461848956,0.07244970305236885,-0.15871846671873915,0.0,physical
fixed,binomial,0.08,0.02,0.95,0.01,,1.9996783754650813,1.384049496542004,1.384049496542004,1.8666411597645771,False,0.24285675908682425,0.07532323508170403,-0.1712996857592054,0.0,physical
fixed,uniform,0.08,0.02,0.95,0.01,,1.9999999999999998,1.365727333884649,1.365727333884649,1.8667619023324855,False,0.23561620111627857,0.07533503905607188,-0.16404791401301028,0.0,physical
fixed,mb,0.08,0.02,0.95,0.01,0.1,2.6550162256253156,1.7617625689658867,1.7617625689658867,2.1064649159914905,False,0.3852788907914424,0.09917666684626919,-0.29106105728748666,0.0,physical
fixed_va,mb,0.08,0.02,0.95,0.01,0.13897435897435897,1.918072890931891,1.338208259697221,1.338208259697221,1.835894312869387,False,0.22754568461848956,0.07232509861142579,-0.15883684093763506,0.0,physical
fixed,binomial,0.08,0.02,0.95,0.02,,1.9996783754650813,1.384049496542004,1.384049496542004,1.8666411597645771,False,0.24285675908682425,0.0750652953794538,-0.17154472847634314,0.0,physical
fixed,uniform,0.08,0.02,0.95,0.02,,1.9999999999999998,1.365727333884649,1.365727333884649,1.8667619023324855,False,0.23561620111627857,0.07507705997452657,-0.16429299414047832,0.0,physical
fixed,mb,0.08,0.02,0.95,0.02,0.1,2.6550162256253156,1.7617625689658867,1.7617625689658867,2.1064649159914905,False,0.3852788907914424,0.09883980137024108,-0.29138107948971337,0.0,physical
fixed_va,mb,0.08,0.02,0.95,0.02,0.13897435897435897,1.918072890931891,1.338208259697221,1.338208259697221,1.835894312869387,False,0.22754568461848956,0.07207717141276997,-0.15907237177635808,0.0,physical
fixed,binomial,0.08,0.02,0.99,0.0,,1.9996783754650813,1.384049496542004,1.384049496542004,1.8666411597645771,False,0.24285675908682425,0.0766508228588575,-0.1700384773709096,0.0,physical
fixed,uniform,0.08,0.02,0.99,0.0,,1.9999999999999998,1.365727333884649,1.365727333884649,1.8667619023324855,False,0.23561620111627857,0.07666282940284988,-0.16278651318357118,0.0,physical
fixed,mb,0.08,0.02,0.99,0.0,0.1,2.6550162256253156,1.7617625689658867,1.7617625689658867,2.1064649159914905,False,0.3852788907914424,0.10091018568913371,-0.2894142143867654,0.0,physical
fixed_va,mb,0.08,0.02,0.99,0.0,0.13897435897435897,1.918072890931891,1.338208259697221,1.338208259697221,1.835894312869387,False,0.22754568461848956,0.07360118032440574,-0.1576245633103041,0.0,physical
fixed,binomial,0.08,0.02,0.99,0.002,,1.9996783754650813,1.384049496542004,1.384049496542004,1.8666411597645771,False,0.24285675908682425,0.0765994167774061,-0.17008731314828845,0.0,physical
fixed,uniform,0.08,0.02,0.99,0.002,,1.9999999999999998,1.365727333884649,1.365727333884649,1.8667619023324855,False,0.23561620111627857,0.07661141548108454,-0.16283535640924826,0.0,physical
fixed,mb,0.08,0.02,0.99,0.002,0.1,2.6550162256253156,1.7617625689658867,1.7617625689658867,2.1064649159914905,False,0.3852788907914424,0.10084307045679791,-0.2894779738574844,0.0,physical
fixed_va,mb,0.08,0.02,0.99,0.002,0.13897435897435897,1.918072890931891,1.338208259697221,1.338208259697221,1.835894312869387,False,0.22754568461848956,0.07355176778303593,-0.15767150522460543,0.0,physical
fixed,binomial,0.08,0.02,0.99,0.005,,1.9996783754650813,1.384049496542004,1.384049496542004,1.8666411597645771,False,0.24285675908682425,0.07652243683918435,-0.17016044408959913,0.0,physical
fixed,uniform,0.08,0.02,0.99,0.005,,1.9999999999999998,1.365727333884649,1.365727333884649,1.8667619023324855,False,0.23561620111627857,0.07653442380157231,-0.1629084985047849,0.0,physical
fixed,mb,0.08,0.02,0.99,0.005,0.1,2.6550162256253156,1.7617625689658867,1.7617625689658867,2.1064649159914905,False,0.3852788907914424,0.10074256490285638,-0.2895734541337288,0.0,physical
fixed_va,mb,0.08,0.02,0.99,0.005,0.13897435897435897,1.918072890931891,1.338208259697221,1.338208259697221,1.835894312869387,False,0.22754568461848956,0.07347777327283564,-0.15774180000929572,0.0,physical
fixed,binomial,0.08,0.02,0.99,0.01,,1.9996783754650813,1.384049496542004,1.384049496542004,1.8666411597645771,False,0.24285675908682425,0.07639448028007997,-0.1702820028207483,0.0,physical
fixed,uniform,0.08,0.02,0.99,0.01,,1.9999999999999998,1.365727333884649,1.365727333884649,1.8667619023324855,False,0.23561620111627857,0.07640644772463108,-0.16303007577787904,0.0,physical
fixed,mb,0.08,0.02,0.99,0.01,0.1,2.6550162256253156,1.7617625689658867,1.7617625689658867,2.1064649159914905,False,0.3852788907914424,0.1005755002842913,-0.28973216552136566,0.0,physical
fixed_va,mb,0.08,0.02,0.99,0.01,0.13897435897435897,1.918072890931891,1.338208259697221,1.338208259697221,1.835894312869387,False,0.22754568461848956,0.0733547794506041,-0.15785864414041567,0.0,physical
fixed,binomial,0.08,0.02,0.99,0.02,,1.9996783754650813,1.384049496542004,1.384049496542004,1.8666411597645771,False,0.24285675908682425,0.07613984695086001,-0.17052390448350724,0.0,physical
fixed,uniform,0.08,0.02,0.99,0.02,,1.9999999999999998,1.365727333884649,1.365727333884649,1.8667619023324855,False,0.23561620111627857,0.07615177554979892,-0.1632720143439696,0.0,physical
fixed,mb,0.08,0.02,0.99,0.02,0.1,2.6550162256253156,1.7617625689658867,1.7617625689658867,2.1064649159914905,False,0.3852788907914424,0.10024302851025317,-0.29004801370670186,0.0,physical
fixed_va,mb,0.08,0.02,0.99,0.02,0.13897435897435897,1.918072890931891,1.338208259697221,1.338208259697221,1.835894312869387,False,0.22754568461848956,0.0731100232178868,-0.1580911625614971,0.0,physical
fixed,binomial,0.12,0.0,0.6,0.0,,1.9996783754650813,1.696714443166318,1.696714443166318,1.9285967471602796,False,0.36308206356928485,0.0944499795092108,-0.2733545830355346,0.0,physical
fixed,uniform,0.12,0.0,0.6,0.0,,1.9999999999999998,1.6846162277312728,1.6846162277312728,1.928730152198591,False,0.3571815613912328,0.09446468400349253,-0.2674401115879149,0.0,physical
fixed,mb,0.12,0.0,0.6,0.0,0.1,2.6550162256253156,2.1582142317015305,2.1582142317015305,2.1953385870294353,False,0.6029889568966404,0.12410493156326047,-0.485089271911543,0.0,physical
fixed_va,mb,0.12,0.0,0.6,0.0,0.13897435897435897,1.918072890931891,1.6390830727454944,1.6390830727454944,1.8946561882397177,False,0.3379105683681396,0.09071417057373826,-0.25173210632308823,0.0,physical
fixed,binomial,0.12,0.0,0.6,0.002,,1.9996783754650813,1.696714443166318,1.696714443166318,1.9285967471602796,False,0.36308206356928485,0.09436413221754417,-0.2734361379626179,0.0,physical
fixed,uniform,0.12,0.0,0.6,0.002,,1.9999999999999998,1.6846162277312728,1.6846162277312728,1.928730152198591,False,0.3571815613912328,0.09437882377904717,-0.267521678801138,0.0,physical
fixed,mb,0.12,0.0,0.6,0.002,0.1,2.6550162256253156,2.1582142317015305,2.1582142317015305,2.1953385870294353,False,0.6029889568966404,0.12399326825684812,-0.48519535205263475,0.0,physical
fixed_va,mb,0.12,0.0,0.6,0.002,0.13897435897435897,1.918072890931891,1.6390830727454944,1.6390830727454944,1.8946561882397177,False,0.3379105683681396,0.09063161324145146,-0.2518105357887607,0.0,physical
fixed,binomial,0.12,0.0,0.6,0.005,,1.9996783754650813,1.696714443166318,1.696714443166318,1.9285967471602796,False,0.36308206356928485,0.0942356535911173,-0.2735581926577234,0.0,physical
fixed,uniform,0.12,0.0,0.6,0.005,,1.9999999999999998,1.6846162277312728,1.6846162277312728,1.928730152198591,False,0.3571815613912328,0.09425032579605111,-0.26764375188498424,0.0,physical
fixed,mb,0.12,0.0,0.6,0.005,0.1,2.6550162256253156,2.1582142317015305,2.1582142317015305,2.1953385870294353,False,0.6029889568966404,0.1238261497790001,-0.4853541146065904,0.0,physical
fixed_va,mb,0.12,0.0,0.6,0.005,0.13897435897435897,1.918072890931891,1.6390830727454944,1.6390830727454944,1.8946561882397177,False,0.3379105683681396,0.09050805870347302,-0.25192791259984026,0.0,physical
fixed,binomial,0.12,0.0,0.6,0.01,,1.9996783754650813,1.696714443166318,1.696714443166318,1.9285967471602796,False,0.36308206356928485,0.0940222985111086,-0.27376087998373166,0.0,physical
fixed,uniform,0.12,0.0,0.6,0.01,,1.9999999999999998,1.6846162277312728,1.6846162277312728,1.928730152198591,False,0.3571815613912328,0.09403693856819098,-0.2678464697514514,0.0,physical
fixed,mb,0.12,0.0,0.6,0.01,0.1,2.6550162256253156,2.1582142317015305,2.1582142317015305,2.1953385870294353,False,0.6029889568966404,0.12354861842814573,-0.48561776938990203,0.0,physical
fixed_va,mb,0.12,0.0,0.6,0.01,0.13897435897435897,1.918072890931891,1.6390830727454944,1.6390830727454944,1.8946561882397177,False,0.3379105683681396,0.09030288162951647,-0.25212283082009895,0.0,physical
fixed,binomial,0.12,0.0,0.6,0.02,,1.9996783754650813,1.696714443166318,1.696714443166318,1.9285967471602796,False,0.36308206356928485,0.0935984745893273,-0.2741635127094239,0.0,physical
fixed,uniform,0.12,0.0,0.6,0.02,,1.9999999999999998,1.6846162277312728,1.6846162277312728,1.928730152198591,False,0.3571815613912328,0.09361305077149217,-0.26824916315831526,0.0,physical
fixed,mb,0.12,0.0,0.6,0.02,0.1,2.6550162256253156,2.1582142317015305,2.1582142317015305,2.1953385870294353,False,0.6029889568966404,0.12299727350487713,-0.4861415470670072,0.0,physical
fixed_va,mb,0.12,0.0,0.6,0.02,0.13897435897435897,1.918072890931891,1.6390830727454944,1.6390830727454944,1.8946561882397177,False,0.3379105683681396,0.08989530653923496,-0.2525100271558664,0.0,physical
fixed,binomial,0.12,0.0,0.8,0.0,,1.9996783754650813,1.696714443166318,1.696714443166318,1.9285967471602796,False,0.36308206356928485,0.10656941168145659,-0.2618411224719011,0.0,physical
fixed,uniform,0.12,0.0,0.8,0.0,,1.9999999999999998,1.6846162277312728,1.6846162277312728,1.928730152198591,False,0.3571815613912328,0.10658593424924027,-0.25592492385445453,0.0,physical
fixed,mb,0.12,0.0,0.8,0.0,0.1,2.6550162256253156,2.1582142317015305,2.1582142317015305,2.1953385870294353,False,0.6029889568966404,0.13984895899317357,-0.4701324458531256,0.0,physical
fixed_va,mb,0.12,0.0,0.8,0.0,0.13897435897435897,1.918072890931891,1.6390830727454944,1.6390830727454944,1.8946561882397177,False,0.3379105683681396,0.10237102948297111,-0.24065809035931707,0.0,physical
fixed,binomial,0.12,0.0,0.8,0.002,,1.9996783754650813,1.696714443166318,1.696714443166318,1.9285967471602796,False,0.36308206356928485,0.10648742330670516,-0.26191901142791496,0.0,physical
fixed,uniform,0.12,0.0,0.8,0.002,,1.9999999999999998,1.6846162277312728,1.6846162277312728,1.928730152198591,False,0.3571815613912328,0.10650393362640705,-0.2560028244461461,0.0,physical
fixed,mb,0.12,0.0,0.8,0.002,0.1,2.6550162256253156,2.1582142317015305,2.1582142317015305,2.1953385870294353,False,0.6029889568966404,0.13974258270417927,-0.4702335033276701,0.0,physical
fixed_va,mb,0.12,0.0,0.8,0.002,0.13897435897435897,1.918072890931891,1.6390830727454944,1.6390830727454944,1.8946561882397177,False,0.3379105683681396,0.10229215789143153,-0.24073301837127964,0.0,physical
fixed,binomial,0.12,0.0,0.8,0.005,,1.9996783754650813,1.696714443166318,1.696714443166318,1.9285967471602796,False,0.36308206356928485,0.10636467711820506,-0.26203562030699,0.0,physical
fixed,uniform,0.12,0.0,0.8,0.005,,1.9999999999999998,1.6846162277312728,1.6846162277312728,1.928730152198591,False,0.3571815613912328,0.1063811690997943,-0.2561194507464282,0.0,physical
fixed,mb,0.12,0.0,0.8,0.005,0.1,2.6550162256253156,2.1582142317015305,2.1582142317015305,2.1953385870294353,False,0.6029889568966404,0.13958332159349077,-0.47038480138282424,0.0,physical
fixed_va,mb,0.12,0.0,0.8,0.005,0.13897435897435897,1.918072890931891,1.6390830727454944,1.6390830727454944,1.8946561882397177,False,0.3379105683681396,0.1021740782105371,-0.24084519406812935,0.0,physical
fixed,binomial,0.12,0.0,0.8,0.01,,1.9996783754650813,1.696714443166318,1.696714443166318,1.9285967471602796,False,0.36308206356928485,0.10616072804760292,-0.2622293719240621,0.0,physical
fixed,uniform,0.12,0.0,0.8,0.01,,1.9999999999999998,1.6846162277312728,1.6846162277312728,1.928730152198591,False,0.3571815613912328,0.1061771895560294,-0.2563132313130049,0.0,physical
fixed,mb,0.12,0.0,0.8,0.01,0.1,2.6550162256253156,2.1582142317015305,2.1582142317015305,2.1953385870294353,False,0.6029889568966404,0.13931869219807522,-0.470636199308469,0.0,physical
fixed_va,mb,0.12,0.0,0.8,0.01,0.13897435897435897,1.918072890931891,1.6390830727454944,1.6390830727454944,1.8946561882397177,False,0.3379105683681396,0.10197788362558108,-0.24103157892383759,0.0,physical
fixed,binomial,0.12,0.0,0.8,0.02,,1.9996783754650813,1.696714443166318,1.696714443166318,1.9285967471602796,False,0.36308206356928485,0.10575516836348371,-0.26261465362397535,0.0,physical
fixed,uniform,0.12,0.0,0.8,0.02,,1.9999999999999998,1.6846162277312728,1.6846162277312728,1.928730152198591,False,0.3571815613912328,0.10577156926218285,-0.2566985705921591,0.0,physical
fixed,mb,0.12,0.0,0.8,0.02,0.1,2.6550162256253156,2.1582142317015305,2.1582142317015305,2.1953385870294353,False,0.6029889568966404,0.13879243453898352,-0.47113614408460613,0.0,physical
fixed_va,mb,0.12,0.0,0.8,0.02,0.13897435897435897,1.918072890931891,1.6390830727454944,1.6390830727454944,1.8946561882397177,False,0.3379105683681396,0.10158774713451348,-0.2414022085903518,0.0,physical
fixed,binomial,0.12,0.0,0.95,0.0,,1.9996783754650813,1.696714443166318,1.696714443166318,1.9285967471602796,False,0.36308206356928485,0.11346660855874657,-0.2552887854384756,0.0,physical
fixed,uniform,0.12,0.0,0.95,0.0,,1.9999999999999998,1.6846162277312728,1.6846162277312728,1.928730152198591,False,0.3571815613912328,0.113484158996571,-0.24937161034449035,0.0,physical
fixed,mb,0.12,0.0,0.95,0.0,0.1,2.6550162256253156,2.1582142317015305,2.1582142317015305,2.1953385870294353,False,0.6029889568966404,0.14879134467813682,-0.46163717945241045,0.0,physical
fixed_va,mb,0.12,0.0,0.95,0.0,0.13897435897435897,1.918072890931891,1.6390830727454944,1.6390830727454944,1.8946561882397177,False,0.3379105683681396,0.10900663901876456,-0.23435426130031328,0.0,physical
fixed,binomial,0.12,0.0,0.95,0.002,,1.9996783754650813,1.696714443166318,1.696714443166318,1.9285967471602796,False,0.36308206356928485,0.11338832860070874,-0.25536315139861154,0.0,physical
fixed,uniform,0.12,0.0,0.95,0.002,,1.9999999999999998,1.6846162277312728,1.6846162277312728,1.928730152198591,False,0.3571815613912328,0.1134058674002412,-0.24944598736100368,0.0,physical
fixed,mb,0.12,0.0,0.95,0.002,0.1,2.6550162256253156,2.1582142317015305,2.1582142317015305,2.1953385870294353,False,0.6029889568966404,0.14868992381753715,-0.4617335292699801,0.0,physical
fixed_va,mb,0.12,0.0,0.95,0.002,0.13897435897435897,1.918072890931891,1.6390830727454944,1.6390830727454944,1.8946561882397177,False,0.3379105683681396,0.1089313212093851,-0.23442581321922373,0.0,physical
fixed,binomial,0.12,0.0,0.95,0.005,,1.9996783754650813,1.696714443166318,1.696714443166318,1.9285967471602796,False,0.36308206356928485,0.11327111107655065,-0.25547450804656174,0.0,physical
fixed,uniform,0.12,0.0,0.95,0.005,,1.9999999999999998,1.6846162277312728,1.6846162277312728,1.928730152198591,False,0.3571815613912328,0.11328863244755764,-0.24955736056605304,0.0,physical
fixed,mb,0.12,0.0,0.95,0.005,0.1,2.6550162256253156,2.1582142317015305,2.1582142317015305,2.1953385870294353,False,0.6029889568966404,0.14853805173426268,-0.46187780774909093,0.0,physical
fixed_va,mb,0.12,0.0,0.95,0.005,0.13897435897435897,1.918072890931891,1.6390830727454944,1.6390830727454944,1.8946561882397177,False,0.3379105683681396,0.10881853953798568,-0.2345329558070532,0.0,physical
fixed,binomial,0.12,0.0,0.95,0.01,,1.9996783754650813,1.696714443166318,1.696714443166318,1.9285967471602796,False,0.36308206356928485,0.11307628644532575,-0.2556595914462254,0.0,physical
fixed,uniform,0.12,0.0,0.95,0.01,,1.9999999999999998,1.6846162277312728,1.6846162277312728,1.928730152198591,False,0.3571815613912328,0.11309377884563636,-0.24974247148787826,0.0,physical
fixed,mb,0.12,0.0,0.95,0.01,0.1,2.6550162256253156,2.1582142317015305,2.1582142317015305,2.1953385870294353,False,0.6029889568966404,0.14828562046228522,-0.4621176174574695,0.0,physical
fixed_va,mb,0.12,0.0,0.95,0.01,0.13897435897435897,1.918072890931891,1.6390830727454944,1.6390830727454944,1.8946561882397177,False,0.3379105683681396,0.10863108840584196,-0.23471103438258972,0.0,physical
fixed,binomial,0.12,0.0,0.95,0.02,,1.9996783754650813,1.696714443166318,1.696714443166318,1.9285967471602796,False,0.36308206356928485,0.11268864188175458,-0.256027853781618,0.0,physical
fixed,uniform,0.12,0.0,0.95,0.02,,1.9999999999999998,1.6846162277312728,1.6846162277312728,1.928730152198591,False,0.3571815613912328,0.11270607662713443,-0.2501107885954551,0.0,physical
fixed,mb,0.12,0.0,0.95,0.02,0.1,2.6550162256253156,2.1582142317015305,2.1582142317015305,2.1953385870294353,False,0.6029889568966404,0.14778332539052763,-0.46259479777563917,0.0,physical
fixed_va,mb,0.12,0.0,0.95,0.02,0.13897435897435897,1.918072890931891,1.6390830727454944,1.6390830727454944,1.8946561882397177,False,0.3379105683681396,0.10825811781873546,-0.23506535644034093,0.0,physical
fixed,binomial,0.12,0.0,0.99,0.0,,1.9996783754650813,1.696714443166318,1.696714443166318,1.9285967471602796,False,0.36308206356928485,0.11507150923976624,-0.2537641297915069,0.0,physical
fixed,uniform,0.12,0.0,0.99,0.0,,1.9999999999999998,1.6846162277312728,1.6846162277312728,1.928730152198591,False,0.3571815613912328,0.11508929814743661,-0.24784672815116804,0.0,physical
fixed,mb,0.12,0.0,0.99,0.0,0.1,2.6550162256253156,2.1582142317015305,2.1582142317015305,2.1953385870294353,False,0.6029889568966404,0.1508703232570245,-0.45966214980246717,0.0,physical
fixed_va,mb,0.12,0.0,0.99,0.0,0.13897435897435897,1.918072890931891,1.6390830727454944,1.6390830727454944,1.8946561882397177,False,0.3379105683681396,0.11055084361366421,-0.2328872669351586,0.0,physical
fixed,binomial,0.12,0.0,0.99,0.002,,1.9996783754650813,1.696714443166318,1.696714443166318,1.9285967471602796,False,0.36308206356928485,0.11499424956485067,-0.2538375264826767,0.0,physical
fixed,uniform,0.12,0.0,0.99,0.002,,1.9999999999999998,1.6846162277312728,1.6846162277312728,1.928730152198591,False,0.3571815613912328,0.11501202699869692,-0.24792013574247074,0.0,physical
