sweep,distribution,T,eps,eta,v_el,nu_tilde,term_signal,term_noise,signal_to_zmax,noise_fraction,z_star_raw,z_star_used,z_star_max,rho,margin,status,chi_be,i_ab,skr_raw,skr
T,binomial,0.7637931034482758,0.001,0.6,0.001,,2.4717957005616698,0.0004160811101681284,0.89749770871027,0.00016833151302657486,2.4713796194515014,2.4713796194515014,2.754096948184649,0.8973466315630249,0.2827173287331477,physical,0.28887088996152466,0.6095584969060858,0.2902096820992568,0.2902096820992568
T,binomial,0.7948275862068965,0.001,0.6,0.001,,2.521512770717221,0.00042445005981066075,0.9045090940407943,0.00016833151302657486,2.5210883206574106,2.5210883206574106,2.7877141173369986,0.9043568366564482,0.26662579667958797,physical,0.2754813323671519,0.6351117883861311,0.3278748665996727,0.3278748665996727
T,binomial,0.8258620689655172,0.001,0.6,0.001,,2.570268336276374,0.00043265715792969935,0.9111419640936337,0.00016833151302657486,2.569835679118444,2.569835679118444,2.820930697482659,0.9109885901882357,0.2510950183642149,physical,0.25854120540163905,0.6607630711570472,0.36918371219755575,0.36918371219755575
T,binomial,0.8568965517241379,0.001,0.6,0.001,,2.6181161143157503,0.0004407114468020272,0.9174266558763602,0.00016833151302657483,2.617675402868948,2.617675402868948,2.8537606767211576,0.9172722240592855,0.23608527385220945,physical,0.2374229715187866,0.6865169886407256,0.4147681676899027,0.4147681676899027
T,binomial,0.8879310344827586,0.001,0.6,0.001,,2.665104998984971,0.00044862115685382844,0.923390296158784,0.00016833151302657486,2.664656377828117,2.664656377828117,2.886217247540455,0.9232348604731174,0.2215608697123379,physical,0.21121869942038896,0.7123782869274032,0.46554067316064407,0.46554067316064407
T,binomial,0.9189655172413792,0.001,0.6,0.001,,2.71127964680694,0.0004563938051851697,0.9290572220086295,0.0001683315130265749,2.7108232530017546,2.7108232530017546,2.918312868765102,0.9289008324007606,0.20748961576334723,physical,0.17850585924922457,0.738351820801763,0.5229283705124502,0.5229283705124502
T,binomial,0.95,0.001,0.6,0.001,,2.756680973700883,0.00046403627923464124,0.9344493358722213,0.00016833151302657486,2.756216937421648,2.756216937421648,2.9500593214374518,0.9342920386016673,0.19384238401580367,physical,0.13673620682581358,0.7644425600620969,0.5894842252331784,0.5894842252331784
T,uniform,0.05,0.001,0.6,0.001,,0.626993272567865,0.0016292127055088578,0.3451405930223562,0.002598453247889536,0.6253640598623561,0.6253640598623561,1.8166314981305371,0.3442437613274387,1.1912674382681812,physical,0.05972352695400329,0.03933025148465102,-0.02235978804358483,0.0
T,uniform,0.08103448275862069,0.001,0.6,0.001,,0.7982019989073712,0.0020740905765327783,0.4274852067169127,0.002598453247889536,0.7961279083308385,0.7961279083308385,1.8672037917699287,0.42637440639309443,1.0710758834390903,physical,0.09357003797511343,0.06374801518602646,-0.03300942354838829,0.0
T,uniform,0.11206896551724138,0.001,0.6,0.001,,0.9386864749606681,0.0024391329196115277,0.489806875038197,0.002598453247889536,0.9362473420410566,0.9362473420410566,1.916442015819941,0.4885341347729154,0.9801946737788843,physical,0.1255833293855091,0.08817449824311109,-0.04181755605455356,0.0
T,uniform,0.14310344827586208,0.001,0.6,0.001,,1.0607253016160438,0.0027562451051028167,0.5399614133930023,0.002598453247889536,1.057969056510941,1.057969056510941,1.9644464869270424,0.5385583489046362,0.9064774304161014,physical,0.1559196723589784,0.11261320879942058,-0.04893712399952886,0.0
T,uniform,0.17413793103448275,0.001,0.6,0.001,,1.170104282832436,0.003040461274095399,0.5817635640037038,0.002598453247889536,1.1670638215583407,1.1670638215583407,2.011305546156525,0.5802518785813147,0.8442417245981844,physical,0.18467961387433918,0.1370676655309879,-0.05446533161990069,0.0
T,uniform,0.20517241379310341,0.001,0.6,0.001,,1.270098381983526,0.0033002912658043376,0.6174225580792064,0.002598453247889536,1.2667980907177216,1.2667980907177216,2.0570974697373963,0.6158182144278451,0.7902993790196746,physical,0.2119358158162905,0.1615414007005759,-0.05847148515074341,0.0
T,uniform,0.2362068965517241,0.001,0.6,0.001,,1.3627750244011418,0.003541107188297889,0.6483563481209731,0.0025984532478895363,1.359233917212844,1.359233917212844,2.101892004837546,0.6466716244624083,0.7426580876247018,physical,0.23774356186993573,0.18603796324126534,-0.06100749679073367,0.0
T,uniform,0.2672413793103448,0.001,0.6,0.001,,1.4495384211347746,0.003766557818338325,0.6755387762232624,0.002598453247889536,1.4457718633164363,1.4457718633164363,2.1457516165670243,0.6737834202961097,0.699979753250588,physical,0.2621456554595185,0.21056092187619654,-0.0621127796771318,0.0
T,uniform,0.2982758620689655,0.001,0.6,0.001,,1.5313939733328772,0.003979255643805276,0.6996715982373592,0.002598453247889536,1.527414717689072,1.527414717689072,2.188732509924408,0.6978535343004634,0.6613177922353359,physical,0.285175002895816,0.23511386828139091,-0.06181682802849464,0.0
T,uniform,0.32931034482758614,0.001,0.6,0.001,,1.6090908516223124,0.004181147349547337,0.721279003368437,0.002598453247889536,1.604909704272765,1.604909704272765,2.230885474424897,0.7194047935994997,0.625975770152132,physical,0.3068560680988175,0.25970042029875334,-0.060140668815001824,0.0
T,uniform,0.36034482758620684,0.001,0.6,0.001,,1.6832050487058852,0.004373729625673871,0.7407636346501028,0.0025984532478895354,1.6788313190802113,1.6788313190802113,2.272256587623853,0.7388387949777278,0.5934252685436419,physical,0.3272056978992086,0.2843242252065623,-0.05709768395297443,0.0
T,uniform,0.39137931034482754,0.001,0.6,0.001,,1.7541907260053973,0.004558182589406427,0.7584417722166004,0.002598453247889536,1.749632543415991,1.749632543415991,2.312887805320439,0.7564709967302491,0.5632552619044482,physical,0.3462335495986326,0.3089889630549921,-0.05269403469639011,0.0
T,uniform,0.42241379310344823,0.001,0.6,0.001,,1.8224135014912795,0.004735456281947756,0.7745664644568679,0.0025984532478895354,1.8176780452093317,1.8176780452093317,2.3528174599828175,0.7725537897115937,0.5351394147734858,physical,0.3639422334226732,0.3336983500744846,-0.04692880085191281,0.0
T,uniform,0.45344827586206893,0.001,0.6,0.001,,1.8881728834066194,0.0049063289614648805,0.7893433092924075,0.0025984532478895363,1.8832665544451546,1.8832665544451546,2.3920806842579534,0.7872922376066768,0.5088141298127988,physical,0.38032722249471584,0.358456142165088,-0.03979388743788226,0.0
T,uniform,0.48448275862068957,0.001,0.6,0.001,,1.9517178855681037,0.005071447678718536,0.8029415553183852,0.0025984532478895354,1.946646437889385,1.946646437889385,2.430709772885278,0.8008551492261026,0.4840633349958927,physical,0.3953765481714371,0.38326613847522867,-0.03127371661996986,0.0
T,uniform,0.5155172413793103,0.001,0.6,0.001,,2.0132581980612403,0.0052313573035924635,0.8155021138410632,0.0025984532478895354,2.008026840757648,2.008026840757648,2.468734493622187,0.8133830697246922,0.4607076528645391,physical,0.40907027442485133,0.40813218507875887,-0.02134469860003041,0.0
T,uniform,0.546551724137931,0.001,0.6,0.001,,2.07297236818901,0.005386521782905996,0.8271434692203955,0.002598453247889536,2.067585846406104,2.067585846406104,2.5061823556956098,0.8249941755863293,0.43859650928950566,physical,0.42137972407449253,0.43305817875955066,-0.009974454252919429,0.0
T,uniform,0.5775862068965517,0.001,0.6,0.001,,2.1310139151327743,0.005537340029074553,0.8379661217665203,0.002598453247889536,2.1254765751036997,2.1254765751036997,2.5430788426629634,0.8357887059757947,0.41760226755926366,physical,0.4322664073446074,0.4580480709133728,0.0028792600230967413,0.0028792600230967413
T,uniform,0.6086206896551724,0.001,0.6,0.001,,2.1875159825024997,0.00568415800954389,0.8480559828158083,0.0025984532478895363,2.181831824492956,2.181831824492956,2.5794476152851016,0.8458523489928684,0.3976157907921456,physical,0.4416805752007018,0.4831058715773058,0.01727000279773866,0.01727000279773866
T,uniform,0.6396551724137931,0.001,0.6,0.001,,2.2425949346500897,0.005827278091642146,0.8574870068332848,0.0025984532478895354,2.2367676565584476,2.2367676565584476,2.615310689000448,0.8552588669353557,0.37854303244200027,physical,0.4495592809640101,0.5082356535975193,0.03326458995363324,0.03326458995363324
T,uniform,0.6706896551724137,0.001,0.6,0.001,,2.296353175827403,0.005966966368030167,0.8663232582958158,0.0025984532478895363,2.290386209459373,2.290386209459373,2.6506885897819075,0.8640721578115749,0.36030238032253425,physical,0.45582377590534096,0.5334415569468606,0.05094570319417657,0.05094570319417657
T,uniform,0.7017241379310345,0.001,0.6,0.001,,2.3488813880966752,0.006103458471807087,0.8746205534002549,0.002598453247889536,2.342777929624868,2.342777929624868,2.6856004915102316,0.872347892782601,0.34282256188536353,physical,0.4603759746242646,0.558727793204389,0.07041542891990493,0.07041542891990493
T,uniform,0.7327586206896551,0.001,0.6,0.001,,2.4002603280813783,0.00623696424528346,0.8824277775392793,0.002598453247889536,2.394023363836095,2.394023363836095,2.7200643374743905,0.8801348302147043,0.32604097363829565,physical,0.4630935803111207,0.5840986502097485,0.0918001373881403,0.0918001373881403
T,uniform,0.7637931034482758,0.001,0.6,0.001,,2.450562284410598,0.006367671527082318,0.889787952463284,0.0025984532478895354,2.4441946128835155,2.4441946128835155,2.7540969481846487,0.8874758800682728,0.3099023353011332,physical,0.463823213718776,0.6095584969060858,0.11525735834200546,0.11525735834200546
T,uniform,0.7948275862068965,0.001,0.6,0.001,,2.4998522710332405,0.006495749252910355,0.8967391080335234,0.0025984532478895354,2.49335652178033,2.49335652178033,2.7877141173369977,0.8944089733857441,0.29435759555666774,physical,0.4623704536462466,0.6351117883861311,0.14098574532057795,0.14098574532057795
T,uniform,0.8258620689655172,0.001,0.6,0.001,,2.5481890126527924,0.006621350016164077,0.9033149998781413,0.0025984532478895354,2.5415676626366284,2.5415676626366284,2.820930697482658,0.9009677780828407,0.27936303484602965,physical,0.45848488176212887,0.660763071157047,0.16924003583706582,0.16924003583706582
T,uniform,0.8568965517241379,0.001,0.6,0.001,,2.5956257649011683,0.0067446121991132,0.9095457044013326,0.0025984532478895354,2.588881152702055,2.588881152702055,2.8537606767211567,0.9071822924116271,0.26487952401910153,physical,0.4518365983860634,0.6865169886407252,0.2003545408226255,0.2003545408226255
T,uniform,0.8879310344827586,0.001,0.6,0.001,,2.6422110019135747,0.006865661759531793,0.9154581153463711,0.002598453247889536,2.6353453401540428,2.6353453401540428,2.886217247540454,0.9130793402332424,0.2508719073864114,physical,0.44197715585114045,0.7123782869274032,0.23478221672989258,0.23478221672989258
T,uniform,0.9189655172413792,0.001,0.6,0.001,,2.687988996600897,0.006984613738508935,0.9210763607187645,0.0025984532478895354,2.681004382862388,2.681004382862388,2.9183128687651014,0.9186829868577006,0.23730848590271325,physical,0.4282693946639867,0.7383518208017626,0.27316483509768774,0.27316483509768774
T,uniform,0.95,0.001,0.6,0.001,,2.7330003134031764,0.007101573540845603,0.9264221548167003,0.002598453247889536,2.725898739862331,2.725898739862331,2.9500593214374513,0.9240148901596,0.22416058157512042,physical,0.4097472312359871,0.7644425600620967,0.3164732008230047,0.3164732008230047
T,mb,0.05,0.001,0.6,0.001,0.09435897435897436,0.6593496437244947,7.463980884926329e-05,0.3553461766245957,0.00011320216755960072,0.6592750039156454,0.6592750039156454,1.85551354453171,0.3553059506671678,1.1962385406160645,physical,0.05180437279676209,0.041534342311488504,-0.012346747600848008,0.0
T,mb,0.08103448275862069,0.001,0.6,0.001,0.09435897435897436,0.8393937010588726,9.502118639573989e-05,0.4395226141410683,0.00011320216755960072,0.8392986798724769,0.8392986798724769,1.9097850123121594,0.4394728592284561,1.0704863324396825,physical,0.08152338650254332,0.0672889244290257,-0.017598908294968907,0.0
T,mb,0.11206896551724138,0.001,0.6,0.001,0.09435897435897436,0.9871279643870932,0.00011174502522731528,0.5029807219530333,0.00011320216755960071,0.9870162193618659,0.9870162193618659,1.962556259719369,0.5029237834450676,0.9755400403575032,physical,0.10947137152636488,0.09302904866314902,-0.02109377529637331,0.0
T,mb,0.14310344827586208,0.001,0.6,0.001,0.09435897435897436,1.1154646793030698,0.00012627301953328237,0.5538704170562404,0.00011320216755960071,1.1153384062835365,1.1153384062835365,2.0139452206738904,0.5538077177244826,0.8986068143903538,physical,0.13570377183867,0.11875882126475582,-0.022882891637151972,0.0
T,mb,0.17413793103448275,0.001,0.6,0.001,0.09435897435897436,1.2304882297163164,0.0001392939347604629,0.5961508510085196,0.00011320216755960071,1.230348935781556,1.230348935781556,2.0640551424772378,0.596083365439993,0.8337062066956817,physical,0.1602658429543502,0.14448233859548654,-0.023007621288638008,0.0
T,mb,0.20517241379310341,0.001,0.6,0.001,0.09435897435897436,1.3356425854876326,0.00015119763576210932,0.632114106939023,0.00011320216755960072,1.3354913878518704,1.3354913878518704,2.112977025549084,0.6320425502519725,0.7774856376972137,physical,0.18319403768555076,0.17020369104689548,-0.021500531191000066,0.0
T,mb,0.2362068965517241,0.001,0.6,0.001,0.09435897435897436,1.4331018626970595,0.00016223023719100845,0.663230033630485,0.00011320216755960073,1.4329396324598684,1.4329396324598684,2.1607915655633656,0.6631549545530875,0.7278519331034972,physical,0.20451667211567415,0.19592696694537307,-0.01838605351756975,0.0
T,mb,0.2672413793103448,0.001,0.6,0.001,0.09435897435897436,1.5243427375637921,0.00017255890199595686,0.6905068662351508,0.00011320216755960072,1.5241701786617963,1.5241701786617963,2.2075707166750753,0.6904286993611782,0.683400538013279,physical,0.22425427675425547,0.22165625645213693,-0.0136808331247254,0.0
T,mb,0.2982758620689655,0.001,0.6,0.001,0.09435897435897436,1.6104224955772228,0.00018230331718608312,0.7146700676671871,0.00011320216755960072,1.6102401922600367,1.6102401922600367,2.253378962454569,0.7145891654664372,0.6431387701945324,physical,0.24241974657080356,0.24739565546760103,-0.0073938738765825796,0.0
T,mb,0.32931034482758614,0.001,0.6,0.001,0.09435897435897436,1.6921289687724348,0.00019155266705543153,0.736260648075002,0.00011320216755960072,1.6919374161053793,1.6919374161053793,2.2982743586752985,0.736177301773751,0.6063369425699192,physical,0.2590183272634301,0.27314926954944935,0.0004734788085467567,0.0004734788085467567
T,mb,0.36034482758620684,0.001,0.6,0.001,0.09435897435897436,1.7700678743078069,0.0002003755200992586,0.7556934524770336,0.00011320216755960071,1.7698674987877077,1.7698674987877077,2.342309396099474,0.7556079063402026,0.5724418973117662,physical,0.27404744662446534,0.2989212178537941,0.009927710336639028,0.009927710336639028
T,mb,0.39137931034482754,0.001,0.6,0.001,0.09435897435897436,1.8447168108829743,0.00020882594152558674,0.7732937673978835,0.00011320216755960072,1.8445079849414487,1.8445079849414487,2.385531719840968,0.7732062288672537,0.5410237348995193,physical,0.2874963847818719,0.3247156371089098,0.020983470471592436,0.020983470471592436
T,mb,0.42241379310344823,0.001,0.6,0.001,0.09435897435897436,1.9164602644072604,0.00021694745597274735,0.7893213816524096,0.0001132021675596007,1.9162433169512876,1.9162433169512876,2.4279847334114213,0.7892320287611053,0.5117414164601337,physical,0.2993457656384555,0.35053668563117946,0.03366408571116497,0.03366408571116497
T,mb,0.45344827586206893,0.001,0.6,0.001,0.09435897435897436,1.985613199429748,0.0002247757181104012,0.8039869942433137,0.00011320216755960072,1.9853884237116375,1.9853884237116375,2.4697081092692827,0.8038959811728756,0.48431968555764526,physical,0.3095668402083538,0.3763885473930746,0.04800227981506705,0.04800227981506705
T,mb,0.48448275862068957,0.001,0.6,0.001,0.09435897435897436,2.0524374802773733,0.00023234037154796393,0.8174637489074202,0.00011320216755960073,2.0522051399058254,2.0522051399058254,2.510738222973869,0.8173712102391425,0.45853308306804363,physical,0.31812051850361645,0.4022754361532277,0.06404114584194986,0.06404114584194986
T,mb,0.5155172413793103,0.001,0.6,0.001,0.09435897435897436,2.1171536182207062,0.00023966637863923531,0.8298955524293803,0.00011320216755960072,2.116913951842067,2.116913951842067,2.551108524468041,0.8298016064539973,0.43419457262597394,physical,0.32495608798012965,0.4282015996589415,0.08183543169586477,0.08183543169586477
T,mb,0.546551724137931,0.001,0.6,0.001,0.09435897435897436,2.1799493746054566,0.0002467749943755337,0.8414032053949346,0.00011320216755960072,2.179702599611081,2.179702599611081,2.590849857271747,0.8413079567282923,0.41114725766066584,physical,0.33000953044203807,0.45417132393180415,0.10145322729317585,0.10145322729317585
T,mb,0.5775862068965517,0.001,0.6,0.001,0.09435897435897436,2.240986191064197,0.00025368449429960055,0.8520890062009894,0.0001132021675596007,2.240732506569897,2.240732506569897,2.629990734249183,0.8519925478785337,0.389258227679286,physical,0.33320131135871645,0.480188937647467,0.12297817940637717,0.12297817940637717
T,mb,0.6086206896551724,0.001,0.6,0.001,0.09435897435897436,2.3004040821642855,0.00026041072836395095,0.8620402655075176,0.00011320216755960072,2.3001436714359214,2.3001436714359214,2.6685575769595236,0.8619426806809384,0.3684139055236022,physical,0.3344334586507517,0.5062588166210727,0.14651241713926738,0.14651241713926738
T,mb,0.6396551724137931,0.001,0.6,0.001,0.09435897435897436,2.358325417311149,0.00026696754905052196,0.8713320278467676,0.00011320216755960071,2.3580584497620984,2.3580584497620984,2.7065749243018575,0.8712333911725512,0.3485164745397591,physical,0.3335856600398531,0.5323853884103238,0.17218045894995448,0.17218045894995448
T,mb,0.6706896551724137,0.001,0.6,0.001,0.09435897435897436,2.4148578853906697,0.0002733671469746177,0.8800292063246012,0.00011320216755960073,2.414584518243695,2.414584518243695,2.744065615135894,0.8799295851109296,0.32948109689219907,physical,0.33050996758196116,0.5585731370487261,0.20013451261432869,0.20013451261432869
T,mb,0.7017241379310345,0.001,0.6,0.001,0.09435897435897436,2.470096848168345,0.0002796203172947946,0.8881882761940266,0.00011320216755960071,2.4698172278510504,2.4698172278510504,2.781050948739102,0.8880877313559604,0.31123372088805157,physical,0.32502346537750837,0.584826607922176,0.23056181214855875,0.23056181214855875
T,mb,0.7327586206896551,0.001,0.6,0.001,0.09435897435897436,2.524127229762574,0.0002857366736053337,0.8958586323269996,0.00011320216755960073,2.5238414930889683,2.5238414930889683,2.81755082630184,0.8957572191879931,0.29370933321287174,physical,0.3168978548416336,0.6111504128027387,0.2636950373209682,0.2636950373209682
T,mb,0.7637931034482758,0.001,0.6,0.001,0.09435897435897436,2.577025049301341,0.0002917248214362987,0.9030836874494869,0.00011320216755960071,2.5767333244799047,2.5767333244799047,2.8535838761294032,0.9029814564185797,0.27685055164949857,physical,0.305844183741123,0.6375492350542421,0.299827589560407,0.299827589560407
T,mb,0.7948275862068965,0.001,0.6,0.001,0.09435897435897436,2.6288586758181345,0.0002975925003104745,0.9099017681973545,0.00011320216755960071,2.628561083317824,2.628561083317824,2.8891675647869985,0.9097987653449282,0.2606064814691744,physical,0.2914895449148409,0.6640278350251537,0.3393368983590551,0.3393368983590551
T,mb,0.8258620689655172,0.001,0.6,0.001,0.09435897435897436,2.679689864540665,0.00030334670105349614,0.9163468518943589,0.00011320216755960073,2.6793865178396117,2.6793865178396117,2.9243182960698304,0.9162431194444881,0.24493177823021872,physical,0.27333967577220536,0.6905910556451533,0.3827218270906903,0.3827218270906903
T,mb,0.8568965517241379,0.001,0.6,0.001,0.09435897435897436,2.729574619390293,0.0003089937634306533,0.9224491766883026,0.00011320216755960071,2.7292656256268626,2.7292656256268626,2.959051499389675,0.9223447534420379,0.22978587376281245,physical,0.2507148311306811,0.7172438282428406,0.4306668057000174,0.4306668057000174
T,mb,0.8879310344827586,0.001,0.6,0.001,0.09435897435897436,2.778563916039607,0.00031453945799857593,0.9282357501387871,0.00011320216755960072,2.7782493765816083,2.7782493765816083,2.9933817089291854,0.9281306718398651,0.21513233234757712,physical,0.22262953820100484,0.7439911786031657,0.48416208147200246,0.48416208147200246
T,mb,0.9189655172413792,0.001,0.6,0.001,0.09435897435897436,2.826704312130126,0.0003199890551832004,0.9337307757405188,0.00011320216755960072,2.826384323074943,2.826384323074943,3.027322634715919,0.9336250753927878,0.20093831164097598,physical,0.18753614508212074,0.7708382332844176,0.5447601765380758,0.5447601765380758
T,mb,0.95,0.001,0.6,0.001,0.09435897435897436,2.8740384654546194,0.00032534738393913155,0.9389560126477633,0.00011320216755960072,2.8737131180706803,2.8737131180706803,3.0608872266019307,0.9388497207918884,0.18717410853125038,physical,0.14265357746971452,0.7977902262159967,0.6152471374354823,0.6152471374354823
eps,binomial,0.08215109581746256,0.0,0.6,0.001,,0.8106462660163734,0.0,0.43374841595631713,0.0,0.8106462660163734,0.8106462660163734,1.868931934262127,0.43374841595631713,1.0582856682457535,physical,0.07628609298201439,0.0646281496173677,-0.014889350845515077,0.0
eps,binomial,0.08215109581746256,0.0010344827586206897,0.6,0.001,,0.8106462660163734,0.00013879008510031695,0.4337325868996129,0.0001712091832388872,0.810507475931273,0.810507475931273,1.8690001408725068,0.4336583278976658,1.0584926649412338,physical,0.07733359051383437,0.06462665191772836,-0.015938271191992433,0.0
eps,binomial,0.08215109581746256,0.0020689655172413794,0.6,0.001,,0.8106462660163734,0.00019627882067178423,0.4337167595757618,0.0002421263489392546,0.8104499871957016,0.8104499871957016,1.86906834499387,0.43361174532029195,1.0586183577981685,physical,0.07806099795622301,0.06462515428751504,-0.01666710138308372,0.0
