sweep,distribution,T,eps,eta,v_el,nu_tilde,term_signal,term_noise,signal_to_zmax,noise_fraction,z_star_raw,z_star_used,z_star_max,rho,margin,status,chi_be,i_ab,skr_raw,skr
eps,binomial,0.08215109581746256,0.0031034482758620693,0.6,0.001,,0.8106462660163734,0.00024039147898055713,0.43370093398444753,0.0002965430040921224,0.8104058745373928,0.8104058745373928,1.8691365466264895,0.4335723230066062,1.0587306720890968,physical,0.07872185685888655,0.06462365672672246,-0.017329382968500215,0.0
eps,binomial,0.08215109581746256,0.004137931034482759,0.6,0.001,,0.8106462660163734,0.0002775801702006339,0.43368511012535405,0.0003424183664777744,0.8103686858461727,0.8103686858461727,1.8692047457706376,0.4335366083783792,1.0588360599244648,physical,0.07934458534097999,0.06462215923534623,-0.017953534067401078,0.0
eps,binomial,0.08215109581746256,0.005172413793103448,0.6,0.001,,0.8106462660163734,0.0003103440648872894,0.43366928799816534,0.0003828353720943693,0.8103359219514861,0.8103359219514861,1.8692729424265866,0.43350326405492867,1.0589370204751005,physical,0.07994099671988186,0.06462066181338104,-0.01855136799716988,0.0
eps,binomial,0.08215109581746256,0.0062068965517241385,0.6,0.001,,0.8106462660163734,0.0003399648898532307,0.43365346760256557,0.0004193751382139397,0.8103063011265201,0.8103063011265201,1.8693411365946089,0.4334716041196528,1.0590348354680887,physical,0.08051749350173032,0.06461916446082222,-0.01912928726394921,0.0
eps,binomial,0.08215109581746256,0.007241379310344828,0.6,0.001,,0.8106462660163734,0.00036720404961692964,0.4336376489382389,0.0004529769210205835,0.8102790619667565,0.8102790619667565,1.8694093282749766,0.4334412210911843,1.05913026630822,physical,0.08107806036830212,0.06461766717766479,-0.01969127654952057,0.0
eps,binomial,0.08215109581746256,0.008275862068965517,0.6,0.001,,0.8106462660163734,0.00039255764134356845,0.43362183200486965,0.0004842526978785092,0.8102537083750297,0.8102537083750297,1.8694775174679619,0.43341184946286226,1.059223809092932,physical,0.08162540144687802,0.06461616996390436,-0.020240039981168884,0.0
eps,binomial,0.08215109581746256,0.009310344827586208,0.6,0.001,,0.8106462660163734,0.0004163702553009508,0.4336060168021421,0.0005136275497166615,0.8102298957610724,0.8102298957610724,1.869545704173837,0.4333833048061896,1.0593158084127645,physical,0.0821614646310671,0.06461467281953565,-0.020777525452508244,0.0
eps,binomial,0.08215109581746256,0.010344827586206896,0.6,0.001,,0.8106462660163734,0.00043889278556560044,0.43359020332974063,0.0005414109753720073,0.8102073732308077,0.8102073732308077,1.8696138883928743,0.4333554528348441,1.0594065151620666,physical,0.08268771576462441,0.06461317574455425,-0.021305198807297886,0.0
eps,binomial,0.08215109581746256,0.011379310344827587,0.6,0.001,,0.8106462660163734,0.00046031463689924675,0.43357439158734973,0.0005678366214665934,0.8101859513794741,0.8101859513794741,1.8696820701253458,0.43332819216967633,1.0594961187458716,physical,0.08320529545869637,0.06461167873895489,-0.021824200656689233,0.0
eps,binomial,0.08215109581746256,0.012413793103448277,0.6,0.001,,0.8106462660163734,0.00048078295796111426,0.4335585815746541,0.0005930860081842448,0.8101654830584122,0.8101654830584122,1.8697502493715232,0.4333014440461939,1.059584766313111,physical,0.08371511502950835,0.06461018180273288,-0.02233544231691211,0.0
eps,binomial,0.08215109581746256,0.013448275862068966,0.6,0.001,,0.8106462660163734,0.0005004147683552034,0.4335427732913383,0.0006173034889981175,0.8101458512480182,0.8101458512480182,1.8698184261316788,0.4332751458247556,1.0596725748836606,physical,0.08421791836174264,0.06460868493588386,-0.022839667672652976,0.0
eps,binomial,0.08215109581746256,0.014482758620689656,0.6,0.001,,0.8106462660163734,0.0005193049471265848,0.43352696673708707,0.0006406061051493154,0.8101269610692468,0.8101269610692468,1.8698866004060843,0.4332492467154484,1.0597596393368376,physical,0.08471432352401886,0.06460718813840251,-0.023337494792536488,0.0
eps,binomial,0.08215109581746256,0.015517241379310345,0.6,0.001,,0.8106462660163734,0.0005375316882122376,0.43351116191158534,0.0006630903154019839,0.8101087343281611,0.8101087343281611,1.8699547721950116,0.4332237048585031,1.0598460378668504,physical,0.08520485175515224,0.06460569141028384,-0.0238294449153826,0.0
eps,binomial,0.08215109581746256,0.016551724137931035,0.6,0.001,,0.8106462660163734,0.0005551603404012678,0.4334953588145179,0.0006848367329555488,0.8100911056759721,0.8100911056759721,1.8700229414987328,0.43319848526923593,1.0599318358227607,physical,0.08568994825119614,0.06460419475152349,-0.024315963237248828,0.0
eps,binomial,0.08215109581746256,0.017586206896551725,0.6,0.001,,0.8106462660163734,0.0005722461806570706,0.43347955744556976,0.0007059135465696605,0.8100740198357163,0.8100740198357163,1.8700911083175193,0.4331735583538079,1.060017088481803,physical,0.08616999744662257,0.06460269816211676,-0.02479743419261165,0.0
eps,binomial,0.08215109581746256,0.018620689655172416,0.6,0.001,,0.8106462660163734,0.0005888364620153528,0.43346375780442603,0.0007263790468177639,0.810057429554358,0.810057429554358,1.8701592726516432,0.43314889881320195,1.0601018430972853,physical,0.08664533449035061,0.06460120164205806,-0.025274192930395463,0.0
eps,binomial,0.08215109581746256,0.019655172413793102,0.6,0.001,,0.8106462660163734,0.0006049719553176916,0.4334479598907718,0.0007462835279444469,0.8100412940610556,0.8100412940610556,1.8702274345013759,0.43312448481808413,1.0601861404403201,physical,0.08711625402562317,0.06459970519134331,-0.025746534093847036,0.0
eps,binomial,0.08215109581746256,0.020689655172413793,0.6,0.001,,0.8106462660163734,0.0006206881297745788,0.43343216370429233,0.0007656707441887386,0.8100255778865988,0.8100255778865988,1.870295593866989,0.4331002973769535,1.0602700159803902,physical,0.08758301701764681,0.06459820880996753,-0.026214718648177662,0.0
eps,binomial,0.08215109581746256,0.021724137931034483,0.6,0.001,,0.8106462660163734,0.000636016070681565,0.4334163692446729,0.000784579041863765,0.8100102499456918,0.8100102499456918,1.870363750748754,0.43307631984496286,1.0603535008030622,physical,0.08804585614027616,0.06459671249792572,-0.02667897926724673,0.0
eps,binomial,0.08215109581746256,0.022758620689655173,0.6,0.001,,0.8106462660163734,0.0006509832024617615,0.4334005765115989,0.0008030422512901737,0.8099952828139116,0.8099952828139116,1.870431905146943,0.43305253753692663,1.0604366223330313,physical,0.08850498008091146,0.06459521625521289,-0.027139524638459214,0.0
eps,binomial,0.08215109581746256,0.023793103448275864,0.6,0.001,,0.8106462660163734,0.0006656138652473549,0.43338478550475584,0.0008210903980576787,0.809980652151126,0.809980652151126,1.8705000570618266,0.4330289374187136,1.0605194049107007,physical,0.08896057702082771,0.06459372008182468,-0.02759654294309427,0.0
eps,binomial,0.08215109581746256,0.024827586206896554,0.6,0.001,,0.8106462660163734,0.0006799297797064614,0.4333689962238292,0.0008387502764278794,0.8099663362366669,0.8099663362366669,1.8705682064936773,0.4330055078584512,1.0606018702570104,physical,0.08941281747834617,0.06459222397775607,-0.02805020469947791,0.0
eps,binomial,0.08215109581746256,0.02586206896551724,0.6,0.001,,0.8106462660163734,0.0006939504255015846,0.4333532086685046,0.0008560459161944358,0.8099523155908718,0.8099523155908718,1.8706363534427657,0.43298223842395417,1.0606840378518938,physical,0.0898618566535676,0.0645907279430021,-0.028500665107715623,0.0
eps,binomial,0.08215109581746256,0.02689655172413793,0.6,0.001,,0.8106462660163734,0.0007076933522197192,0.4333374228384679,0.0008729989662413683,0.8099385726641536,0.8099385726641536,1.870704497909363,0.43295911971629614,1.0607659252452093,physical,0.09030783637872575,0.06458923197755836,-0.028948066000045306,0.0
eps,binomial,0.08215109581746256,0.02793103448275862,0.6,0.001,,0.8106462660163734,0.0007211744369416714,0.4333216387334047,0.0008896290122763672,0.8099250915794317,0.8099250915794317,1.870772639893741,0.4329361432319403,1.0608475483143094,physical,0.09075088675337306,0.0645877360814196,-0.029392537476024445,0.0
eps,binomial,0.08215109581746256,0.028965517241379312,0.6,0.001,,0.8106462660163734,0.0007344080992338593,0.43330585635300084,0.000905953842041167,0.8099118579171395,0.8099118579171395,1.8708407793961708,0.4329133012476589,1.0609289214790314,physical,0.09119112752524883,0.0645862402545811,-0.02983419928339679,0.0
eps,binomial,0.08215109581746256,0.03,0.6,0.001,,0.8106462660163734,0.0007474074818614296,0.43329007569694244,0.0009219896682362977,0.8098988585345119,0.8098988585345119,1.8709089164169235,0.43289058672380054,1.0610100578824115,physical,0.09162866926416768,0.06458474449703816,-0.030273161991981434,0.0
eps,uniform,0.08215109581746256,0.0,0.6,0.001,,0.803682587944708,0.0,0.43002239579260554,0.0,0.803682587944708,0.803682587944708,1.8689319342621267,0.43002239579260554,1.0652493463174186,physical,0.09075616301219824,0.06462814961736739,-0.029359420875699226,0.0
eps,uniform,0.08215109581746256,0.0010344827586206897,0.6,0.001,,0.803682587944708,0.0021240321935728106,0.4300067027119241,0.0026428744698882792,0.8015585557511352,0.8015585557511352,1.8690001408725063,0.4288702489754459,1.067441585121371,physical,0.0948257008700153,0.06462665191772836,-0.033430381548173356,0.0
eps,uniform,0.08215109581746256,0.0020689655172413794,0.6,0.001,,0.803682587944708,0.0030038351350677437,0.42999101134920986,0.0037375889189656085,0.8006787528096403,0.8006787528096403,1.8690683449938699,0.42838388170993624,1.0683895921842295,physical,0.09668062828941593,0.06462515428751504,-0.03528673171627664,0.0
eps,uniform,0.08215109581746256,0.0031034482758620693,0.6,0.001,,0.803682587944708,0.00367893167618008,0.42997532170414965,0.004577592859873162,0.800003656268528,0.800003656268528,1.8691365466264893,0.4280070697415951,1.0691328903579613,physical,0.09816811732304265,0.06462365672672246,-0.03677564343265631,0.0
eps,uniform,0.08215109581746256,0.004137931034482759,0.6,0.001,,0.803682587944708,0.004248064387145621,0.42995963377642993,0.0052857489397765585,0.7994345235575624,0.7994345235575624,1.8692047457706373,0.4276869750980494,1.069770222213075,physical,0.09946430746875601,0.06462215923534623,-0.038073256195177096,0.0
eps,uniform,0.08215109581746256,0.005172413793103448,0.6,0.001,,0.803682587944708,0.004749480371226796,0.42994394756573745,0.0059096469706689135,0.7989331075734812,0.7989331075734812,1.8692729424265864,0.42740313061844815,1.070339834853105,physical,0.1006375964428392,0.06462066181338104,-0.03924796772012722,0.0
eps,uniform,0.08215109581746256,0.0062068965517241385,0.6,0.001,,0.803682587944708,0.005202795071497853,0.4299282630717591,0.006473693905454869,0.7984797928732101,0.7984797928732101,1.8693411365946087,0.42714503909532864,1.0708613437213985,physical,0.10172314533791971,0.06461916446082222,-0.0403349391001386,0.0
eps,uniform,0.08215109581746256,0.007241379310344828,0.6,0.001,,0.803682587944708,0.005619660960888662,0.42991258029418167,0.00699238859368605,0.7980629269838194,0.7980629269838194,1.8694093282749764,0.42690646447145053,1.0713464012911569,physical,0.10274188884917024,0.06461766717766479,-0.04135510503038869,0.0
eps,uniform,0.08215109581746256,0.008275862068965517,0.6,0.001,,0.803682587944708,0.0060076702701354874,0.4298968992326923,0.007475177837931217,0.7976749176745725,0.7976749176745725,1.8694775174679616,0.4266833434589527,1.071802599793389,physical,0.10370749721878325,0.06461616996390436,-0.042322135753074114,0.0
eps,uniform,0.08215109581746256,0.009310344827586208,0.6,0.001,,0.803682587944708,0.0063720965807184315,0.42988121988697786,0.007928623409664838,0.7973104913639896,0.7973104913639896,1.8695457041738368,0.4264728535836067,1.0722352128098471,physical,0.10462948634690061,0.06461467281953565,-0.04324554716834175,0.0
eps,uniform,0.08215109581746256,0.010344827586206896,0.6,0.001,,0.803682587944708,0.006716779555213737,0.4298655422567256,0.008357502894757052,0.7969658083894943,0.7969658083894943,1.8696138883928741,0.42627293974295866,1.07264808000338,physical,0.10551479938772945,0.06461317574455425,-0.044132282430402923,0.0
eps,uniform,0.08215109581746256,0.011379310344827587,0.6,0.001,,0.803682587944708,0.007044617828716543,0.4298498663416226,0.008765422984628853,0.7966379701159915,0.7966379701159915,1.8696820701253456,0.4260820504432521,1.073044100009354,physical,0.10636868877939842,0.06461167873895489,-0.044987593977391285,0.0
eps,uniform,0.08215109581746256,0.012413793103448277,0.6,0.001,,0.803682587944708,0.00735786335236016,0.42983419214135626,0.009155185719746325,0.7963247245923479,0.7963247245923479,1.869750249371523,0.42589898028360507,1.073425524779175,physical,0.1071952435073491,0.06461018180273288,-0.04581557079475287,0.0
eps,uniform,0.08215109581746256,0.013448275862068966,0.6,0.001,,0.803682587944708,0.007658306984663022,0.42981851965561396,0.0095290194157969,0.796024280960045,0.796024280960045,1.8698184261316786,0.4257227706365465,1.0737941451716337,physical,0.10799772189166945,0.06460868493588386,-0.04661947120257979,0.0
eps,uniform,0.08215109581746256,0.014482758620689656,0.6,0.001,,0.803682587944708,0.007947400746827364,0.4298028488840831,0.009888730782573744,0.7957351871978807,0.7957351871978807,1.8698866004060841,0.4255526442218852,1.0741514132082033,physical,0.10877877102325173,0.06460718813840251,-0.047401942291769354,0.0
eps,uniform,0.08215109581746256,0.015517241379310345,0.6,0.001,,0.803682587944708,0.008226341312515902,0.42978717982645126,0.010235808807994058,0.7954562466321922,0.7954562466321922,1.8699547721950114,0.42538796042562077,1.0744985255628192,physical,0.10954057676726614,0.06460569141028384,-0.0481651699274965,0.0
eps,uniform,0.08215109581746256,0.016551724137931035,0.6,0.001,,0.803682587944708,0.008496128774291243,0.42977151248240597,0.010571497879553117,0.7951864591704167,0.7951864591704167,1.8700229414987324,0.4252281838495059,1.0748364823283156,physical,0.11028496945004362,0.06460419475152349,-0.048910984436096316,0.0
eps,uniform,0.08215109581746256,0.017586206896551725,0.6,0.001,,0.803682587944708,0.008757609086313074,0.429755846851635,0.010896850594597655,0.794924978858395,0.794924978858395,1.8700911083175191,0.4250728615963379,1.0751661294591242,physical,0.11101350026291157,0.06460269816211676,-0.04964093700890065,0.0
eps,uniform,0.08215109581746256,0.018620689655172416,0.6,0.001,,0.803682587944708,0.009011505405203232,0.429740182933826,0.011212766756896825,0.7946710825395048,0.7946710825395048,1.870159272651643,0.42492160649652283,1.075488190112138,physical,0.11172749773513435,0.06460120164205806,-0.0503563561751792,0.0
eps,uniform,0.08215109581746256,0.019655172413793102,0.6,0.001,,0.803682587944708,0.009258441684610902,0.42972452072866696,0.011520022734706635,0.7944241462600972,0.7944241462600972,1.8702274345013756,0.4247740844802118,1.0758032882412785,physical,0.11242811028938893,0.06459970519134331,-0.05105839035761279,0.0
eps,uniform,0.08215109581746256,0.020689655172413793,0.6,0.001,,0.803682587944708,0.009498960742453592,0.42970886023584576,0.011819293941337827,0.7941836272022544,0.7941836272022544,1.8702955938669887,0.42463000490752106,1.0761119666647343,physical,0.1131163388589782,0.06459820880996753,-0.05174804048950905,0.0
eps,uniform,0.08215109581746256,0.021724137931034483,0.6,0.001,,0.803682587944708,0.0097335383055705,0.42969320145505047,0.012111172310529328,0.7939490496391375,0.7939490496391375,1.8703637507487538,0.42448911305156534,1.0764147011096163,physical,0.11379306226681529,0.06459671249792572,-0.052426185393785865,0.0
eps,uniform,0.08215109581746256,0.022758620689655173,0.6,0.001,,0.803682587944708,0.009962594075106239,0.429677544385969,0.012396180064798975,0.7937199938696018,0.7937199938696018,1.8704319051469427,0.42435118417595985,1.076711911277341,physical,0.11445905723952143,0.06459521625521289,-0.05309360179706919,0.0
eps,uniform,0.08215109581746256,0.023793103448275864,0.6,0.001,,0.803682587944708,0.010186500550467548,0.4296618890282897,0.0126747806948486,0.7934960873942405,0.7934960873942405,1.8705000570618264,0.4242160188119218,1.077003969667586,physical,0.11511501438222549,0.06459372008182468,-0.053750980304492046,0.0
eps,uniform,0.08215109581746256,0.024827586206896554,0.6,0.001,,0.803682587944708,0.010405590142995707,0.42964623538170066,0.012947387810909738,0.7932769978017123,0.7932769978017123,1.870568206493677,0.4240834389507164,1.0772912086919648,physical,0.11576155106900421,0.06459222397775607,-0.054398938290135944,0.0
eps,uniform,0.08215109581746256,0.02586206896551724,0.6,0.001,,0.803682587944708,0.010620160967864053,0.4296305834458904,0.013214372349441396,0.793062426976844,0.793062426976844,1.8706363534427652,0.42395328494352863,1.0775739264659212,physical,0.11639922194778585,0.0645907279430021,-0.05503803040193386,0.0
eps,uniform,0.08215109581746256,0.02689655172413793,0.6,0.001,,0.803682587944708,0.010830481602527049,0.4296149332205471,0.013476068493936523,0.792852106342181,0.792852106342181,1.8707044979093628,0.42382541295444903,1.0778523915671818,physical,0.11702852757874815,0.06458923197755836,-0.05566875720006771,0.0
eps,uniform,0.08215109581746256,0.02793103448275862,0.6,0.001,,0.803682587944708,0.01103679502854024,0.42959928470535946,0.013732778579619485,0.7926457929161678,0.7926457929161678,1.8707726398937408,0.4236996928505378,1.078126846977573,physical,0.11764992159671195,0.0645877360814196,-0.05629157231936333,0.0
eps,uniform,0.08215109581746256,0.028965517241379312,0.6,0.001,,0.803682587944708,0.011239321921777325,0.4295836379000159,0.0139847771873721,0.7924432660229307,0.7924432660229307,1.8708407793961703,0.42357600644064347,1.0783975133732397,physical,0.11826381669493813,0.0645862402545811,-0.05690688845308609,0.0
eps,uniform,0.08215109581746256,0.03,0.6,0.001,,0.803682587944708,0.011438263418049,0.4295679928042051,0.014232314584916618,0.792244324526659,0.792244324526659,1.8709089164169233,0.4234542459950045,1.0786645918902642,physical,0.11887058965937958,0.06458474449703816,-0.05751508238719333,0.0
eps,mb,0.08215109581746256,0.0,0.6,0.001,0.09435897435897436,0.8451571192441567,0.0,0.44211054618728973,0.0,0.8451571192441567,0.8451571192441567,1.9116420690089708,0.44211054618728973,1.0664849497648141,physical,0.08162631792552633,0.06821680016390488,-0.01682035776981669,0.0
eps,mb,0.08215109581746256,0.0010344827586206897,0.6,0.001,0.09435897435897436,0.8451571192441567,9.730918276164525e-05,0.4420945403683106,0.00011513738752939936,0.8450598100613951,0.8450598100613951,1.9117112790853585,0.4420436387578916,1.0666514690239635,physical,0.08258414537808823,0.06821522125033003,-0.017779685190274702,0.0
eps,mb,0.08215109581746256,0.0020689655172413794,0.6,0.001,0.09435897435897436,0.8451571192441567,0.00013761596600496092,0.4420785362875915,0.00016282885498028346,0.8450195032781518,0.8450195032781518,1.9117804866562103,0.4420065531457164,1.0667609833780585,physical,0.08328030395232844,0.06821364240985636,-0.0184773436629649,0.0
eps,mb,0.08215109581746256,0.0031034482758620693,0.6,0.001,0.09435897435897436,0.8451571192441567,0.00016854444858617514,0.4420625339448178,0.00019942380505166694,0.8449885747955705,0.8449885747955705,1.9118496917217978,0.4419743761522278,1.0668611169262272,physical,0.08391869427638543,0.06821206364247921,-0.019117233816030185,0.0
eps,mb,0.08215109581746256,0.004137931034482759,0.6,0.001,0.09435897435897436,0.8451571192441567,0.0001946183655232905,0.442046533339675,0.00023027477505879873,0.8449625008786334,0.8449625008786334,1.911918894282394,0.44194474117364463,1.0669563934037605,physical,0.08452334716933008,0.06821048494819366,-0.0197233864685461,0.0
eps,mb,0.08215109581746256,0.005172413793103448,0.6,0.001,0.09435897435897436,0.8451571192441567,0.00021758994748998948,0.4420305344718485,0.0002574550252674735,0.8449395292966667,0.8449395292966667,1.9119880943382703,0.44191673148942706,1.0670485650416035,physical,0.08510441905187438,0.06820890632699413,-0.020305958041229963,0.0
eps,mb,0.08215109581746256,0.0062068965517241385,0.6,0.001,0.09435897435897436,0.8451571192441567,0.0002383578450532637,0.4420145373410241,0.00028202784976411553,0.8449187613991035,0.8449187613991035,1.912057291889699,0.44188987693149334,1.0671385304905954,physical,0.08566747902462613,0.06820732777887564,-0.020870517634694274,0.0
eps,mb,0.08215109581746256,0.007241379310344828,0.6,0.001,0.09435897435897436,0.8451571192441567,0.00025745589787024676,0.4419985419468875,0.0003046248940084602,0.8448996633462864,0.8448996633462864,1.9121264869369514,0.441863898187895,1.067226823590665,physical,0.08621602467928335,0.0682057493038336,-0.02142056284064145,0.0
eps,mb,0.08215109581746256,0.008275862068965517,0.6,0.001,0.09435897435897436,0.8451571192441567,0.00027523193200992184,0.4419825482891244,0.00032565770996056693,0.8448818873121468,0.8448818873121468,1.9121956794803,0.441838613264606,1.0673137921681533,physical,0.08675244724850151,0.0682041709018624,-0.02195848489173223,0.0
eps,mb,0.08215109581746256,0.009310344827586208,0.6,0.001,0.09435897435897436,0.8451571192441567,0.0002919275482849358,0.44196655636742077,0.0003454121625881981,0.8448651916958718,0.8448651916958718,1.912264869520016,0.4418138957433943,1.0673996778241441,physical,0.08727848002603555,0.0682025925729571,-0.022486017081726303,0.0
eps,mb,0.08215109581746256,0.010344827586206896,0.6,0.001,0.09435897435897436,0.8451571192441567,0.00030771865477639273,0.44195056618146256,0.00036409638843436893,0.8448494005893803,0.8448494005893803,1.9123340570563716,0.44178965357644934,1.0674846564669913,physical,0.08779543439487503,0.06820101431711276,-0.023004470793617907,0.0
eps,mb,0.08215109581746256,0.011379310344827587,0.6,0.001,0.09435897435897436,0.8451571192441567,0.00032273804787649697,0.4419345777309357,0.00038186751377676254,0.8448343811962802,0.8448343811962802,1.9124032420896384,0.4417658172724856,1.0675688608933582,physical,0.08830433558755546,0.0681994361343241,-0.02351487125994757,0.0
eps,mb,0.08215109581746256,0.012413793103448277,0.6,0.001,0.09435897435897436,0.8451571192441567,0.0003370888971723503,0.44191859101552633,0.00039884761010333387,0.8448200303469844,0.8448200303469844,1.9124724246200882,0.44174233284163955,1.0676523942731038,physical,0.08880600615751821,0.06819785802458618,-0.024018041034161344,0.0
eps,mb,0.08215109581746256,0.013448275862068966,0.6,0.001,0.09435897435897436,0.8451571192441567,0.0003508532480206085,0.44190260603492065,0.0004151337544602175,0.8448062659961361,0.8448062659961361,1.9125416046479924,0.4417191573469716,1.0677353386518562,physical,0.08930112004490942,0.06819627998789406,-0.024514654056410068,0.0
eps,mb,0.08215109581746256,0.014482758620689656,0.6,0.001,0.09435897435897436,0.8451571192441567,0.0003640976224810454,0.441886622788805,0.00043080465654323093,0.8447930216216757,0.8447930216216757,1.9126107821736225,0.4416962559740434,1.0678177605519468,physical,0.08979023909379857,0.06819470202424245,-0.025005272170768242,0.0
eps,mb,0.08215109581746256,0.015517241379310345,0.6,0.001,0.09435897435897436,0.8451571192441567,0.00037687684426890587,0.4418706412768656,0.0004459251844271932,0.8447802423998878,0.8447802423998878,1.91267995719725,0.4416736000296613,1.0678997147973621,physical,0.0902738385812234,0.06819312413362642,-0.025490370654278297,0.0
eps,mb,0.08215109581746256,0.016551724137931035,0.6,0.001,0.09435897435897436,0.8451571192441567,0.000389236731046581,0.441854661498789,0.00046054955011759746,0.8447678825131101,0.8447678825131101,1.9127491297191466,0.4416511655332183,1.0679812472060366,physical,0.09075232558683655,0.06819154631604071,-0.025970356586597867,0.0
eps,mb,0.08215109581746256,0.017586206896551725,0.6,0.001,0.09435897435897436,0.8451571192441567,0.0004012160388687966,0.44183868345426164,0.00047472361024138713,0.8447559032052879,0.8447559032052879,1.9128182997395833,0.44162893219930793,1.0680623965342955,physical,0.09122605253920524,0.06818996857148067,-0.0264455823962986,0.0
eps,mb,0.08215109581746256,0.018620689655172416,0.6,0.001,0.09435897435897436,0.8451571192441567,0.0004128478980148827,0.44182270714297006,0.0004884865649408503,0.8447442713461418,0.8447442713461418,1.912887467258832,0.44160688268644493,1.0681431959126901,physical,0.09169532741838471,0.06818839089994073,-0.02691635606344102,0.0
eps,mb,0.08215109581746256,0.019655172413793102,0.6,0.001,0.09435897435897436,0.8451571192441567,0.0004241608939365418,0.44180673256460107,0.000501872236863932,0.8447329583502202,0.8447329583502202,1.9129566322771636,0.44158500203146733,1.0682236739269433,physical,0.09216042158260707,0.06818681330141596,-0.027382948946261906,0.0
eps,mb,0.08215109581746256,0.020689655172413793,0.6,0.001,0.09435897435897436,0.8451571192441567,0.00043517989497997896,0.44179075971884124,0.000514910050534947,0.8447219393491767,0.8447219393491767,1.9130257947948497,0.4415632772164285,1.068303855445673,physical,0.09262157587001951,0.06818523577590137,-0.027845601882913212,0.0
eps,mb,0.08215109581746256,0.021724137931034483,0.6,0.001,0.09435897435897436,0.8451571192441567,0.0004459266958195313,0.4417747886053776,0.000527625793672937,0.8447111925483372,0.8447111925483372,1.9130949548121607,0.44154169683191496,1.0683837622638235,physical,0.09307900542404335,0.06818365832339172,-0.02830453001682122,0.0
eps,mb,0.08215109581746256,0.022758620689655173,0.6,0.001,0.09435897435897436,0.8451571192441567,0.0004564205244007593,0.44175881922389687,0.0005400422170127923,0.844700698719756,0.844700698719756,1.9131641123293688,0.4415202508117782,1.0684634136096127,physical,0.09353290355829369,0.06818208094388238,-0.02875992666160543,0.0
eps,mb,0.08215109581746256,0.023793103448275864,0.6,0.001,0.09435897435897436,0.8451571192441567,0.000466678446196097,0.44174285157408605,0.0005521795126253663,0.8446904407979606,0.8446904407979606,1.9132332673467447,0.44149893022159814,1.068542826548784,physical,0.09398344488773724,0.06818050363736806,-0.029211966432237585,0.0
eps,mb,0.08215109581746256,0.024827586206896554,0.6,0.001,0.09435897435897436,0.8451571192441567,0.0004767156901065274,0.44172688565563223,0.0005640556995282311,0.8446804035540502,0.8446804035540502,1.9133024198645594,0.4414777270881433,1.0686220163105093,physical,0.0944307878917181,0.06817892640384353,-0.02966080780806675,0.0
eps,mb,0.08215109581746256,0.02586206896551724,0.6,0.001,0.09435897435897436,0.8451571192441567,0.00048654591380822626,0.4417109214682226,0.0005756869376469968,0.8446705733303485,0.8446705733303485,1.913371569883084,0.4414566342605173,1.0687009965527356,physical,0.09487507703163356,0.0681773492433035,-0.030106595250495236,0.0
eps,mb,0.08215109581746256,0.02689655172413793,0.6,0.001,0.09435897435897436,0.8451571192441567,0.0004961814217533958,0.4416949590115443,0.0005870877857565019,0.8446609378224033,0.8446609378224033,1.9134407174025894,0.4414356452960784,1.068779779580186,physical,0.09531644451558385,0.06817577215574365,-0.030549460967627395,0.0
eps,mb,0.08215109581746256,0.02793103448275862,0.6,0.001,0.09435897435897436,0.8451571192441567,0.0005056333457585255,0.4416789982852848,0.0005982714151550009,0.8446514858983982,0.8446514858983982,1.9135098624233464,0.4414147543659364,1.0688583765249482,physical,0.09575501178035939,0.06817419514115841,-0.030989526396258904,0.0
eps,mb,0.08215109581746256,0.028965517241379312,0.6,0.001,0.09435897435897436,0.8451571192441567,0.0005149117957404935,0.44166303928913125,0.0006092497880169203,0.8446422074484162,0.8446422074484162,1.913579004945626,0.4413939561760694,1.06893679749721,physical,0.0961908907449931,0.06817261819954253,-0.0314269034554277,0.0
eps,mb,0.08215109581746256,0.03,0.6,0.001,0.09435897435897436,0.8451571192441567,0.0005240259864190315,0.4416470820227712,0.0006200338073087285,0.8446330932577377,0.8446330932577377,1.9136481449696991,0.4413732459010179,1.0690150517119614,physical,0.0966241848780629,0.06817104133089134,-0.03186169561371613,0.0
v_el,binomial,0.08215109581746256,0.001,0.6,0.0,,0.8106462660163734,0.00013645731248787942,0.43373311450691643,0.00016833151302657486,0.8105098087038854,0.8105098087038854,1.8689978673589298,0.4336601035555018,1.0584880586550445,physical,0.07730741961977938,0.06465608678737506,-0.01588413717177308,0.0
v_el,binomial,0.08215109581746256,0.001,0.6,0.0016666666666666668,,0.8106462660163734,0.00013645731248787942,0.43373311450691643,0.00016833151302657486,0.8105098087038854,0.8105098087038854,1.8689978673589298,0.4336601035555018,1.0584880586550445,physical,0.07730741961977938,0.06460712671172347,-0.015930649243642084,0.0
v_el,binomial,0.08215109581746256,0.001,0.6,0.0033333333333333335,,0.8106462660163734,0.00013645731248787942,0.43373311450691643,0.00016833151302657486,0.8105098087038854,0.8105098087038854,1.8689978673589298,0.4336601035555018,1.0584880586550445,physical,0.07730741961977938,0.06455824074123384,-0.015977090915607235,0.0
v_el,binomial,0.08215109581746256,0.001,0.6,0.005,,0.8106462660163734,0.00013645731248787942,0.43373311450691643,0.00016833151302657486,0.8105098087038854,0.8105098087038854,1.8689978673589298,0.4336601035555018,1.0584880586550445,physical,0.07730741961977938,0.06450942870775897,-0.01602346234740836,0.0
