case_id,case_type,pair,x,y,scheme,mean_delta_K,ci95_low,ci95_high,P_delta_K_gt_0,mean_delta_I_AB,mean_delta_chi_BE,gain_source,independent_test_confirmed,ncut,repetitions,MB_I_AB,learned_I_AB,MB_chi_BE,learned_chi_BE,MB_K_raw,learned_K_raw,MB_entropy,learned_entropy,MB_K_p05,learned_K_p05,Delta_K_p05,MB_outage,learned_outage,Delta_outage_MB_minus_learned,learned_minimum_distance,learned_peak_energy,learned_geometry_drift,checkpoint_phase,checkpoint_epoch
3,failure,V_a,31.25,0.25,PS+GS,0.000164770491862401,-0.0009951362870273734,0.0013246772707521753,0.6,0.000588267419061167,0.0003940835562457112,Mixed/none,False,150,10,0.42158668951675865,0.4221749569358198,0.23360201299213984,0.23399609654838555,0.16690534204878085,0.16707011254064325,4.380495360181544,6.408923689874859,0.032435501070253066,0.030844875035597796,-0.0015906260346552695,0.0,0.0,0.0,0.3074940962901775,11.208270851105542,0.00014766733072390403,geometry_warmup,70
4,failure,V_a,40.0,0.15,PS+GS,-0.0005246705235458261,-0.002033921377574358,0.0009845803304827055,0.3,-0.0003354110665130056,0.00020603001035846835,No positive gain,False,150,10,0.23745671501264165,0.23712130394612868,0.14334443934999896,0.14355046936035742,0.08223943991201062,0.0817147693884648,4.380495360181544,6.408923689874859,0.00427302825223617,0.004566132739287056,0.0002931044870508855,0.0,0.0,0.0,0.3074940962901775,11.208270851105542,0.00014766733072390403,geometry_warmup,70
5,failure,T_epsilon,0.20000000000000004,0.0225,PS+GS,-0.0011608619909753196,-0.0021056774650100273,-0.00021604651694061218,0.2,-0.0006078062443014565,0.0005834460588889367,No positive gain,False,150,10,0.26301742799212835,0.2624096217478269,0.19109638989215982,0.19167983595104876,0.05877016670036208,0.057609304709386765,4.380495360181544,6.408923689874859,0.04223823906689863,0.05057366151454977,0.00833542244765114,0.0,0.0,0.0,0.3074940962901775,11.208270851105542,0.00014766733072390403,geometry_warmup,70
