case_id,case_type,pair,x,y,repetition,scheme,I_AB,chi_BE,beta_I_AB,K_raw_mean,K_raw_median,K_raw_p05,outage_probability,entropy,finite,channel_seed,awgn_seed,channel_hash,noise_hash
4,failure,V_a,40.0,0.15,5,PS+GS,0.2808691320378377,0.16317105036829527,0.2668256754359458,0.10365462506765054,0.11119040020469884,0.001831643842328878,0.0,6.408923689874859,True,950005,950006,7d7a44913ca3b497,1b437ff5442c4f61
4,failure,V_a,40.0,0.15,6,MB-global-opt,0.2686836706742183,0.16157418202493584,0.2552494871405073,0.0936753051155715,0.09217788469360594,0.005124504629707316,0.0,4.380495360181545,True,950006,950007,9462f212c8fc7529,73dc6af46a5ed6c1
4,failure,V_a,40.0,0.15,6,PS+GS,0.26838149383929744,0.16180578032587456,0.25496241914733253,0.09315663882145797,0.09473684374691282,0.0049326069947798305,0.0,6.408923689874859,True,950006,950007,9462f212c8fc7529,73dc6af46a5ed6c1
4,failure,V_a,40.0,0.15,7,MB-global-opt,0.23637908729058024,0.14410828758299166,0.22456013292605123,0.08045184534305955,0.057705106720464666,0.007591434984963149,0.0,4.380495360181545,True,950007,950008,db9b19f21ec5babb,0dfa1eb01b469f66
4,failure,V_a,40.0,0.15,7,PS+GS,0.2356645794160257,0.1443083776252334,0.2238813504452244,0.07957297281999101,0.05691767881482558,0.008089333920629624,0.0,6.408923689874859,True,950007,950008,db9b19f21ec5babb,0dfa1eb01b469f66
4,failure,V_a,40.0,0.15,8,MB-global-opt,0.21719950770551455,0.13675965549897673,0.2063395323202388,0.0695798768212621,0.07178987284829759,0.003922041021148648,0.0,4.380495360181545,True,950008,950009,36a7136a92e68c31,36e37ffae752e3cf
4,failure,V_a,40.0,0.15,8,PS+GS,0.21882467181358772,0.1369419086086655,0.20788343822290833,0.07094152961424283,0.0758767994608276,0.004449859444924064,0.0,6.408923689874859,True,950008,950009,36a7136a92e68c31,36e37ffae752e3cf
4,failure,V_a,40.0,0.15,9,MB-global-opt,0.23023126542509376,0.13875589197654462,0.21871970215383907,0.07996381017729444,0.05324786560485749,0.009780453421153,0.0,4.380495360181545,True,950009,950010,d2e4a506905874f5,3fa204460073fc69
4,failure,V_a,40.0,0.15,9,PS+GS,0.22989416083902625,0.1389563626573616,0.21839945279707496,0.07944309013971332,0.054867611745292755,0.010417143413644803,0.0,6.408923689874859,True,950009,950010,d2e4a506905874f5,3fa204460073fc69
5,failure,T_epsilon,0.20000000000000004,0.0225,0,MB-global-opt,0.26577507910331866,0.19109638989215982,0.2524863251481527,0.061389935255992886,0.06099757921067003,0.048098828204005836,0.0,4.380495360181545,True,960000,960001,fdcac1ae4c420e2e,27555cb062aaa534
5,failure,T_epsilon,0.20000000000000004,0.0225,0,PS+GS,0.26454809279701286,0.19167983595104876,0.2513206881571622,0.05964085220611344,0.05966729747320679,0.05426943219269891,0.0,6.408923689874859,True,960000,960001,fdcac1ae4c420e2e,27555cb062aaa534
5,failure,T_epsilon,0.20000000000000004,0.0225,1,MB-global-opt,0.26414158370090624,0.19109638989215982,0.25093450451586086,0.05983811462370108,0.06044932575428422,0.03958270364661731,0.0,4.380495360181545,True,960001,960002,fdcac1ae4c420e2e,89956912b15cda4b
5,failure,T_epsilon,0.20000000000000004,0.0225,1,PS+GS,0.2624951074218552,0.19167983595104876,0.24937035205076244,0.05769051609971369,0.05678352300123278,0.04945517290132864,0.0,6.408923689874859,True,960001,960002,fdcac1ae4c420e2e,89956912b15cda4b
5,failure,T_epsilon,0.20000000000000004,0.0225,2,MB-global-opt,0.26015142911013667,0.19109638989215982,0.24714385765462982,0.05604746776247,0.0577136699037961,0.0431163379662885,0.0,4.380495360181545,True,960002,960003,fdcac1ae4c420e2e,d0c573ca47d9e2e3
5,failure,T_epsilon,0.20000000000000004,0.0225,2,PS+GS,0.2610436510530103,0.19167983595104876,0.24799146850035977,0.05631163254931102,0.056830522528396765,0.04963089487628233,0.0,6.408923689874859,True,960002,960003,fdcac1ae4c420e2e,d0c573ca47d9e2e3
5,failure,T_epsilon,0.20000000000000004,0.0225,3,MB-global-opt,0.2639284256298473,0.19109638989215982,0.2507320043483549,0.059635614456195106,0.06113698764978323,0.04105434165176108,0.0,4.380495360181545,True,960003,960004,fdcac1ae4c420e2e,f98e7ec750628118
5,failure,T_epsilon,0.20000000000000004,0.0225,3,PS+GS,0.2633761348839834,0.19167983595104876,0.25020732813978425,0.058527492188735486,0.05807243280372598,0.05059415703695111,0.0,6.408923689874859,True,960003,960004,fdcac1ae4c420e2e,f98e7ec750628118
