pair,x,y,winner,best_learned,K_MB_global,K_best_learned,Delta_K_learned_vs_MB_global,Delta_I_AB,Delta_chi_BE,gain_source,MB_outage,learned_outage,Delta_outage,learned_K_p05,MB_K_p05,exploratory_ncut,repetitions
W0_Cn2,0.12,1e-15,PS+GS,PS+GS,0.02885619086328567,0.030005404947031387,0.0011492140837457178,0.001303973367906136,8.956061576510799e-05,Mixed/none,0.0,0.0,0.0,0.007688891586022266,0.007760477688958169,64,3
W0_Cn2,0.03,3.1622776601683794e-15,PS+GS,PS+GS,0.00829872407317979,0.009119348640279946,0.0008206245671001557,0.0008952260556636116,2.9840185780272838e-05,Mixed/none,0.0,0.0,0.0,0.0013453109963305055,0.0013302978293452674,64,3
W0_Cn2,0.0525,3.1622776601683794e-15,PS+GS,PS+GS,0.0081827659340152,0.009116623184946228,0.0009338572509310274,0.0010139914497105523,2.9434626294001093e-05,Mixed/none,0.0,0.0,0.0,0.00013173287019788482,0.00013160982577207502,64,3
W0_Cn2,0.075,3.1622776601683794e-15,PS+GS,PS+GS,0.01498277527989226,0.0160295805111063,0.0010468052312140406,0.0011534762510504448,4.8997207283879574e-05,Mixed/none,0.08333333333333333,0.0,0.08333333333333333,0.0001933772270618831,-2.3065664715958153e-05,64,3
W0_Cn2,0.0975,3.1622776601683794e-15,MB-global-opt,PS+GS,0.0184785148355882,0.017481089308159534,-0.0009974255274286664,-0.0010013817882746565,4.6112828567743125e-05,No positive gain,0.0,0.0,0.0,0.00016165806979860845,0.0001659894278874674,64,3
W0_Cn2,0.12,3.1622776601683794e-15,MB-global-opt,PS+GS,0.011855447274112621,0.010981348664692405,-0.0008740986094202159,-0.0008861426242790307,3.2263116355131516e-05,No positive gain,0.0,0.0,0.0,3.925173988351165e-05,3.065130671126756e-05,64,3
W0_Cn2,0.03,1e-14,PS+GS,PS+GS,0.004228771909687428,0.0043406107245782186,0.00011183881489079065,0.0001329153882953689,1.4430803989809796e-05,Mixed/none,0.041666666666666664,0.0,0.041666666666666664,1.228031299343346e-05,9.561199077516103e-06,64,3
W0_Cn2,0.0525,1e-14,PS+GS,PS+GS,0.010212660817896737,0.01085656339049493,0.0006439025725981928,0.0007140219079896787,3.441823999199636e-05,Mixed/none,0.125,0.08333333333333333,0.04166666666666667,3.95679603859526e-05,3.030034128230995e-05,64,3
W0_Cn2,0.075,1e-14,PS+GS,PS+GS,0.003962359743528086,0.004235502399732978,0.00027314265620489216,0.000301578187318869,1.3356621748034092e-05,Mixed/none,0.3333333333333333,0.16666666666666666,0.16666666666666666,3.5448629217190353e-12,-1.352967855861033e-07,64,3
W0_Cn2,0.0975,1e-14,PS+GS,PS+GS,0.010632491870695303,0.011149212469261672,0.0005167205985663684,0.0005800247315539825,3.430289640991499e-05,Mixed/none,0.375,0.25,0.125,2.872369009310206e-14,-6.530230874564798e-11,64,3
W0_Cn2,0.12,1e-14,MB-global-opt,PS+GS,0.007516818531359183,0.0066485944019285806,-0.0008682241294306024,-0.0008933925526320996,1.9501204430106417e-05,No positive gain,0.2916666666666667,0.125,0.16666666666666669,2.433379423886587e-12,-6.327408004954312e-11,64,3
