run_id,timestamp,distance_km,T_eff,eta_atm,eta_geo,chi_line,chi_hom,chi_tot,X_tot,epsilon_bg,epsilon_RIN_s,epsilon_mod,epsilon_ch,epsilon_det,eta_det,V_ele
20260501_224107,2026-05-01 22:41:07,19.0000000000,0.0000007992,0.1447386037,0.0310421114,1251269.5596024676,1.0260000000,2535073.1529337992,2535073.1529337992,0.0002000000,0.0001000000,0.0005000000,0.0008000000,0.0130000000,0.5000000000,0.1000000000
