run_id,timestamp,distance_km,T_eff,chi_tot,eta_atm,loss_total_db,SKR,status
20260501_224107,2026-05-01 22:41:07,19.0000000000,0.0000007992,2535073.1529337992,0.1447386037,60.9735122615,-0.0000002001,outage
