sample_id,distance_km,r_i,T_i
277,19.0000000000,27.3076682894,0.0000000000
278,19.0000000000,32.6941826393,0.0000000000
279,19.0000000000,70.0740154295,0.0000000000
280,19.0000000000,35.4451655826,0.0000000000
281,19.0000000000,56.8193807419,0.0000000000
282,19.0000000000,85.7556059143,0.0000000000
283,19.0000000000,20.2618548533,0.0000000000
284,19.0000000000,59.5873196921,0.0000000000
285,19.0000000000,124.6248510122,0.0000000000
286,19.0000000000,27.1526174295,0.0000000000
287,19.0000000000,97.9797405007,0.0000000000
288,19.0000000000,22.3453048985,0.0000000000
289,19.0000000000,162.7737623498,0.0000000000
290,19.0000000000,50.1481079059,0.0000000000
291,19.0000000000,49.2409130370,0.0000000000
292,19.0000000000,103.8496087684,0.0000000000
293,19.0000000000,149.5077399545,0.0000000000
294,19.0000000000,177.5871478138,0.0000000000
295,19.0000000000,116.9179765138,0.0000000000
296,19.0000000000,130.7354466047,0.0000000000
297,19.0000000000,104.1701223513,0.0000000000
298,19.0000000000,43.6442386801,0.0000000000
299,19.0000000000,107.3877802858,0.0000000000
300,19.0000000000,40.6324325836,0.0000000000
301,19.0000000000,98.9245677834,0.0000000000
302,19.0000000000,87.1246352791,0.0000000000
303,19.0000000000,59.4767753458,0.0000000000
304,19.0000000000,83.8192146132,0.0000000000
305,19.0000000000,94.4788852621,0.0000000000
306,19.0000000000,47.8794452012,0.0000000000
307,19.0000000000,64.3133977186,0.0000000000
308,19.0000000000,64.6697060943,0.0000000000
309,19.0000000000,33.3504024727,0.0000000000
310,19.0000000000,53.5308003450,0.0000000000
311,19.0000000000,100.7527776846,0.0000000000
312,19.0000000000,108.7355543102,0.0000000000
313,19.0000000000,75.3528052123,0.0000000000
314,19.0000000000,77.0413822839,0.0000000000
315,19.0000000000,62.7386236242,0.0000000000
316,19.0000000000,107.4322912571,0.0000000000
317,19.0000000000,63.3961717546,0.0000000000
318,19.0000000000,97.3623845235,0.0000000000
319,19.0000000000,79.5789340844,0.0000000000
320,19.0000000000,77.0633020452,0.0000000000
321,19.0000000000,168.5999525932,0.0000000000
322,19.0000000000,145.6696688332,0.0000000000
323,19.0000000000,97.1477301909,0.0000000000
324,19.0000000000,108.6358748946,0.0000000000
325,19.0000000000,38.2610871433,0.0000000000
326,19.0000000000,67.7168679734,0.0000000000
327,19.0000000000,113.5250209204,0.0000000000
328,19.0000000000,100.6028978525,0.0000000000
329,19.0000000000,48.3930995582,0.0000000000
330,19.0000000000,175.2911856420,0.0000000000
331,19.0000000000,19.4858938338,0.0000000000
332,19.0000000000,104.9515460028,0.0000000000
333,19.0000000000,30.8866656710,0.0000000000
334,19.0000000000,155.9190869877,0.0000000000
335,19.0000000000,29.2669200473,0.0000000000
336,19.0000000000,123.8992161132,0.0000000000
337,19.0000000000,42.3252813921,0.0000000000
338,19.0000000000,211.9452151445,0.0000000000
339,19.0000000000,75.6252156764,0.0000000000
340,19.0000000000,107.7847663161,0.0000000000
341,19.0000000000,98.4346385070,0.0000000000
342,19.0000000000,81.4090801272,0.0000000000
343,19.0000000000,119.4420998029,0.0000000000
344,19.0000000000,85.5637667666,0.0000000000
345,19.0000000000,164.6619812307,0.0000000000
346,19.0000000000,24.5752867754,0.0000000000
347,19.0000000000,230.2537557179,0.0000000000
348,19.0000000000,90.4989714529,0.0000000000
349,19.0000000000,54.0086057048,0.0000000000
350,19.0000000000,76.1776343329,0.0000000000
351,19.0000000000,110.8956654944,0.0000000000
352,19.0000000000,99.3065713016,0.0000000000
353,19.0000000000,143.7090886532,0.0000000000
354,19.0000000000,150.0484266202,0.0000000000
355,19.0000000000,96.7190005632,0.0000000000
356,19.0000000000,124.8004759865,0.0000000000
357,19.0000000000,81.5476974702,0.0000000000
358,19.0000000000,33.7326297008,0.0000000000
359,19.0000000000,73.3541112355,0.0000000000
