parameter_name,parameter_value,parameter_unit,scheme,mean_I_AB,std_I_AB,mean_chi_BE,std_chi_BE,mean_beta_I_AB,std_beta_I_AB,mean_K_raw,std_K_raw,mean_K_positive,std_K_positive,ci95_low,ci95_high,repetitions,ncut
link_distance,20.0,km,Uniform QAM,0.11604312247288506,0.004074695342108325,0.09420214466511423,0.0001388009363075901,0.1102409663492408,0.0038709605750029026,0.016038821684126577,0.0037321596386953124,0.016038821684126577,0.0037321596386953124,-0.017493302275097912,0.049570945643351065,2,24
link_distance,20.0,km,Maxwell-Boltzmann QAM,0.10751961660853482,0.004217277193756558,0.07656911577146197,4.822526776630687e-05,0.10214363577810806,0.00400641333406872,0.025574520006646097,0.004054638601835034,0.025574520006646097,0.004054638601835034,-0.010854962483046689,0.06200400249633888,2,24
link_distance,20.0,km,Binomial QAM,0.10537398163841316,0.004791040905096146,0.07681079498483412,5.042157178835489e-05,0.1001052825564925,0.004551488859841335,0.02329448757165838,0.004601910431629685,0.02329448757165838,0.004601910431629685,-0.018052037223995638,0.0646410123673124,2,24
link_distance,20.0,km,GS,0.11604270785287096,0.004076379604362982,0.09291364610989827,0.00013505243952038597,0.1102405724602274,0.003872560624144837,0.017326926350329137,0.0037375081846244464,0.017326926350329137,0.0037375081846244464,-0.016253252387484627,0.050907105088142904,2,24
link_distance,20.0,km,PS,0.1075196166085357,0.004217277193756558,0.07656911577146364,4.822526776646388e-05,0.10214363577810892,0.00400641333406873,0.025574520006645278,0.004054638601835194,0.025574520006645278,0.004054638601835194,-0.010854962483048937,0.06200400249633949,2,24
link_distance,20.0,km,PS+GS,0.10751836595195452,0.004218627014256694,0.07652545125362131,4.782016141929292e-05,0.10214244765435679,0.004007695663543851,0.025616996400735476,0.004055515824963152,0.025616996400735476,0.004055515824963152,-0.010820367626061707,0.06205436042753266,2,24
link_distance,24.0,km,Uniform QAM,0.035931240814812915,0.04314190349199779,0.031212616018467976,0.037154094073510745,0.034134678774072266,0.0409848083173979,0.0029220627556042905,0.003830714243887154,0.0029225161975964782,0.0038300729800720534,-0.03148932423095205,0.03733435662614501,2,24
link_distance,24.0,km,Maxwell-Boltzmann QAM,0.03693098134546324,0.045169912593347995,0.02518411995312303,0.03016521982081047,0.035084432278190074,0.04291141696368059,0.009900312325067048,0.012746197142870121,0.009900312325067048,0.012746197142870121,-0.10461972539573278,0.12442035004586688,2,24
link_distance,24.0,km,Binomial QAM,0.03651382926323743,0.04467936879251948,0.025264790331771425,0.030259852892852178,0.034688137800075555,0.0424454003528935,0.00942334746830413,0.012185547460041324,0.00942334746830413,0.012185547460041324,-0.10005945270579551,0.11890614764240377,2,24
link_distance,24.0,km,GS,0.0359313287255838,0.04314204068177783,0.03076627534683224,0.03663994068882304,0.03413476228930461,0.04098493864768893,0.0033684869424723696,0.004344997958865894,0.0033687112045725264,0.004344680804362326,-0.0356666970841441,0.04240411949328916,2,24
link_distance,24.0,km,PS,0.03693098134546413,0.045169912593347995,0.025184119953123862,0.030165219820810232,0.03508443227819092,0.042911416963680594,0.00990031232506706,0.012746197142870359,0.00990031232506706,0.012746197142870359,-0.1046197253957349,0.12442035004586903,2,24
link_distance,24.0,km,PS+GS,0.036930913716174185,0.04516984310672914,0.025169562304343585,0.03014813245056311,0.03508436803036547,0.04291135095139268,0.009914805726021889,0.012763218500829574,0.009914805726021889,0.012763218500829574,-0.10475816282847888,0.12458777428052267,2,24
link_distance,28.0,km,Uniform QAM,0.02991726872325562,0.007023364147034872,0.025075905931525366,0.006763153367505388,0.02842140528709284,0.006672195939683131,0.0033454993555674705,9.095742782225762e-05,0.0033454993555674705,9.095742782225762e-05,0.002528279289971784,0.004162719421163157,2,24
link_distance,28.0,km,Maxwell-Boltzmann QAM,0.02869319207075116,0.006591528355766864,0.02000309845650078,0.005496732275708638,0.027258532467213603,0.006261951937978525,0.007255434010712824,0.0007652196622698824,0.007255434010712824,0.0007652196622698824,0.00038020812132948025,0.014130659900096168,2,24
link_distance,28.0,km,Binomial QAM,0.028288710245727433,0.006312520468102908,0.02006923304927294,0.005513772115783913,0.02687427473344106,0.005996894444697765,0.006805041684168122,0.0004831223289138503,0.006805041684168122,0.0004831223289138503,0.0024643597763942928,0.01114572359194195,2,24
link_distance,28.0,km,GS,0.02991711693711041,0.007023128502057383,0.02469513568354892,0.006669661399910491,0.028421261090254887,0.006671972076954515,0.0037261254067059704,2.3106770440249573e-06,0.0037261254067059704,2.3106770440249573e-06,0.0037053647971471934,0.0037468860162647474,2,24
link_distance,28.0,km,PS,0.028693192070752938,0.006591528355766236,0.020003098456501722,0.00549673227570856,0.02725853246721529,0.006261951937977926,0.007255434010713568,0.0007652196622693648,0.007255434010713568,0.0007652196622693648,0.00038020812133487524,0.014130659900092261,2,24
link_distance,28.0,km,PS+GS,0.028693206448527242,0.006591339123808958,0.01999117965836572,0.005493656439597589,0.02725854612610088,0.0062617721676185125,0.007267366467735159,0.0007681157280209219,0.007267366467735159,0.0007681157280209219,0.00036612045993269365,0.014168612475537624,2,24
link_distance,32.0,km,Uniform QAM,0.009872276988514672,0.012512468155588123,0.008250812221092252,0.010240066697556862,0.009378663139088939,0.011886844747808717,0.0011278509179966866,0.001646778050251854,0.0011463944255982184,0.0016212465445099144,-0.013419927854757213,0.01571271670595365,2,24
link_distance,32.0,km,Maxwell-Boltzmann QAM,0.009830499393589154,0.012380969477169981,0.006574726643520157,0.008226980181867016,0.009338974423909695,0.011761921003311481,0.002764247780389539,0.003534940821444465,0.002764247780389539,0.003534940821444465,-0.028995935407979043,0.034524430968758124,2,24
link_distance,32.0,km,Binomial QAM,0.009995175917088428,0.012609794978250275,0.006596551090393199,0.008253481979960618,0.009495417121234008,0.011979305229337763,0.0028988660308408077,0.003725823249377143,0.0028988660308408077,0.003725823249377143,-0.030576327729078208,0.036374059790759826,2,24
link_distance,32.0,km,GS,0.009872395193098571,0.012512634016551153,0.008124924523455146,0.010089721394723064,0.009378775433443643,0.011887002315723597,0.0012538509099884966,0.0017972809210005324,0.0012624472961979775,0.0017853700880644237,-0.014778466518248658,0.017303361110644615,2,24
link_distance,32.0,km,PS,0.009830499393590486,0.012380969477169981,0.006574726643519768,0.008226980181866466,0.009338974423910962,0.011761921003311481,0.0027642477803911927,0.0035349408214450134,0.0027642477803911927,0.0035349408214450134,-0.028995935407982315,0.0345244309687647,2,24
link_distance,32.0,km,PS+GS,0.009830505708293247,0.012380981441569378,0.006570793684225862,0.008222201630553516,0.009338980422878585,0.011761932369490911,0.0027681867386527225,0.003539730738937394,0.0027681867386527225,0.003539730738937394,-0.029035032150938847,0.03457140562824429,2,24
