run,seed_channel,seed_awgn,Model,I_AB,chi_BE,raw_K
0,102026,202026,Uniform fixed QAM,0.10285365493994014,0.07650671614662574,0.021204256046317385
0,102026,202026,MB fixed QAM,0.11327695892224643,0.06210463313161663,0.045508477844517475
0,102026,202026,Learned PS fixed QAM,0.11162718027389218,0.06279331633383989,0.04325250492635768
0,102026,202026,Learned GS uniform probabilities,0.10285366357607906,0.07648624569304796,0.021224734704227144
0,102026,202026,Learned joint PS+GS,0.10949398379093456,0.06367224649088898,0.040347038110498834
