Model,H_X,I_AB_discrete,chi_BE,beta_times_I_AB,raw_SKR,clipped_SKR,w,Z,Tr_C,mean_transmittance,SKR_outage_probability,average_energy,peak_energy,minimum_pairwise_distance,trainable_parameters,training_time_seconds,Delta_I_AB_vs_PS,Delta_chi_BE_vs_PS,Delta_raw_K_vs_PS
Uniform fixed QAM,8.0,0.09434222706110261,0.07842238300205094,0.08962511570804747,0.011202732705996534,0.011202762472345288,0.02654334039790711,0.6908958916608529,1.40199957887296,0.06825557145069035,0.0078125,0.9999999999999997,2.6470588235294104,0.15339299776947307,0,0.0,2.509029075377367e-05,0.01474915843401993,-0.014725322657803843
MB fixed QAM,6.408923689874859,0.09431713677034807,0.06367322456802581,0.08960127993183066,0.02592805536380485,0.02592805536380485,3.538223971387477e-05,0.6986568482415697,1.4141975446013515,0.06825557145069035,0.0,0.9999999999999981,11.299365973906344,0.3169208239559887,0,0.0,-7.632783294297951e-16,-5.204170427930421e-15,4.472117121068209e-15
Learned PS fixed QAM,6.4089236898748645,0.09431713677034884,0.06367322456803101,0.0896012799318314,0.025928055363800377,0.025928055363800377,3.538223971385481e-05,0.6986568482415678,1.4141975446013473,0.06825557145069035,0.0,0.9999999999999978,11.299365973906337,0.3169208239559914,33536,0.0,0.0,0.0,0.0
Learned GS uniform probabilities,8.0,0.09434243563446686,0.0773431638860414,0.08962531385274351,0.012282149966702096,0.01228215467171378,0.024092909568941893,0.6915528769246372,1.4031570710817067,0.06825557145069035,0.00390625,0.9999999999999999,2.7032463045988204,0.13468848130451705,512,0.0,2.529886411802018e-05,0.013669939318010388,-0.013645905397098281
Learned joint PS+GS,6.4089236898748645,0.09431708334134499,0.06363676713096456,0.08960122917427774,0.025964462043313187,0.025964462043313187,2.4458202350523424e-05,0.6986704436415458,1.4142026386589597,0.06825557145069035,0.0,0.9999999999999981,11.208270851105539,0.3074940962901772,34048,0.0,-5.342900384619487e-08,-3.64574370664561e-05,3.640667951280985e-05
