H_km,T,s2I,Asci_dB,SKR
160.0,1.0,3.5778335849556697e-10,0.00031960665763198994,0.07469585183144617
180.0,0.8427967578367861,3.5778335849556697e-10,0.00031960665763198994,0.05057563327022385
200.0,0.6826653738477967,3.5778335849556697e-10,0.00031960665763198994,0.03345775112447591
220.0,0.5641862593783443,3.5778335849556697e-10,0.00031960665763198994,0.023509436437323436
240.0,0.474073176283192,3.5778335849556697e-10,0.00031960665763198994,0.017132758391138356
260.0,0.40394400819396253,3.5778335849556697e-10,0.00031960665763198994,0.01280184570270649
280.0,0.3482986601264268,3.5778335849556697e-10,0.00031960665763198994,0.009739467090489257
300.0,0.303406832821243,3.5778335849556697e-10,0.00031960665763198994,0.007507422228348562
320.0,0.2666661616592956,3.5778335849556697e-10,0.00031960665763198994,0.0058412599273390264
340.0,0.23621639233487773,3.5778335849556697e-10,0.00031960665763198994,0.004573175438401578
360.0,0.2106991894591965,3.5778335849556697e-10,0.00031960665763198994,0.0035924387108830017
380.0,0.18910398167528988,3.5778335849556697e-10,0.00031960665763198994,0.002823626615724474
400.0,0.17066634346194917,3.5778335849556697e-10,0.00031960665763198994,0.0022139907555714586
420.0,0.15479940450063417,3.5778335849556697e-10,0.00031960665763198994,0.0017258046312972203
440.0,0.14104656484458614,3.5778335849556697e-10,0.00031960665763198994,0.0013315593642499075
460.0,0.12904827482945117,3.5778335849556697e-10,0.00031960665763198994,0.0010108554455666614
480.0,0.11851829407079803,3.5778335849556697e-10,0.00031960665763198994,0.0007483389690031636
500.0,0.10922645981564746,3.5778335849556697e-10,0.00031960665763198994,0.0005323000365542209
520.0,0.10098600204849065,3.5778335849556697e-10,0.00031960665763198994,0.0003537017131154084
540.0,0.09364408420408729,3.5778335849556697e-10,0.00031960665763198994,0.00020549523571707778
560.0,0.08707466503160674,3.5778335849556697e-10,0.00031960665763198994,8.212935275054428e-05
580.0,0.08117305277619459,3.5778335849556697e-10,0.00031960665763198994,-2.080632166484922e-05
