parameter_name,parameter_value,parameter_unit,repetition,seed,Delta_K_PS_vs_Uniform,Delta_K_GS_vs_Uniform,Delta_K_PS+GS_vs_PS
aperture_radius,0.18,m,1,303026,0.013447923997330184,0.0009822119562165124,3.3052642723758324e-05
aperture_radius,0.18,m,2,304026,0.013068359517558678,0.0009611413517475863,3.231651658694781e-05
aperture_radius,0.18,m,3,305026,0.012681709147823576,0.000926556216051002,3.108740190953599e-05
aperture_radius,0.18,m,4,306026,0.012205391524294154,0.0008954215915758599,2.9966238453520144e-05
aperture_radius,0.19,m,0,302026,0.0136783726177952,0.0009954610179428672,3.3534811894764954e-05
aperture_radius,0.19,m,1,303026,0.014527442180784453,0.001056648165943119,3.57306515739661e-05
aperture_radius,0.19,m,2,304026,0.013351333327582392,0.0009726728579972383,3.268535170334805e-05
aperture_radius,0.19,m,3,305026,0.014351937020469193,0.0010433303739917736,3.523441420946044e-05
aperture_radius,0.19,m,4,306026,0.013866572083284285,0.0010235169322857784,3.444597797489998e-05
aperture_radius,0.19999999999999998,m,0,302026,0.01577281207591565,0.001154164493231507,3.914696123792638e-05
aperture_radius,0.19999999999999998,m,1,303026,0.014339857026206814,0.0010535256974479757,3.557868354324423e-05
aperture_radius,0.19999999999999998,m,2,304026,0.014677435954711635,0.0010634945896176203,3.5910737384917124e-05
aperture_radius,0.19999999999999998,m,3,305026,0.01497898865998413,0.0010967822644841856,3.707497589021391e-05
aperture_radius,0.19999999999999998,m,4,306026,0.014384530012517079,0.0010466153687623617,3.540004084691406e-05
aperture_radius,0.21,m,0,302026,0.015095829277161119,0.0011146988300647417,3.778943812533797e-05
aperture_radius,0.21,m,1,303026,0.016554554106271754,0.0012095430664963575,4.109409544395329e-05
aperture_radius,0.21,m,2,304026,0.01563871101514449,0.0011474356996987404,3.892042931552542e-05
aperture_radius,0.21,m,3,305026,0.015902342898282847,0.0011511651185332622,3.914875032734466e-05
aperture_radius,0.21,m,4,306026,0.01610728449753626,0.001174140653410304,3.988281752748818e-05
aperture_radius,0.21999999999999997,m,0,302026,0.0163744824571099,0.001197838291545978,4.072447921694977e-05
aperture_radius,0.21999999999999997,m,1,303026,0.01620508065324689,0.0011787311151817484,4.003130008725653e-05
aperture_radius,0.21999999999999997,m,2,304026,0.016295771635085582,0.0011924930381620024,4.062446653574012e-05
aperture_radius,0.21999999999999997,m,3,305026,0.01610735204732547,0.0011700371519836727,3.97339153658631e-05
aperture_radius,0.21999999999999997,m,4,306026,0.01708169114091085,0.0012425002771978486,4.235768429396505e-05
aperture_radius,0.22999999999999998,m,0,302026,0.0173558869958042,0.001267269808768328,4.3242765733246535e-05
aperture_radius,0.22999999999999998,m,1,303026,0.017119364687310457,0.001241725586273678,4.2358539285140134e-05
aperture_radius,0.22999999999999998,m,2,304026,0.01730874168253834,0.0012475192106950125,4.254004742055423e-05
aperture_radius,0.22999999999999998,m,3,305026,0.016583269218980234,0.0012085294417431905,4.110382181371497e-05
aperture_radius,0.22999999999999998,m,4,306026,0.016722816926582233,0.0012204098545328217,4.154889586144295e-05
aperture_radius,0.24,m,0,302026,0.01842491129855886,0.0013500534300900317,4.621474829055727e-05
aperture_radius,0.24,m,1,303026,0.01771431258560421,0.00128591888166198,4.3971017167833415e-05
aperture_radius,0.24,m,2,304026,0.018491974670049302,0.0013538571986203719,4.629298901794032e-05
aperture_radius,0.24,m,3,305026,0.018474164832726736,0.0013478171997223665,4.614189436049493e-05
aperture_radius,0.24,m,4,306026,0.017852523108829593,0.0013131873607160251,4.4908688396780305e-05
aperture_radius,0.24999999999999997,m,0,302026,0.01965288073517696,0.0014164302303295434,4.8642568873692726e-05
aperture_radius,0.24999999999999997,m,1,303026,0.018791598483867588,0.0013721719776239698,4.693884722896391e-05
aperture_radius,0.24999999999999997,m,2,304026,0.0185653761215043,0.0013361011877487585,4.567352289232274e-05
aperture_radius,0.24999999999999997,m,3,305026,0.018665947501044933,0.0013587233177249115,4.6515358201569545e-05
aperture_radius,0.24999999999999997,m,4,306026,0.018654547232484487,0.0013609394967178147,4.659735015263844e-05
aperture_radius,0.26,m,0,302026,0.01929732252667955,0.0013906055154978489,4.772057282221437e-05
