T,epsilon,SNR_dB,scheme,mean_I_AB,mean_chi_BE,mean_K_raw,std_K_raw,ci95_low,ci95_high,mean_K_positive,mean_entropy,outage_probability,repetitions
6.812920690579608e-05,0.0,-38.65636671002686,PS+GS,0.00010026297437774427,6.81568020843848e-05,2.7093023574472252e-05,4.279034773091743e-06,1.6463311924875762e-05,3.772273522406874e-05,2.7093023574472252e-05,6.408923689874858,0.0,3
0.0001,0.0,-36.98970004336019,GS,0.00014564635592565858,0.00013072988053997037,7.63415758940529e-06,2.7873815737992304e-06,7.099179049784445e-07,1.4558397273832136e-05,7.63415758940529e-06,8.0,0.0,3
0.0001,0.0,-36.98970004336019,MB-fixed,0.0001407651609254638,0.00010005687924752316,3.367002363166745e-05,8.472203867532952e-06,1.2623902502952658e-05,5.4716144760382246e-05,3.367002363166745e-05,6.408923689874861,0.0,3
0.0001,0.0,-36.98970004336019,MB-global-opt,0.0001343583694399797,9.999114053527158e-05,2.7649310432709123e-05,1.4695799797889483e-05,-8.857080049108621e-06,6.415570091452687e-05,2.7649310432709123e-05,4.7380473561634675,0.0,3
0.0001,0.0,-36.98970004336019,PS,0.00014076516092635197,0.00010005687924752316,3.367002363251122e-05,8.472203866589588e-06,1.2623902506139874e-05,5.4716144758882564e-05,3.367002363251122e-05,6.408923689874858,0.0,3
0.0001,0.0,-36.98970004336019,PS+GS,0.0001407655166101307,0.00010003672411196263,3.369051666766154e-05,8.472264062893116e-06,1.264424600538249e-05,5.473678732994059e-05,3.369051666766154e-05,6.408923689874858,0.0,3
0.0001467799267622069,0.0,-35.32303337669352,GS,0.00021150339932448267,0.000190614164688796,1.0314064669462522e-05,1.6441370408502764e-06,6.229801843051371e-06,1.4398327495873673e-05,1.0314064669462522e-05,8.0,0.0,3
0.0001467799267622069,0.0,-35.32303337669352,MB-fixed,0.0002104679679690117,0.00014685527283964106,5.308929673092006e-05,4.7192153059575915e-06,4.1366116019666717e-05,6.48124774421734e-05,5.308929673092006e-05,6.408923689874861,0.0,3
0.0001467799267622069,0.0,-35.32303337669352,MB-global-opt,0.00020455328512862062,0.00014676061333718238,4.756500753500721e-05,9.820699047254441e-06,2.3169038676274238e-05,7.196097639374017e-05,4.756500753500721e-05,4.7380473561634675,0.0,3
0.0001467799267622069,0.0,-35.32303337669352,PS,0.00021046796797049203,0.00014685527283964106,5.3089296732326345e-05,4.719215305892919e-06,4.136611602123365e-05,6.481247744341903e-05,5.3089296732326345e-05,6.408923689874858,0.0,3
0.0001467799267622069,0.0,-35.32303337669352,PS+GS,0.00021046809127896657,0.00014682627393414194,5.311841278087629e-05,4.71941966016278e-06,4.139472442563529e-05,6.484210113611729e-05,5.311841278087629e-05,6.408923689874858,0.0,3
0.00021544346900318823,0.0,-33.65636671002686,GS,0.0003118962745070064,0.0002779139441921874,1.8387516589468673e-05,1.0212031950442694e-06,1.585070722133071e-05,2.0924325957606635e-05,1.8387516589468673e-05,8.0,0.0,3
0.00021544346900318823,0.0,-33.65636671002686,MB-fixed,0.00031080103028665224,0.0002155377867147923,7.972319205752733e-05,5.873162595591337e-06,6.513344736675824e-05,9.431293674829643e-05,7.972319205752733e-05,6.408923689874861,0.0,3
0.00021544346900318823,0.0,-33.65636671002686,MB-global-opt,0.0003011300855977339,0.00021540153279886454,7.067204851898266e-05,1.2756239850789542e-05,3.8983792045896645e-05,0.00010236030499206867,7.067204851898266e-05,4.7380473561634675,0.0,3
0.00021544346900318823,0.0,-33.65636671002686,PS,0.0003108010302878365,0.0002155377867147923,7.972319205865236e-05,5.87316259650662e-06,6.513344736560958e-05,9.431293675169513e-05,7.972319205865236e-05,6.408923689874858,0.0,3
0.00021544346900318823,0.0,-33.65636671002686,PS+GS,0.00031080163820688494,0.00021549608006621312,7.976547623032756e-05,5.873417335671981e-06,6.517509873011745e-05,9.435585373053767e-05,7.976547623032756e-05,6.408923689874858,0.0,3
0.00031622776601683794,0.0,-31.989700043360187,GS,0.0004566629224343662,0.0004051699233635908,2.8659852949057068e-05,5.58861702992083e-06,1.4776958628672654e-05,4.254274726944148e-05,2.8659852949057068e-05,8.0,0.0,3
0.00031622776601683794,0.0,-31.989700043360187,MB-fixed,0.00045147458291072695,0.00031633299873656817,0.0001125678550286224,2.538929228601162e-06,0.00010626080518446724,0.00011887490487277757,0.0001125678550286224,6.408923689874861,0.0,3
0.00031622776601683794,0.0,-31.989700043360187,MB-global-opt,0.00045271052544452556,0.00031613694675369786,0.00011393805241860138,1.5435001435128692e-05,7.559538327315288e-05,0.00015228072156404988,0.00011393805241860138,4.7380473561634675,0.0,3
0.00031622776601683794,0.0,-31.989700043360187,PS,0.00045147458291161513,0.00031633299873656817,0.00011256785502946618,2.5389292285999065e-06,0.00010626080518531414,0.00011887490487361823,0.00011256785502946618,6.408923689874858,0.0,3
0.00031622776601683794,0.0,-31.989700043360187,PS+GS,0.0004514748034800675,0.000316273040120052,0.00011262802318601216,2.5390848168918926e-06,0.00010632058683911648,0.00011893545953290783,0.00011262802318601216,6.408923689874858,0.0,3
0.00046415888336127773,0.0,-30.323033376693523,GS,0.000657963527483337,0.0005906513047404527,3.441404636871736e-05,8.283720278485969e-06,1.3836144431594425e-05,5.499194830584029e-05,3.441404636871736e-05,8.0,0.0,3
0.00046415888336127773,0.0,-30.323033376693523,MB-fixed,0.0006490142680997124,0.0004642445313038923,0.00015231902339083445,3.0273477536891e-05,7.711553617654897e-05,0.00022752251060511995,0.00015231902339083445,6.408923689874861,0.0,3
