fading_distribution,repetition,scheme,target_mean_T,sample_mean_T,sample_variance_T,deep_fade_probability_T_lt_0.1mean,epsilon,I_AB,chi_BE,beta_I_AB,K_raw_mean,K_raw_median,K_raw_p05,outage_probability,entropy,finite,channel_seed,awgn_seed
lognormal_heavy_tail,8,PS+GS,1.2115276586e-05,1.2115276586e-05,2.5778318899371266e-10,0.109375,0.025,1.7529751214925837e-05,1.583542724249709e-05,1.665326365417954e-05,8.178364116824537e-07,1.8756385655738186e-07,-2.4919710073234803e-09,0.109375,6.408923689874859,True,1300008,1300009
deterministic,9,MB-fixed,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.748044184332609e-05,1.6016495482329418e-05,1.6606419751159784e-05,5.899242688303657e-07,5.86266585456129e-07,2.67982279764654e-07,0.0,6.408923689874861,True,1250009,1250010
deterministic,9,MB-global-opt,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.748629857106776e-05,1.578171546512408e-05,1.6611983642514372e-05,8.302681773902916e-07,8.571413451674552e-07,2.3205571106243939e-07,0.0,4.7380473561634675,True,1250009,1250010
deterministic,9,PS,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7480441844658356e-05,1.6016495482329418e-05,1.6606419752425438e-05,5.899242700960199e-07,5.862665862998991e-07,2.6798228157875936e-07,0.0,6.408923689874859,True,1250009,1250010
deterministic,9,GS,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7484465986483677e-05,2.558754243286998e-05,1.6610242687159494e-05,-8.977299745710489e-06,-8.984653580701442e-06,-9.09944109526828e-06,1.0,8.0,True,1250009,1250010
deterministic,9,PS+GS,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.74804404312473e-05,1.5973224624765692e-05,1.6606418409684937e-05,6.33193784919244e-07,6.295269414646754e-07,3.1124545143201814e-07,0.0,6.408923689874859,True,1250009,1250010
beta_low_variance,9,MB-fixed,1.2115276586e-05,2.165626298687813e-05,2.3513874826153116e-08,0.90625,0.025,3.1822671916773015e-05,2.6822191284775476e-05,3.0231538320934364e-05,3.4093470361588865e-06,-2.7513546996260637e-13,-2.715935225605647e-09,0.90625,6.408923689874861,True,1260009,1260010
beta_low_variance,9,MB-global-opt,1.2115276586e-05,2.165626298687813e-05,2.3513874826153116e-08,0.90625,0.025,3.2250042623388486e-05,2.6521543269861225e-05,3.063754049221906e-05,4.1159972223578345e-06,-3.1033398073532226e-11,-1.1239785546734997e-10,0.890625,4.7380473561634675,True,1260009,1260010
beta_low_variance,9,PS,1.2115276586e-05,2.165626298687813e-05,2.3513874826153116e-08,0.90625,0.025,3.1822671918160794e-05,2.6822191284775476e-05,3.023153832225275e-05,3.409347037477278e-06,-2.7386981571453374e-13,-2.7159345084015762e-09,0.90625,6.408923689874859,True,1260009,1260010
beta_low_variance,9,GS,1.2115276586e-05,2.165626298687813e-05,2.3513874826153116e-08,0.90625,0.025,3.1309401923668156e-05,3.87814662783717e-05,2.9743931827484748e-05,-9.037534450886955e-06,-1.9742874002304237e-12,-6.794770174733955e-06,1.0,8.0,True,1260009,1260010
beta_low_variance,9,PS+GS,1.2115276586e-05,2.165626298687813e-05,2.3513874826153116e-08,0.90625,0.025,3.182267778545356e-05,2.676682177273418e-05,3.0231543896180876e-05,3.4647221234466997e-06,-2.6409985309783236e-13,-2.289528375776264e-09,0.90625,6.408923689874859,True,1260009,1260010
beta_medium_variance,9,MB-fixed,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4441364770689802e-12,1.6424639426304566e-12,1.3719296532155311e-12,-2.705342894149255e-13,-2.68807198722243e-13,-2.936140219844675e-13,1.0,6.408923689874861,True,1270009,1270010
beta_medium_variance,9,MB-global-opt,1.2115276586e-05,1e-12,0.0,1.0,0.025,-3.097277989638769e-11,1.602717958348876e-12,-2.9424140901568305e-11,-3.102685885991718e-11,-3.102327283954764e-11,-3.106592538770769e-11,1.0,4.7380473561634675,True,1270009,1270010
beta_medium_variance,9,PS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4456214003644163e-12,1.6424639426304566e-12,1.3733403303461954e-12,-2.6912361228426114e-13,-2.679634292235278e-13,-2.9251712163613777e-13,1.0,6.408923689874859,True,1270009,1270010
beta_medium_variance,9,GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4433454431639348e-12,3.3428815271463463e-12,1.3711781710057379e-12,-1.9717033561406085e-12,-1.9713342069849205e-12,-1.9841595033653904e-12,1.0,8.0,True,1270009,1270010
beta_medium_variance,9,PS+GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4455381336375694e-12,1.6326939800137552e-12,1.3732612269556909e-12,-2.594327530580643e-13,-2.5819346660682645e-13,-2.827471590194364e-13,1.0,6.408923689874859,True,1270009,1270010
beta_high_variance,9,MB-fixed,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.443845043525016e-12,1.6424639426304566e-12,1.3716527913487653e-12,-2.7081115128169136e-13,-2.68807198722243e-13,-2.932765141849814e-13,1.0,6.408923689874861,True,1280009,1280010
beta_high_variance,9,MB-global-opt,1.2115276586e-05,1e-12,0.0,1.0,0.025,-3.0971433750970334e-11,1.602717958348876e-12,-2.942286206342182e-11,-3.102558002177069e-11,-3.102242907004893e-11,-3.106702228805602e-11,1.0,4.7380473561634675,True,1280009,1280010
beta_high_variance,9,PS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4452189445179897e-12,1.6424639426304566e-12,1.37295799729209e-12,-2.6950594533836647e-13,-2.6711965972481276e-13,-2.928968179105596e-13,1.0,6.408923689874859,True,1280009,1280010
beta_high_variance,9,GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.444150354856788e-12,3.3428815271463463e-12,1.3719428371139485e-12,-1.9709386900323982e-12,-1.971756091734278e-12,-1.9801937867214292e-12,1.0,8.0,True,1280009,1280010
beta_high_variance,9,PS+GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4452467000936053e-12,1.6326939800137552e-12,1.372984365088925e-12,-2.597096149248302e-13,-2.573496971081114e-13,-2.831268552938582e-13,1.0,6.408923689874859,True,1280009,1280010
deep_fade_mixture,9,MB-fixed,1.2115276586e-05,1.2609983713261667e-05,4.3508469646842827e-11,0.21875,0.025,1.8168381671485045e-05,1.660554964211941e-05,1.7259962587910793e-05,6.544129457913819e-07,7.69918610621366e-07,-9.594944114788012e-09,0.21875,6.408923689874861,True,1290009,1290010
deep_fade_mixture,9,MB-global-opt,1.2115276586e-05,1.2609983713261667e-05,4.3508469646842827e-11,0.21875,0.025,1.8131303204285687e-05,1.6365508781285287e-05,1.7224738044071404e-05,8.592292627861146e-07,9.320847961458136e-07,-7.3160615299272545e-09,0.125,4.7380473561634675,True,1290009,1290010
deep_fade_mixture,9,PS,1.2115276586e-05,1.2609983713261667e-05,4.3508469646842827e-11,0.21875,0.025,1.8168381672609146e-05,1.660554964211941e-05,1.7259962588978688e-05,6.544129468592776e-07,7.699186118870196e-07,-9.594943397583947e-09,0.21875,6.408923689874859,True,1290009,1290010
deep_fade_mixture,9,GS,1.2115276586e-05,1.2609983713261667e-05,4.3508469646842827e-11,0.21875,0.025,1.8200655218514328e-05,2.6380293235164776e-05,1.729062245758861e-05,-9.089670777576166e-06,-1.1549021878920487e-05,-1.1713599345311022e-05,1.0,8.0,True,1290009,1290010
deep_fade_mixture,9,PS+GS,1.2115276586e-05,1.2609983713261667e-05,4.3508469646842827e-11,0.21875,0.025,1.816837908923119e-05,1.656131068231148e-05,1.7259960134769628e-05,6.98649452458149e-07,8.262286044446989e-07,-8.502796720044608e-09,0.203125,6.408923689874859,True,1290009,1290010
lognormal_heavy_tail,9,MB-fixed,1.2115276586e-05,1.2115276586000002e-05,2.850840963045173e-10,0.15625,0.025,1.74926379721968e-05,1.5860872285895777e-05,1.661800607358696e-05,7.571337876911824e-07,1.961570273101284e-07,-1.2610813813207512e-08,0.1875,6.408923689874861,True,1300009,1300010
lognormal_heavy_tail,9,MB-global-opt,1.2115276586e-05,1.2115276586000002e-05,2.850840963045173e-10,0.15625,0.025,1.756689967903624e-05,1.5636447032434803e-05,1.6688554695084427e-05,1.0521076626496253e-06,3.2042578550495125e-07,-9.125434001777669e-09,0.078125,4.7380473561634675,True,1300009,1300010
lognormal_heavy_tail,9,PS,1.2115276586e-05,1.2115276586000002e-05,2.850840963045173e-10,0.15625,0.025,1.749263797333478e-05,1.5860872285895777e-05,1.661800607466804e-05,7.57133788772262e-07,1.9615702815389773e-07,-1.26108114084645e-08,0.1875,6.408923689874859,True,1300009,1300010
lognormal_heavy_tail,9,GS,1.2115276586e-05,1.2115276586000002e-05,2.850840963045173e-10,0.15625,0.025,1.748302421843151e-05,2.4984019079691416e-05,1.6608873007509932e-05,-8.375146072181484e-06,-4.6869969072105284e-06,-2.5732432359948378e-05,1.0,8.0,True,1300009,1300010
lognormal_heavy_tail,9,PS+GS,1.2115276586e-05,1.2115276586000002e-05,2.850840963045173e-10,0.15625,0.025,1.7492640131025472e-05,1.5819513416115427e-05,1.6618008124474196e-05,7.984947083587703e-07,2.2110128554686458e-07,-9.407181760234812e-09,0.125,6.408923689874859,True,1300009,1300010
