fading_distribution,repetition,scheme,target_mean_T,sample_mean_T,sample_variance_T,deep_fade_probability_T_lt_0.1mean,epsilon,I_AB,chi_BE,beta_I_AB,K_raw_mean,K_raw_median,K_raw_p05,outage_probability,entropy,finite,channel_seed,awgn_seed
deep_fade_mixture,5,PS+GS,1.2115276586e-05,1.3104690840523332e-05,3.878469294232846e-11,0.1875,0.025,1.890041153795874e-05,1.7210257059974143e-05,1.79553909610608e-05,7.451339010866576e-07,8.668037191128506e-07,-7.204034095931176e-09,0.1875,6.408923689874859,True,1290005,1290006
lognormal_heavy_tail,5,MB-fixed,1.2115276586e-05,1.2115276585999999e-05,2.42115790353035e-10,0.109375,0.025,1.7491402005992418e-05,1.587613069790883e-05,1.6616831905692796e-05,7.407012077839665e-07,2.3593628424301e-07,-1.8985645173774684e-08,0.109375,6.408923689874861,True,1300005,1300006
lognormal_heavy_tail,5,MB-global-opt,1.2115276586e-05,1.2115276585999999e-05,2.42115790353035e-10,0.109375,0.025,1.7547404415910184e-05,1.565069110577577e-05,1.6670034195114677e-05,1.019343089338903e-06,3.512220047019454e-07,-1.4803945087571461e-08,0.09375,4.7380473561634675,True,1300005,1300006
lognormal_heavy_tail,5,PS,1.2115276586e-05,1.2115276585999999e-05,2.42115790353035e-10,0.109375,0.025,1.7491402007394075e-05,1.5876130697943525e-05,1.661683190702437e-05,7.407012090808457e-07,2.3593628466489466e-07,-1.8985644330005142e-08,0.109375,6.408923689874859,True,1300005,1300006
lognormal_heavy_tail,5,GS,1.2115276586e-05,1.2115276585999999e-05,2.42115790353035e-10,0.109375,0.025,1.7489023620254063e-05,2.504315367560933e-05,1.661457243924136e-05,-8.428581236367972e-06,-4.7372391827060775e-06,-3.045946501494257e-05,1.0,8.0,True,1300005,1300006
lognormal_heavy_tail,5,PS+GS,1.2115276586e-05,1.2115276585999999e-05,2.42115790353035e-10,0.109375,0.025,1.7491405324268627e-05,1.5834584532119916e-05,1.6616835058055197e-05,7.822505259352793e-07,2.558808627428629e-07,-1.2241820641634585e-08,0.109375,6.408923689874859,True,1300005,1300006
deterministic,6,MB-fixed,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7483132340637142e-05,1.6016495482329418e-05,1.6608975723605286e-05,5.924802412758662e-07,5.783581195739619e-07,3.5606991986014556e-07,0.0,6.408923689874861,True,1250006,1250007
deterministic,6,MB-global-opt,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7483346519700516e-05,1.578171546512408e-05,1.660917919371549e-05,8.274637285914093e-07,8.33062529181916e-07,3.611303900452615e-07,0.0,4.7380473561634675,True,1250006,1250007
deterministic,6,PS,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.748313234190002e-05,1.6016495482329418e-05,1.6608975724805017e-05,5.924802424756011e-07,5.783581208396154e-07,3.5606991998671107e-07,0.0,6.408923689874859,True,1250006,1250007
deterministic,6,GS,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.749460000309566e-05,2.558754243286998e-05,1.6619870002940876e-05,-8.967672429929105e-06,-8.966989877978727e-06,-9.137698224341852e-06,1.0,8.0,True,1250006,1250007
deterministic,6,PS+GS,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7483130909851097e-05,1.5973224624765692e-05,1.660897436435854e-05,6.357497395928496e-07,6.216293260363767e-07,3.993483726572042e-07,0.0,6.408923689874859,True,1250006,1250007
beta_low_variance,6,MB-fixed,1.2115276586e-05,4.2955132619336975e-06,5.901139538695242e-10,0.953125,0.025,6.147390794547514e-06,5.483551521908575e-06,5.840021254820137e-06,3.564697329115629e-07,-2.730260462158186e-13,-4.2210639206174985e-10,0.953125,6.408923689874861,True,1260006,1260007
beta_low_variance,6,MB-global-opt,1.2115276586e-05,4.2955132619336975e-06,5.901139538695242e-10,0.953125,0.025,6.1604068126996925e-06,5.413282274484288e-06,5.8523864720647075e-06,4.3910419758041973e-07,-3.10346637277803e-11,-4.0029981551725764e-11,0.9375,4.7380473561634675,True,1260006,1260007
beta_low_variance,6,PS,1.2115276586e-05,4.2955132619336975e-06,5.901139538695242e-10,0.953125,0.025,6.14739079582427e-06,5.483551521908575e-06,5.840021256033056e-06,3.5646973412448134e-07,-2.7133850721838826e-13,-4.2210457795732737e-10,0.953125,6.408923689874859,True,1260006,1260007
beta_low_variance,6,GS,1.2115276586e-05,4.2955132619336975e-06,5.901139538695242e-10,0.953125,0.025,6.1825780554719545e-06,8.315847506056712e-06,5.8734491526983574e-06,-2.442398353358355e-06,-1.9751311697291387e-12,-5.66186662307455e-07,1.0,8.0,True,1260006,1260007
beta_low_variance,6,PS+GS,1.2115276586e-05,4.2955132619336975e-06,5.901139538695242e-10,0.953125,0.025,6.147391569497063e-06,5.470605096452585e-06,5.840021991022209e-06,3.6941689456962393e-07,-2.615685446016869e-13,-4.024470046104514e-10,0.953125,6.408923689874859,True,1260006,1260007
beta_medium_variance,6,MB-fixed,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4443307660982896e-12,1.6424639426304566e-12,1.3721142277933751e-12,-2.703497148370816e-13,-2.7133850721838826e-13,-2.936140219844675e-13,1.0,6.408923689874861,True,1270006,1270007
beta_medium_variance,6,MB-global-opt,1.2115276586e-05,1e-12,0.0,1.0,0.025,-3.09752778981931e-11,1.602717958348876e-12,-2.942651400328344e-11,-3.102923196163232e-11,-3.103002299553736e-11,-3.1077189710515534e-11,1.0,4.7380473561634675,True,1270006,1270007
beta_medium_variance,6,PS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4454548669107226e-12,1.6424639426304566e-12,1.3731821235651862e-12,-2.692818190652702e-13,-2.68807198722243e-13,-2.928968179105596e-13,1.0,6.408923689874859,True,1270006,1270007
beta_medium_variance,6,GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4439560658274786e-12,3.3428815271463463e-12,1.3717582625361047e-12,-1.971123264610242e-12,-1.970912322235563e-12,-1.982345398943153e-12,1.0,8.0,True,1270006,1270007
beta_medium_variance,6,PS+GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4455520114253773e-12,1.6326939800137552e-12,1.3732744108541083e-12,-2.5941956915964693e-13,-2.590372361055416e-13,-2.8228308579514304e-13,1.0,6.408923689874859,True,1270006,1270007
beta_high_variance,6,MB-fixed,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4424156313808112e-12,1.6424639426304566e-12,1.3702948498117706e-12,-2.7216909281868603e-13,-2.7133850721838826e-13,-2.9580782268112687e-13,1.0,6.408923689874861,True,1280006,1280007
beta_high_variance,6,MB-global-opt,1.2115276586e-05,1e-12,0.0,1.0,0.025,-3.097810896690589e-11,1.602717958348876e-12,-2.942920351856059e-11,-3.103192147690947e-11,-3.102580414804379e-11,-3.107883506103803e-11,1.0,4.7380473561634675,True,1280006,1280007
beta_high_variance,6,PS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.443706265646938e-12,1.6424639426304566e-12,1.371520952364591e-12,-2.709429902658656e-13,-2.7133850721838826e-13,-2.955546918315123e-13,1.0,6.408923689874859,True,1280006,1280007
beta_high_variance,6,GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4428180872272378e-12,3.3428815271463463e-12,1.3706771828658759e-12,-1.9722043442804703e-12,-1.971756091734278e-12,-1.9852564037137198e-12,1.0,8.0,True,1280006,1280007
beta_high_variance,6,PS+GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4436507544957067e-12,1.6326939800137552e-12,1.3714682167709213e-12,-2.6122576324283395e-13,-2.615685446016869e-13,-2.8578472921481093e-13,1.0,6.408923689874859,True,1280006,1280007
deep_fade_mixture,6,MB-fixed,1.2115276586e-05,1.1620569458738333e-05,5.146430409655123e-11,0.28125,0.025,1.6764542860425724e-05,1.530420512917824e-05,1.5926315717404436e-05,6.221105882261982e-07,7.282054053092662e-07,-9.254457387086753e-09,0.28125,6.408923689874861,True,1290006,1290007
deep_fade_mixture,6,MB-global-opt,1.2115276586e-05,1.1620569458738333e-05,5.146430409655123e-11,0.28125,0.025,1.671995624497047e-05,1.5082893724843727e-05,1.5883958432721944e-05,8.010647078782176e-07,8.853154864763013e-07,-5.134593663580502e-09,0.15625,4.7380473561634675,True,1290006,1290007
deep_fade_mixture,6,PS,1.2115276586e-05,1.1620569458738333e-05,5.146430409655123e-11,0.28125,0.025,1.6764542861591458e-05,1.530420512917824e-05,1.5926315718511884e-05,6.221105893336455e-07,7.2820540741869e-07,-9.254457387086753e-09,0.28125,6.408923689874859,True,1290006,1290007
deep_fade_mixture,6,GS,1.2115276586e-05,1.1620569458738333e-05,5.146430409655123e-11,0.28125,0.025,1.6766279495594727e-05,2.431652897198766e-05,1.592796552081499e-05,-8.38856345117267e-06,-1.1504485207392003e-05,-1.1729814085030821e-05,1.0,8.0,True,1290006,1290007
deep_fade_mixture,6,PS+GS,1.2115276586e-05,1.1620569458738333e-05,5.146430409655123e-11,0.28125,0.025,1.6764542871833266e-05,1.5263417926986156e-05,1.5926315728241602e-05,6.628978012554454e-07,7.845344767609651e-07,-8.162568987390973e-09,0.265625,6.408923689874859,True,1290006,1290007
lognormal_heavy_tail,6,MB-fixed,1.2115276586e-05,1.2115276585999999e-05,3.535636211922994e-10,0.15625,0.025,1.7378213260629827e-05,1.5840780238998015e-05,1.6509302597598333e-05,6.685223586003205e-07,1.146359378534352e-07,-1.560037504289028e-08,0.15625,6.408923689874861,True,1300006,1300007
lognormal_heavy_tail,6,MB-global-opt,1.2115276586e-05,1.2115276585999999e-05,3.535636211922994e-10,0.15625,0.025,1.7281845962432985e-05,1.5617689924803807e-05,1.6417753664311334e-05,8.000637395075277e-07,1.8568782533812112e-07,-1.3020562541488115e-08,0.09375,4.7380473561634675,True,1300006,1300007
lognormal_heavy_tail,6,PS,1.2115276586e-05,1.2115276585999999e-05,3.535636211922994e-10,0.15625,0.025,1.737821326204536e-05,1.5840780238998015e-05,1.650930259894309e-05,6.685223599450778e-07,1.1463594038474403e-07,-1.5600373228785783e-08,0.15625,6.408923689874859,True,1300006,1300007
lognormal_heavy_tail,6,GS,1.2115276586e-05,1.2115276585999999e-05,3.535636211922994e-10,0.15625,0.025,1.7450277389946534e-05,2.490618255955937e-05,1.6577763520449204e-05,-8.328419039110162e-06,-3.8370248220953584e-06,-3.2185842751626396e-05,1.0,8.0,True,1300006,1300007
lognormal_heavy_tail,6,PS+GS,1.2115276586e-05,1.2115276585999999e-05,3.535636211922994e-10,0.15625,0.025,1.7378216412247682e-05,1.5799667862928524e-05,1.6509305591635297e-05,7.096377287067736e-07,1.3692005074172897e-07,-1.0972524593366801e-08,0.109375,6.408923689874859,True,1300006,1300007
deterministic,7,MB-fixed,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7492521744419398e-05,1.6016495482329418e-05,1.661789565719843e-05,6.014001748690094e-07,5.922600658347922e-07,2.717165492960303e-07,0.0,6.408923689874861,True,1250007,1250008
deterministic,7,MB-global-opt,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.751895912124879e-05,1.578171546512408e-05,1.664301116518635e-05,8.612957000622692e-07,8.57938664733381e-07,3.4466335312011145e-07,0.0,4.7380473561634675,True,1250007,1250008
deterministic,7,PS,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7492521745834932e-05,1.6016495482329418e-05,1.6617895658543185e-05,6.01400176213767e-07,5.922600671004457e-07,2.717165507304367e-07,0.0,6.408923689874859,True,1250007,1250008
deterministic,7,GS,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7488765934700612e-05,2.558754243286998e-05,1.661432763796558e-05,-8.9732147949044e-06,-8.98108716320678e-06,-9.143669000191147e-06,1.0,8.0,True,1250007,1250008
deterministic,7,PS+GS,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7492522112541598e-05,1.5973224624765692e-05,1.6617896006914518e-05,6.446713821488253e-07,6.35522486969185e-07,3.1499907610754776e-07,0.0,6.408923689874859,True,1250007,1250008
beta_low_variance,7,MB-fixed,1.2115276586e-05,9.897799701142579e-06,6.268659099229977e-09,0.984375,0.025,1.4346579006563331e-05,1.2319456713587307e-05,1.3629250056235163e-05,1.3097933426478577e-06,-2.730260462158186e-13,-3.4589975328458415e-12,0.984375,6.408923689874861,True,1260007,1260008
beta_low_variance,7,MB-global-opt,1.2115276586e-05,9.897799701142579e-06,6.268659099229977e-09,0.984375,0.025,1.4494241790619089e-05,1.217828864700024e-05,1.3769529701088132e-05,1.5912410540878928e-06,-3.102580414804379e-11,-3.373690882213509e-11,0.984375,4.7380473561634675,True,1260007,1260008
beta_low_variance,7,PS,1.2115276586e-05,9.897799701142579e-06,6.268659099229977e-09,0.984375,0.025,1.4346579008103766e-05,1.2319456713590776e-05,1.3629250057698578e-05,1.309793344107801e-06,-2.7133850721838826e-13,-3.4567193551993115e-12,0.984375,6.408923689874859,True,1260007,1260008
beta_low_variance,7,GS,1.2115276586e-05,9.897799701142579e-06,6.268659099229977e-09,0.984375,0.025,1.4298859166678168e-05,1.794809738706396e-05,1.358391620834426e-05,-4.3641811787197025e-06,-1.972599861232993e-12,-1.485730793948647e-08,1.0,8.0,True,1260007,1260008
beta_low_variance,7,PS+GS,1.2115276586e-05,9.897799701142579e-06,6.268659099229977e-09,0.984375,0.025,1.434658051022164e-05,1.2293456354506294e-05,1.3629251484710558e-05,1.3357951302042642e-06,-2.611466598523294e-13,-3.3433322776943447e-12,0.984375,6.408923689874859,True,1260007,1260008
beta_medium_variance,7,MB-fixed,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.444303010522674e-12,1.6424639426304566e-12,1.3720878599965403e-12,-2.7037608263391645e-13,-2.709166224690308e-13,-2.9905633525118005e-13,1.0,6.408923689874861,True,1270007,1270008
beta_medium_variance,7,MB-global-opt,1.2115276586e-05,1e-12,0.0,1.0,0.025,-3.0972127640360725e-11,1.602717958348876e-12,-2.942352125834269e-11,-3.102623921669156e-11,-3.1029601110788006e-11,-3.10660519531325e-11,1.0,4.7380473561634675,True,1270007,1270008
beta_medium_variance,7,PS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4457463004546867e-12,1.6424639426304566e-12,1.3734589854319522e-12,-2.6900495719850434e-13,-2.68807198722243e-13,-2.9795943490285033e-13,1.0,6.408923689874859,True,1270007,1270008
beta_medium_variance,7,GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4438172879494005e-12,3.3428815271463463e-12,1.3716264235519303e-12,-1.9712551035944162e-12,-1.970912322235563e-12,-1.9872814505106362e-12,1.0,8.0,True,1270007,1270008
beta_medium_variance,7,PS+GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.445801811605918e-12,1.6326939800137552e-12,1.3735117210256218e-12,-2.591822589881333e-13,-2.590372361055416e-13,-2.8818947228614896e-13,1.0,6.408923689874859,True,1270007,1270008
beta_high_variance,7,MB-fixed,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4408474413585282e-12,1.6424639426304566e-12,1.3688050692906016e-12,-2.736588733398549e-13,-2.7386981571453374e-13,-3.0188296307187565e-13,1.0,6.408923689874861,True,1280007,1280008
beta_high_variance,7,MB-global-opt,1.2115276586e-05,1e-12,0.0,1.0,0.025,-3.0978095089118085e-11,1.602717958348876e-12,-2.942919033466218e-11,-3.103190829301105e-11,-3.1031710534534794e-11,-3.10719583396235e-11,1.0,4.7380473561634675,True,1280007,1280008
beta_high_variance,7,PS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4422213423515018e-12,1.6424639426304566e-12,1.3701102752339266e-12,-2.7235366739652996e-13,-2.72604161466461e-13,-2.9973135085015204e-13,1.0,6.408923689874859,True,1280007,1280008
beta_high_variance,7,GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4424017535930034e-12,3.3428815271463463e-12,1.370281665913353e-12,-1.9725998612329934e-12,-1.9713342069849205e-12,-1.986100173212435e-12,1.0,8.0,True,1280007,1280008
beta_high_variance,7,PS+GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.442207464563694e-12,1.6326939800137552e-12,1.3700970913355092e-12,-2.62596888678246e-13,-2.628341988497596e-13,-2.906785923073585e-13,1.0,6.408923689874859,True,1280007,1280008
deep_fade_mixture,7,MB-fixed,1.2115276586e-05,1.2362630149630833e-05,4.5683893129184973e-11,0.234375,0.025,1.782700008065574e-05,1.6280213513884118e-05,1.693565007662295e-05,6.554365627388361e-07,7.270236251244448e-07,-7.7242329266092e-09,0.234375,6.408923689874861,True,1290007,1290008
deep_fade_mixture,7,MB-global-opt,1.2115276586e-05,1.2362630149630833e-05,4.5683893129184973e-11,0.234375,0.025,1.7789715560045938e-05,1.6044855017174897e-05,1.690022978204364e-05,8.553747648687429e-07,8.686110311240094e-07,-2.1576849684734803e-09,0.125,4.7380473561634675,True,1290007,1290008
deep_fade_mixture,7,PS,1.2115276586e-05,1.2362630149630833e-05,4.5683893129184973e-11,0.234375,0.025,1.7827000082085154e-05,1.6280213513884118e-05,1.6935650077980897e-05,6.554365640967776e-07,7.270236255463282e-07,-7.724230521866105e-09,0.234375,6.408923689874859,True,1290007,1290008
deep_fade_mixture,7,GS,1.2115276586e-05,1.2362630149630833e-05,4.5683893129184973e-11,0.234375,0.025,1.7854352105911575e-05,2.5864352169370497e-05,1.6961634500615994e-05,-8.902717668754503e-06,-1.1526782477910836e-05,-1.1741473449200514e-05,1.0,8.0,True,1290007,1290008
deep_fade_mixture,7,PS+GS,1.2115276586e-05,1.2362630149630833e-05,4.5683893129184973e-11,0.234375,0.025,1.782700308226859e-05,1.623683749348015e-05,1.693565292815516e-05,6.988154346750089e-07,7.833549460656262e-07,-6.63223728381012e-09,0.234375,6.408923689874859,True,1290007,1290008
lognormal_heavy_tail,7,MB-fixed,1.2115276586e-05,1.2115276586000002e-05,2.599329623401975e-10,0.015625,0.025,1.7495016447349743e-05,1.5893712011556815e-05,1.6620265624982256e-05,7.265536134254396e-07,2.93651385319115e-07,6.533504650629658e-09,0.046875,6.408923689874861,True,1300007,1300008
lognormal_heavy_tail,7,MB-global-opt,1.2115276586e-05,1.2115276586000002e-05,2.599329623401975e-10,0.015625,0.025,1.7452065726800137e-05,1.5667099550992908e-05,1.657946244046013e-05,9.123628894672214e-07,4.028601942041017e-07,3.861951074712853e-08,0.0,4.7380473561634675,True,1300007,1300008
lognormal_heavy_tail,7,PS,1.2115276586e-05,1.2115276586000002e-05,2.599329623401975e-10,0.015625,0.025,1.749501644873752e-05,1.5893712011556815e-05,1.6620265626300645e-05,7.265536147438292e-07,2.936513861628843e-07,6.533507055372607e-09,0.046875,6.408923689874859,True,1300007,1300008
lognormal_heavy_tail,7,GS,1.2115276586e-05,1.2115276586000002e-05,2.599329623401975e-10,0.015625,0.025,1.749752901554491e-05,2.5111466292856294e-05,1.6622652564767666e-05,-8.48881372808863e-06,-5.923962516596326e-06,-2.7667001058655494e-05,1.0,8.0,True,1300007,1300008
lognormal_heavy_tail,7,PS+GS,1.2115276586e-05,1.2115276586000002e-05,2.599329623401975e-10,0.015625,0.025,1.7495012208587624e-05,1.5851949278038874e-05,1.6620261598158242e-05,7.68312320119368e-07,3.1703552800799114e-07,1.522714363044728e-08,0.03125,6.408923689874859,True,1300007,1300008
deterministic,8,MB-fixed,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7465179809564302e-05,1.6016495482329418e-05,1.6591920819086085e-05,5.754253367566679e-07,5.848069426939155e-07,3.116225406607498e-07,0.0,6.408923689874861,True,1250008,1250009
deterministic,8,MB-global-opt,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7459233784850037e-05,1.578171546512408e-05,1.6586272095607534e-05,8.045566304834541e-07,8.322329126508866e-07,2.5914025996387396e-07,0.0,4.7380473561634675,True,1250008,1250009
deterministic,8,PS,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7465179810938203e-05,1.6016495482329418e-05,1.6591920820391292e-05,5.754253380618738e-07,5.848069439595691e-07,3.1162254281236086e-07,0.0,6.408923689874859,True,1250008,1250009
deterministic,8,GS,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7474899133063104e-05,2.558754243286998e-05,1.6601154176409946e-05,-8.986388256460031e-06,-8.985826688623355e-06,-9.134908905266139e-06,1.0,8.0,True,1250008,1250009
deterministic,8,PS+GS,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7465181295514554e-05,1.5973224624765692e-05,1.6591922230738825e-05,6.186976059731335e-07,6.280759258236995e-07,3.5487623342156317e-07,0.0,6.408923689874859,True,1250008,1250009
beta_low_variance,8,MB-fixed,1.2115276586e-05,0.00011578491206862122,3.478692141921059e-07,0.921875,0.025,0.00016687556028606443,0.0001406284389111681,0.0001585317822717612,1.7903343360593096e-05,-2.709166224690308e-13,-5.894497112635119e-11,0.921875,6.408923689874861,True,1260008,1260009
beta_low_variance,8,MB-global-opt,1.2115276586e-05,0.00011578491206862122,3.478692141921059e-07,0.921875,0.025,0.0001686091854072591,0.00013919183662058215,0.00016017872613689613,2.0986889516314e-05,-3.1033398073532226e-11,-3.137911264161631e-11,0.90625,4.7380473561634675,True,1260008,1260009
beta_low_variance,8,PS,1.2115276586e-05,0.00011578491206862122,3.478692141921059e-07,0.921875,0.025,0.00016687556028734118,0.00014062843891117505,0.00015853178227297413,1.7903343361799074e-05,-2.68807198722243e-13,-5.894341015277855e-11,0.921875,6.408923689874859,True,1260008,1260009
beta_low_variance,8,GS,1.2115276586e-05,0.00011578491206862122,3.478692141921059e-07,0.921875,0.025,0.0001663885550231281,0.0001971732718960978,0.00015806912727197168,-3.91041446241261e-05,-1.9751311697291387e-12,-4.689972757464521e-05,1.0,8.0,True,1260008,1260009
beta_low_variance,8,PS+GS,1.2115276586e-05,0.00011578491206862122,3.478692141921059e-07,0.921875,0.025,0.00016687559705963473,0.00014036394689889709,0.000158531817206653,1.816787030775589e-05,-2.590372361055416e-13,-5.6594189334901975e-11,0.921875,6.408923689874859,True,1260008,1260009
beta_medium_variance,8,MB-fixed,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4421658312002705e-12,1.6424639426304566e-12,1.3700575396402568e-12,-2.7240640299019964e-13,-2.7386981571453374e-13,-2.9580782268112687e-13,1.0,6.408923689874861,True,1270008,1270009
beta_medium_variance,8,MB-global-opt,1.2115276586e-05,1e-12,0.0,1.0,0.025,-3.0974417475349014e-11,1.602717958348876e-12,-2.942569660158156e-11,-3.102841455993044e-11,-3.102706980229186e-11,-3.10666425917816e-11,1.0,4.7380473561634675,True,1270008,1270009
beta_medium_variance,8,PS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4435674877688598e-12,1.6424639426304566e-12,1.3713891133804168e-12,-2.710748292500399e-13,-2.72604161466461e-13,-2.9412028368369655e-13,1.0,6.408923689874859,True,1270008,1270009
beta_medium_variance,8,GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.443178909710241e-12,3.3428815271463463e-12,1.3710199642247289e-12,-1.971861562921617e-12,-1.972599861232993e-12,-1.9825985297927677e-12,1.0,8.0,True,1270008,1270009
beta_medium_variance,8,PS+GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4435952433444754e-12,1.6326939800137552e-12,1.3714154811772516e-12,-2.6127849883650364e-13,-2.628341988497596e-13,-2.8578472921481093e-13,1.0,6.408923689874859,True,1270008,1270009
beta_high_variance,8,MB-fixed,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4407364190560656e-12,1.6424639426304566e-12,1.3686995981032621e-12,-2.7376434452719427e-13,-2.730260462158186e-13,-2.9795943490285033e-13,1.0,6.408923689874861,True,1280008,1280009
beta_high_variance,8,MB-global-opt,1.2115276586e-05,1e-12,0.0,1.0,0.025,-3.098073186880157e-11,1.602717958348876e-12,-2.943169527536149e-11,-3.1034413233710366e-11,-3.103086676503608e-11,-3.108098667325976e-11,1.0,4.7380473561634675,True,1280008,1280009
beta_high_variance,8,PS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4420131755343846e-12,1.6424639426304566e-12,1.3699125167576652e-12,-2.725514258727913e-13,-2.7133850721838826e-13,-2.9580782268112687e-13,1.0,6.408923689874859,True,1280008,1280009
beta_high_variance,8,GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4437201434347458e-12,3.3428815271463463e-12,1.3715341362630082e-12,-1.9713473908833385e-12,-1.9734436307317083e-12,-1.980067221296622e-12,1.0,8.0,True,1280008,1280009
beta_high_variance,8,PS+GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4421935867758862e-12,1.6326939800137552e-12,1.3700839074370918e-12,-2.626100725766634e-13,-2.615685446016869e-13,-2.8578472921481093e-13,1.0,6.408923689874859,True,1280008,1280009
deep_fade_mixture,8,MB-fixed,1.2115276586e-05,1.1125862331476666e-05,5.469636184174526e-11,0.3125,0.025,1.6048053825767905e-05,1.4653532872707653e-05,1.5245651134479509e-05,5.921182617718559e-07,7.283911535704835e-07,-8.989529964864573e-09,0.3125,6.408923689874861,True,1290008,1290009
deep_fade_mixture,8,MB-global-opt,1.2115276586e-05,1.1125862331476666e-05,5.469636184174526e-11,0.3125,0.025,1.6035889967638828e-05,1.4441586196622946e-05,1.5234095469256883e-05,7.925092726339394e-07,9.062904605006132e-07,-2.4947373433725727e-09,0.15625,4.7380473561634675,True,1290008,1290009
deep_fade_mixture,8,PS,1.2115276586e-05,1.1125862331476666e-05,5.469636184174526e-11,0.3125,0.025,1.6048053827072417e-05,1.4653532872707653e-05,1.5245651135718796e-05,5.921182630111422e-07,7.283911552580222e-07,-8.989529711733726e-09,0.3125,6.408923689874859,True,1290008,1290009
deep_fade_mixture,8,GS,1.2115276586e-05,1.1125862331476666e-05,5.469636184174526e-11,0.3125,0.025,1.6047209193487122e-05,2.3284646840399104e-05,1.5244848733812763e-05,-8.039798106586338e-06,-1.1512922054812693e-05,-1.177881583970253e-05,1.0,8.0,True,1290008,1290009
deep_fade_mixture,8,PS+GS,1.2115276586e-05,1.1125862331476666e-05,5.469636184174526e-11,0.3125,0.025,1.604805282971744e-05,1.4614471549323493e-05,1.5245650188231567e-05,6.311786389080747e-07,7.847078684397588e-07,-7.897496394626587e-09,0.3125,6.408923689874859,True,1290008,1290009
lognormal_heavy_tail,8,MB-fixed,1.2115276586e-05,1.2115276586e-05,2.5778318899371266e-10,0.109375,0.025,1.7529753063696973e-05,1.587698408689331e-05,1.6653265410512122e-05,7.762813236188152e-07,1.6711619053033593e-07,-4.377145788048226e-09,0.125,6.408923689874861,True,1300008,1300009
lognormal_heavy_tail,8,MB-global-opt,1.2115276586e-05,1.2115276586e-05,2.5778318899371266e-10,0.109375,0.025,1.7600071068005207e-05,1.5651486660373665e-05,1.6720067514604946e-05,1.0685808542312817e-06,2.5643843117872815e-07,-1.649948555559998e-09,0.0625,4.7380473561634675,True,1300008,1300009
lognormal_heavy_tail,8,PS,1.2115276586e-05,1.2115276586e-05,2.5778318899371266e-10,0.109375,0.025,1.7529753064682296e-05,1.587698408689331e-05,1.665326541144818e-05,7.762813245548722e-07,1.6711619095222102e-07,-4.37714553491738e-09,0.125,6.408923689874859,True,1300008,1300009
lognormal_heavy_tail,8,GS,1.2115276586e-05,1.2115276586e-05,2.5778318899371266e-10,0.109375,0.025,1.7462612436902614e-05,2.5046508139649204e-05,1.6589481815057483e-05,-8.457026324591721e-06,-4.666574914824473e-06,-2.6766278061955976e-05,1.0,8.0,True,1300008,1300009
