stage,point_index,T,epsilon,SNR_dB,scheme,repetition,I_AB,chi_BE,beta_I_AB,K_raw,K_positive,entropy,outage,noise_seed,ncut,awgn_samples,case_id,case_type,oracle_nu
confirmation,2,0.03162277660168379,0.0,-11.989700043360187,MB-global-opt,0,0.04591409431166493,0.03071638408634536,0.043618389596081684,0.012902005509736324,0.012902005509736324,4.7380473561634675,0,1240000,150,512,2,best_overall,0.5
confirmation,3,3.1622776602e-05,0.03,-41.98970210335588,MB-global-opt,0,4.606754534730584e-05,4.231656801634287e-05,4.3764168079940546e-05,1.447600063597676e-06,1.447600063597676e-06,4.7380473561634675,0,1240000,150,512,3,near_threshold,0.15
confirmation,4,1.4677992676e-05,0.025,-45.323034173580155,MB-global-opt,0,2.1295614479832636e-05,1.906889696989822e-05,2.0230833755841004e-05,1.1619367859427847e-06,1.1619367859427847e-06,4.7380473561634675,0,1240000,150,512,4,near_threshold,0.37
confirmation,5,1.2115276586e-05,0.025,-46.156367367829006,MB-global-opt,0,1.7617401724123738e-05,1.578171546512408e-05,1.673653163791755e-05,9.548161727934712e-07,9.548161727934712e-07,4.7380473561634675,0,1240000,150,512,5,near_threshold,0.35
confirmation,6,0.004641588833613,0.025,-20.32328534643597,MB-global-opt,0,0.006667913609666343,0.005527563688731529,0.006334517929183025,0.0008069542404514959,0.0008069542404514959,4.7380473561634675,0,1240000,150,512,6,failure,0.3
confirmation,7,0.004641588833613,0.03,-20.323335738630295,MB-global-opt,0,0.006827489058271574,0.005689845467135468,0.006486114605357995,0.0007962691382225268,0.0007962691382225268,4.7380473561634675,0,1240000,150,512,7,failure,0.33
confirmation,8,0.002154434690032,0.01,-23.65641349272952,MB-global-opt,0,0.0031052463715548484,0.0023450300263356816,0.002949984052977106,0.0006049540266414243,0.0006049540266414243,4.7380473561634675,0,1240000,150,512,8,failure,0.32
confirmation,0,0.1,0.03,-6.9962095796561385,PS,0,0.13896168893964145,0.10885544238423872,0.13201360449265936,0.023158162108420643,0.023158162108420643,6.408923689874859,0,1240000,150,512,0,best_overall,0.15
confirmation,1,0.06812920690579609,0.015,-8.658585253667717,PS,0,0.09534192885936221,0.07097453225989003,0.0905748324163941,0.01960030015650406,0.01960030015650406,6.408923689874859,0,1240000,150,512,1,best_overall,0.23
confirmation,2,0.03162277660168379,0.0,-11.989700043360187,PS,0,0.045622791349933856,0.030731486570853228,0.04334165178243716,0.01261016521158393,0.01261016521158393,6.408923689874859,0,1240000,150,512,2,best_overall,0.5
confirmation,3,3.1622776602e-05,0.03,-41.98970210335588,PS,0,4.5998030941518664e-05,4.293545989764169e-05,4.3698129394442725e-05,7.626694968010329e-07,7.626694968010329e-07,6.408923689874859,0,1240000,150,512,3,near_threshold,0.15
confirmation,4,1.4677992676e-05,0.025,-45.323034173580155,PS,0,2.1197493340174844e-05,1.934969384520535e-05,2.01376186731661e-05,7.879248279607489e-07,7.879248279607489e-07,6.408923689874859,0,1240000,150,512,4,near_threshold,0.37
confirmation,5,1.2115276586e-05,0.025,-46.156367367829006,PS,0,1.7545616046277246e-05,1.6016495482329418e-05,1.666833524396338e-05,6.518397616339635e-07,6.518397616339635e-07,6.408923689874859,0,1240000,150,512,5,near_threshold,0.35
confirmation,6,0.004641588833613,0.025,-20.32328534643597,PS,0,0.0066624397717784944,0.005581897562515037,0.00632931778318957,0.0007474202206745328,0.0007474202206745328,6.408923689874859,0,1240000,150,512,6,failure,0.3
confirmation,7,0.004641588833613,0.03,-20.323335738630295,PS,0,0.0067676763316102395,0.005748056005565605,0.006429292515029727,0.0006812365094641219,0.0006812365094641219,6.408923689874859,0,1240000,150,512,7,failure,0.33
confirmation,8,0.002154434690032,0.01,-23.65641349272952,PS,0,0.003099388866343311,0.002364169989292675,0.0029444194230261456,0.0005802494337334707,0.0005802494337334707,6.408923689874859,0,1240000,150,512,8,failure,0.32
confirmation,0,0.1,0.03,-6.9962095796561385,GS,0,0.13768538193288737,0.13985341625350833,0.130801112836243,-0.009052303417265345,0.0,8.0,1,1240000,150,512,0,best_overall,0.15
confirmation,1,0.06812920690579609,0.015,-8.658585253667717,GS,0,0.09504094178105582,0.09069432939492561,0.09028889469200302,-0.0004054347029225913,0.0,8.0,1,1240000,150,512,1,best_overall,0.23
confirmation,2,0.03162277660168379,0.0,-11.989700043360187,GS,0,0.04524996789349611,0.0364373096751085,0.042987469498821304,0.006550159823712806,0.006550159823712806,8.0,0,1240000,150,512,2,best_overall,0.5
confirmation,3,3.1622776602e-05,0.03,-41.98970210335588,GS,0,4.5764688049843016e-05,6.732858782698692e-05,4.347645364735087e-05,-2.3852134179636052e-05,0.0,8.0,1,1240000,150,512,3,near_threshold,0.15
confirmation,4,1.4677992676e-05,0.025,-45.323034173580155,GS,0,2.12062893840681e-05,3.0787591599690245e-05,2.0145974914864693e-05,-1.0641616684825552e-05,0.0,8.0,1,1240000,150,512,4,near_threshold,0.37
confirmation,5,1.2115276586e-05,0.025,-46.156367367829006,GS,0,1.7541341583715564e-05,2.558754243286998e-05,1.6664274504529786e-05,-8.923267928340195e-06,0.0,8.0,1,1240000,150,512,5,near_threshold,0.35
confirmation,6,0.004641588833613,0.025,-20.32328534643597,GS,0,0.006670279960905745,0.0077075817884877385,0.0063367659628604574,-0.001370815825627281,0.0,8.0,1,1240000,150,512,6,failure,0.3
confirmation,7,0.004641588833613,0.03,-20.323335738630295,GS,0,0.006707101603311116,0.00796318104084448,0.00637174652314556,-0.0015914345176989203,0.0,8.0,1,1240000,150,512,7,failure,0.33
confirmation,8,0.002154434690032,0.01,-23.65641349272952,GS,0,0.0030925054566361965,0.003253130175815855,0.0029378801838043866,-0.0003152499920114683,0.0,8.0,1,1240000,150,512,8,failure,0.32
confirmation,0,0.1,0.03,-6.9962095796561385,PS+GS,0,0.1389613900072133,0.10869745793698393,0.13201332050685263,0.0233158625698687,0.0233158625698687,6.408923689874859,0,1240000,150,512,0,best_overall,0.15
confirmation,1,0.06812920690579609,0.015,-8.658585253667717,PS+GS,0,0.09534207992048938,0.07088455234200008,0.0905749759244649,0.01969042358246481,0.01969042358246481,6.408923689874859,0,1240000,150,512,1,best_overall,0.23
confirmation,2,0.03162277660168379,0.0,-11.989700043360187,PS+GS,0,0.04562281215403807,0.030726932319230293,0.04334167154633617,0.012614739227105876,0.012614739227105876,6.408923689874859,0,1240000,150,512,2,best_overall,0.5
confirmation,3,3.1622776602e-05,0.03,-41.98970210335588,PS+GS,0,4.5998067187191793e-05,4.282157807078413e-05,4.36981638278322e-05,8.765857570480735e-07,8.765857570480735e-07,6.408923689874859,0,1240000,150,512,3,near_threshold,0.15
confirmation,4,1.4677992676e-05,0.025,-45.323034173580155,PS+GS,0,2.1197501156144938e-05,1.92979431592466e-05,2.013762609833769e-05,8.396829390910889e-07,8.396829390910889e-07,6.408923689874859,0,1240000,150,512,4,near_threshold,0.37
confirmation,5,1.2115276586e-05,0.025,-46.156367367829006,PS+GS,0,1.7545620260683847e-05,1.5973224624765692e-05,1.6668339247649653e-05,6.951146228839613e-07,6.951146228839613e-07,6.408923689874859,0,1240000,150,512,5,near_threshold,0.35
confirmation,6,0.004641588833613,0.025,-20.32328534643597,PS+GS,0,0.0066624436269586695,0.005571895967484863,0.0063293214456107355,0.0007574254781258722,0.0007574254781258722,6.408923689874859,0,1240000,150,512,6,failure,0.3
confirmation,7,0.004641588833613,0.03,-20.323335738630295,PS+GS,0,0.006767677157452745,0.005737355921273446,0.006429293299580107,0.0006919373783066613,0.0006919373783066613,6.408923689874859,0,1240000,150,512,7,failure,0.33
confirmation,8,0.002154434690032,0.01,-23.65641349272952,PS+GS,0,0.003099390342258701,0.0023606130513500467,0.0029444208251457656,0.0005838077737957189,0.0005838077737957189,6.408923689874859,0,1240000,150,512,8,failure,0.32
confirmation,0,0.1,0.03,-6.9962095796561385,MB-oracle-per-state,0,0.1395151096081415,0.10806672300744014,0.13253935412773443,0.024472631120294297,0.024472631120294297,5.830851008351519,0,1240000,150,512,0,best_overall,0.15
confirmation,1,0.06812920690579609,0.015,-8.658585253667717,MB-oracle-per-state,0,0.09551934854663635,0.07045526305671834,0.09074338111930452,0.02028811806258618,0.02028811806258618,5.214483749515269,0,1240000,150,512,1,best_overall,0.23
confirmation,2,0.03162277660168379,0.0,-11.989700043360187,MB-oracle-per-state,0,0.04602282895382981,0.0307432328180286,0.043721687506138314,0.012978454688109715,0.012978454688109715,4.094191459658055,0,1240000,150,512,2,best_overall,0.5
confirmation,3,3.1622776602e-05,0.03,-41.98970210335588,MB-oracle-per-state,0,4.6045114125981e-05,4.236824647763093e-05,4.374285841968195e-05,1.3746119420510183e-06,1.3746119420510183e-06,5.830851008351519,0,1240000,150,512,3,near_threshold,0.15
confirmation,4,1.4677992676e-05,0.025,-45.323034173580155,MB-oracle-per-state,0,2.1329691472615764e-05,1.9114868743397295e-05,2.0263206898984974e-05,1.1483381555876783e-06,1.1483381555876783e-06,4.528593994753737,0,1240000,150,512,4,near_threshold,0.37
confirmation,5,1.2115276586e-05,0.025,-46.156367367829006,MB-oracle-per-state,0,1.763402261545366e-05,1.5800756171246988e-05,1.6752321484680976e-05,9.515653134339885e-07,9.515653134339885e-07,4.6087643427564595,0,1240000,150,512,5,near_threshold,0.35
confirmation,6,0.004641588833613,0.025,-20.32328534643597,MB-oracle-per-state,0,0.006667879474719918,0.005525806577856285,0.006334485500983922,0.000808678923127637,0.000808678923127637,4.831156749170511,0,1240000,150,512,6,failure,0.3
confirmation,7,0.004641588833613,0.03,-20.323335738630295,MB-oracle-per-state,0,0.006829251831125482,0.00569113658674647,0.006487789239569208,0.0007966526528227378,0.0007966526528227378,4.693653238773344,0,1240000,150,512,7,failure,0.33
confirmation,8,0.002154434690032,0.01,-23.65641349272952,MB-oracle-per-state,0,0.0031052463715548484,0.0023450300263356816,0.002949984052977106,0.0006049540266414243,0.0006049540266414243,4.7380473561634675,0,1240000,150,512,8,failure,0.32
