T,epsilon,SNR_dB,scheme,mean_I_AB,mean_chi_BE,mean_K_raw,std_K_raw,ci95_low,ci95_high,mean_K_positive,mean_entropy,outage_probability,repetitions
0.000146779926762,0.0175,-35.323038954445884,PS,0.00021498480428316924,0.0001759481979815014,2.828736608750936e-05,2.9769416362013843e-06,2.0892233103433412e-05,3.568249907158531e-05,2.828736608750936e-05,6.408923689874858,0.0,3
0.000146779926762,0.0175,-35.323038954445884,PS+GS,0.00021498468296451043,0.00017556948815733442,2.8665960658950467e-05,2.9772556335675156e-06,2.127004766217593e-05,3.6061873655725e-05,2.8665960658950467e-05,6.408923689874858,0.0,3
0.000215443469003,0.0175,-33.65637489704004,GS,0.00031139401210526313,0.0003816834319867457,-8.585912048674576e-05,1.050438430644131e-06,-8.846855420614835e-05,-8.324968676734318e-05,0.0,8.0,1.0,3
0.000215443469003,0.0175,-33.65637489704004,MB-fixed,0.00031008849748914713,0.00025710386612809444,3.7480206486595326e-05,2.4911573729792242e-06,3.129182851054944e-05,4.366858446264121e-05,3.7480206486595326e-05,6.408923689874861,0.0,3
0.000215443469003,0.0175,-33.65637489704004,MB-global-opt,0.0003059999120100798,0.0002541863136207301,3.651360278884572e-05,8.05465363781278e-06,1.650473393231597e-05,5.652247164537548e-05,3.651360278884572e-05,4.7380473561634675,0.0,3
0.000215443469003,0.0175,-33.65637489704004,PS,0.00031008849749033135,0.00025710386612809444,3.748020648772037e-05,2.4911573731638795e-06,3.129182851121577e-05,4.3668584464224965e-05,3.748020648772037e-05,6.408923689874858,0.0,3
0.000215443469003,0.0175,-33.65637489704004,PS+GS,0.0003100882748023892,0.00025656465506673776,3.801920599553197e-05,2.4913061696228767e-06,3.183045838813221e-05,4.4207953602931725e-05,3.801920599553197e-05,6.408923689874858,0.0,3
0.000316227766017,0.0175,-31.989712060239043,GS,0.0004523861409841956,0.000552408358715395,-0.00012264152478040914,1.5650851197735782e-06,-0.0001265294117484898,-0.0001187536378123285,0.0,8.0,1.0,3
0.000316227766017,0.0175,-31.989712060239043,MB-fixed,0.00045211186057040703,0.0003756761558673105,5.383011167457612e-05,1.8882996228029212e-05,6.922148634270818e-06,0.00010073807471488143,5.383011167457612e-05,6.408923689874861,0.0,3
0.000316227766017,0.0175,-31.989712060239043,MB-global-opt,0.00046181151467076614,0.00037152566717169044,6.719527176553736e-05,3.5472804492665636e-05,-2.092405961514788e-05,0.0001553146031462226,6.719527176553736e-05,4.7380473561634675,0.0,3
0.000316227766017,0.0175,-31.989712060239043,PS,0.0004521118605718873,0.0003756761558673105,5.383011167598242e-05,1.8882996227205554e-05,6.922148637723202e-06,0.00010073807471424164,5.383011167598242e-05,6.408923689874858,0.0,3
0.000316227766017,0.0175,-31.989712060239043,PS+GS,0.0004521119508786124,0.0003749091435238938,5.459720981078792e-05,1.8883368306946124e-05,7.688322475213374e-06,0.00010150609714636246,5.459720981078792e-05,6.408923689874858,0.0,3
0.000464158883361,0.0175,-30.323051015053956,GS,0.0006701222037834853,0.0007993233101819541,-0.00016270721658764314,3.3797216217969064e-06,-0.00017110291052346277,-0.0001543115226518235,0.0,8.0,1.0,3
0.000464158883361,0.0175,-30.323051015053956,MB-fixed,0.0006692448724286612,0.0005489021398856764,8.688048892155165e-05,1.0853645494563526e-05,5.9918538838871456e-05,0.00011384243900423185,8.688048892155165e-05,6.408923689874861,0.0,3
0.000464158883361,0.0175,-30.323051015053956,MB-global-opt,0.0006744350927491519,0.0005430035270039824,9.770981110771196e-05,1.9721469516107416e-05,4.87189649522221e-05,0.0001467006572632018,9.770981110771196e-05,4.7380473561634675,0.0,3
0.000464158883361,0.0175,-30.323051015053956,PS,0.0006692448724295493,0.0005489021398856764,8.688048892239542e-05,1.0853645494203281e-05,5.9918538840610116e-05,0.00011384243900418072,8.688048892239542e-05,6.408923689874858,0.0,3
0.000464158883361,0.0175,-30.323051015053956,PS+GS,0.0006692442951298597,0.0005478121723156981,8.796990805766862e-05,1.0853511123095116e-05,6.1008291772220475e-05,0.00011493152434311676,8.796990805766862e-05,6.408923689874858,0.0,3
0.000681292069058,0.0175,-28.65639259957073,GS,0.0009914130428002228,0.0011563342615408256,-0.00021449187088061396,1.6451841064980335e-05,-0.00025536050969734785,-0.00017362323206388005,0.0,8.0,1.0,3
0.000681292069058,0.0175,-28.65639259957073,MB-fixed,0.0010035398130989748,0.0008019460784702837,0.00015141674397374237,1.8486774598304615e-05,0.00010549305002603492,0.0001973404379214498,0.00015141674397374237,6.408923689874861,0.0,3
0.000681292069058,0.0175,-28.65639259957073,MB-global-opt,0.0010154577674921228,0.0007935718256277813,0.00017111305348973537,2.4802648069797453e-05,0.00010949986006904352,0.0002327262469104272,0.00017111305348973537,4.7380473561634675,0.0,3
0.000681292069058,0.0175,-28.65639259957073,PS,0.0010035398131007511,0.0008019460784702837,0.00015141674397542988,1.8486774597662036e-05,0.00010549305002931867,0.00019734043792154108,0.00015141674397542988,6.408923689874858,0.0,3
0.000681292069058,0.0175,-28.65639259957073,PS+GS,0.001003538770631529,0.0008003988030564901,0.00015296302904346242,1.8485797398731233e-05,0.0001070417625940671,0.00019888429549285775,0.00015296302904346242,6.408923689874858,0.0,3
0.001,0.0175,-26.989738043961104,GS,0.0014575473784042003,0.001672376757392513,-0.0002877067479085227,1.5284250744322422e-05,-0.00032567493157787156,-0.00024973856423917383,0.0,8.0,1.0,3
0.001,0.0175,-26.989738043961104,MB-fixed,0.0014579492810303425,0.0011715304439032792,0.00021352137307554622,2.5042531568260216e-05,0.0001513122760099038,0.00027573047014118864,0.00021352137307554622,6.408923689874861,0.0,3
0.001,0.0175,-26.989738043961104,MB-global-opt,0.001448562966471852,0.0011596546571961408,0.00021648016095211862,2.586749792537152e-05,0.00015222173384787612,0.0002807385880563611,0.00021648016095211862,4.7380473561634675,0.0,3
0.001,0.0175,-26.989738043961104,PS,0.0014579492810321189,0.0011715304439032792,0.00021352137307723367,2.5042531568260216e-05,0.00015131227601159126,0.0002757304701428761,0.00021352137307723367,6.408923689874858,0.0,3
0.001,0.0175,-26.989738043961104,PS+GS,0.0014579488153637261,0.0011693364327025613,0.00021571494189297856,2.5042659221414468e-05,0.00015350552771932165,0.00027792435606663546,0.00021571494189297856,6.408923689874858,0.0,3
0.001467799267622,0.0175,-25.323089153833767,GS,0.002141417891429853,0.002418034305323502,-0.00038368730846514163,1.707500286676908e-05,-0.00042610396701420205,-0.0003412706499160812,0.0,8.0,1.0,3
0.001467799267622,0.0175,-25.323089153833767,MB-fixed,0.002146893829819696,0.001711213682521695,0.0003283354558070162,5.806603677145259e-05,0.00018409142409295693,0.0004725794875210754,0.0003283354558070162,6.408923689874861,0.0,3
0.001467799267622,0.0175,-25.323089153833767,MB-global-opt,0.0021328259557729843,0.0016943918486003184,0.00033179280938401627,8.64699072474825e-05,0.00011698965186165373,0.0005465959669063788,0.00033179280938401627,4.7380473561634675,0.0,3
0.001467799267622,0.0175,-25.323089153833767,PS,0.002146893829820584,0.001711213682521695,0.00032833545580785985,5.8066036771452456e-05,0.00018409142409380095,0.00047257948752191877,0.00032833545580785985,6.408923689874858,0.0,3
0.001467799267622,0.0175,-25.323089153833767,PS+GS,0.0021468974399526295,0.001708106252318542,0.00033144631563645593,5.806737897604102e-05,0.00018719894970136173,0.00047569368157155014,0.00033144631563645593,6.408923689874858,0.0,3
0.002154434690032,0.0175,-23.656448579425984,GS,0.0030853714504903706,0.003495032190786951,-0.0005639293128210989,1.2896165130963623e-05,-0.0005959651629594883,-0.0005318934626827095,0.0,8.0,1.0,3
0.002154434690032,0.0175,-23.656448579425984,MB-fixed,0.003076572124480611,0.0024990426698345836,0.0004237008484219964,9.66682973199759e-05,0.00018356348552172678,0.000663838211322266,0.0004237008484219964,6.408923689874861,0.0,3
0.002154434690032,0.0175,-23.656448579425984,MB-global-opt,0.0030592364615724676,0.0024752439098780776,0.0004310307286157663,0.00025285353519517685,-0.00019709227370417792,0.0010591537309357106,0.0004310307286157663,4.7380473561634675,0.0,3
0.002154434690032,0.0175,-23.656448579425984,PS,0.003076572124482979,0.0024990426698345836,0.00042370084842424644,9.666829731953172e-05,0.00018356348552508021,0.0006638382113234127,0.00042370084842424644,6.408923689874858,0.0,3
0.002154434690032,0.0175,-23.656448579425984,PS+GS,0.00307657318823266,0.0024946469472917343,0.00042809758152929244,9.667031624391225e-05,0.00018795520334393543,0.0006682399597146495,0.00042809758152929244,6.408923689874858,0.0,3
0.003162277660168,0.0175,-21.989820210675287,GS,0.004570908021599133,0.00504981592035092,-0.0007074532998317433,1.1572405693200485e-05,-0.0007362007492295406,-0.0006787058504339461,0.0,8.0,1.0,3
0.003162277660168,0.0175,-21.989820210675287,MB-fixed,0.004558701984711237,0.003648607651170588,0.000682159234305087,0.00014396650608184774,0.00032452660732266774,0.0010397918612875064,0.000682159234305087,6.408923689874861,0.0,3
0.003162277660168,0.0175,-21.989820210675287,MB-global-opt,0.004532981253906184,0.003614981018175145,0.0006913511730357293,0.0001988544409692464,0.00019736935708111606,0.0011853329889903426,0.0006913511730357293,4.7380473561634675,0.0,3
0.003162277660168,0.0175,-21.989820210675287,PS,0.004558701984712717,0.003648607651170588,0.000682159234306493,0.00014396650608251317,0.0003245266073224207,0.0010397918612905653,0.000682159234306493,6.408923689874858,0.0,3
0.003162277660168,0.0175,-21.989820210675287,PS+GS,0.004558701613915694,0.003642397486740556,0.0006883690464793533,0.00014396459100331492,0.00033074117681573833,0.0010459969161429683,0.0006883690464793533,6.408923689874858,0.0,3
1e-05,0.01875,-46.98970045051125,GS,1.4463074542447885e-05,1.996620938893301e-05,-6.226288573607519e-06,8.935941375779948e-08,-6.4482696632204195e-06,-6.004307483994619e-06,0.0,8.0,1.0,3
1e-05,0.01875,-46.98970045051125,MB-fixed,1.4523420488465888e-05,1.2510428955225805e-05,1.2868205088167877e-06,2.0361255784088967e-07,7.810188753045564e-07,1.792622142329019e-06,1.2868205088167877e-06,6.408923689874861,0.0,3
1e-05,0.01875,-46.98970045051125,MB-global-opt,1.4592521212719589e-05,1.2336617152497453e-05,1.5262779995861564e-06,2.6114601133622244e-07,8.775553445607062e-07,2.1750006546116065e-06,1.5262779995861564e-06,4.7380473561634675,0.0,3
1e-05,0.01875,-46.98970045051125,PS,1.4523420489650126e-05,1.2510428955225805e-05,1.2868205099418135e-06,2.0361255772544898e-07,7.810188767163527e-07,1.7926221431672741e-06,1.2868205099418135e-06,6.408923689874858,0.0,3
1e-05,0.01875,-46.98970045051125,PS+GS,1.4523421946262735e-05,1.2478310463581721e-05,1.3189403853678756e-06,2.0362914727958359e-07,8.130975414053684e-07,1.8247832293303826e-06,1.3189403853678756e-06,6.408923689874858,0.0,3
1.0491397291e-05,0.01875,-46.78136713733551,GS,1.5149818248498073e-05,2.0913995782079198e-05,-6.521668446006029e-06,1.338888201164208e-07,-6.854266713234865e-06,-6.189070178777193e-06,0.0,8.0,1.0,3
1.0491397291e-05,0.01875,-46.78136713733551,MB-fixed,1.5109127483074284e-05,1.3117769134929347e-05,1.2359019739912225e-06,2.1711177359112673e-07,6.965664295551888e-07,1.775237518427256e-06,1.2359019739912225e-06,6.408923689874861,0.0,3
1.0491397291e-05,0.01875,-46.78136713733551,MB-global-opt,1.5179129727963906e-05,1.293598265506013e-05,1.48419058650558e-06,3.8523953394586557e-07,5.272025321853934e-07,2.4411786408257665e-06,1.48419058650558e-06,4.7380473561634675,0.0,3
1.0491397291e-05,0.01875,-46.78136713733551,PS,1.5109127484554582e-05,1.3117769134929347e-05,1.2359019753975051e-06,2.1711177439266628e-07,6.965664289703368e-07,1.7752375218246734e-06,1.2359019753975051e-06,6.408923689874858,0.0,3
1.0491397291e-05,0.01875,-46.78136713733551,PS+GS,1.510914118263429e-05,1.3084177229227834e-05,1.2695068942747405e-06,2.1709254063271058e-07,7.302191271560163e-07,1.8087946613934648e-06,1.2695068942747405e-06,6.408923689874858,0.0,3
1.1006941713e-05,0.01875,-46.57303382465375,GS,1.5988362735678645e-05,2.1906717312614177e-05,-6.717772713719466e-06,2.2101875516321715e-07,-7.266813738417723e-06,-6.16873168902121e-06,0.0,8.0,1.0,3
1.1006941713e-05,0.01875,-46.57303382465375,MB-fixed,1.6056289558067743e-05,1.375458906660576e-05,1.4988860135585938e-06,2.426196440555879e-07,8.961854061561351e-07,2.1015866209610526e-06,1.4988860135585938e-06,6.408923689874861,0.0,3
1.1006941713e-05,0.01875,-46.57303382465375,MB-global-opt,1.6216971941910668e-05,1.3564463872350885e-05,1.841659472464247e-06,3.6352421401529297e-07,9.386152633056507e-07,2.744703681622843e-06,1.841659472464247e-06,4.7380473561634675,0.0,3
1.1006941713e-05,0.01875,-46.57303382465375,PS,1.60562895598441e-05,1.375458906660576e-05,1.4988860152461325e-06,2.426196448971428e-07,8.961854057531354e-07,2.1015866247391295e-06,1.4988860152461325e-06,6.408923689874858,0.0,3
1.1006941713e-05,0.01875,-46.57303382465375,PS+GS,1.6056258717848475e-05,1.3719456497529592e-05,1.533989284426458e-06,2.4261156314913405e-07,9.31308751108466e-07,2.13666981774445e-06,1.533989284426458e-06,6.408923689874858,0.0,3
1.1547819847e-05,0.01875,-46.36470051349124,GS,1.66730118926021e-05,2.2946501525122898e-05,-7.107140227150904e-06,1.1536078638908064e-07,-7.393712307073642e-06,-6.820568147228165e-06,0.0,8.0,1.0,3
1.1547819847e-05,0.01875,-46.36470051349124,MB-fixed,1.630615816683445e-05,1.442231942427874e-05,1.068530834213986e-06,4.929000747039236e-07,-1.5590082946741184e-07,2.292962497895384e-06,1.068530834213986e-06,6.408923689874861,0.0,3
1.1547819847e-05,0.01875,-46.36470051349124,MB-global-opt,1.5970829832253248e-05,1.4223474946284398e-05,9.488133943561883e-07,7.462573224214168e-07,-9.049925629177054e-07,2.802619351630082e-06,9.488133943561883e-07,4.7380473561634675,0.0,3
1.1547819847e-05,0.01875,-46.36470051349124,PS,1.630615816831475e-05,1.442231942427874e-05,1.0685308356202697e-06,4.929000756248461e-07,-1.559008303488265e-07,2.2929625015893657e-06,1.0685308356202697e-06,6.408923689874858,0.0,3
1.1547819847e-05,0.01875,-46.36470051349124,PS+GS,1.630615418749907e-05,1.4385575888065105e-05,1.105270590059011e-06,4.929058873812373e-07,-1.1917551311330809e-07,2.32971669323133e-06,1.105270590059011e-06,6.408923689874858,0.0,3
1.2115276586e-05,0.01875,-46.1563672034041,GS,1.7584651349859353e-05,2.403557656038835e-05,-7.330157778021966e-06,1.4088650573999537e-07,-7.68013926000308e-06,-6.980176296040851e-06,0.0,8.0,1.0,3
1.2115276586e-05,0.01875,-46.1563672034041,MB-fixed,1.711180065259536e-05,1.5122460303329532e-05,1.1337503166360574e-06,4.250685585426643e-07,7.782148029395761e-08,2.189679152978157e-06,1.1337503166360574e-06,6.408923689874861,0.0,3
1.2115276586e-05,0.01875,-46.1563672034041,MB-global-opt,1.659362610103206e-05,1.4914498709828194e-05,8.494460861522647e-07,5.233081843848571e-07,-4.505235095296444e-07,2.149415681834174e-06,8.494460861522647e-07,4.7380473561634675,0.0,3
1.2115276586e-05,0.01875,-46.1563672034041,PS,1.7111800653779596e-05,1.5122460303329532e-05,1.1337503177610832e-06,4.250685575863518e-07,7.782148379459528e-08,2.189679151727571e-06,1.1337503177610832e-06,6.408923689874858,0.0,3
1.2115276586e-05,0.01875,-46.1563672034041,PS+GS,1.7111793619406512e-05,1.5084032314094387e-05,1.1721716243418004e-06,4.250461794390537e-07,1.1629838077493403e-07,2.2280448679086668e-06,1.1721716243418004e-06,6.408923689874858,0.0,3
1.2710617996e-05,0.01875,-45.94803389425805,GS,1.8468913617416167e-05,2.5176275906257928e-05,-7.63080796971257e-06,1.1661262636201726e-07,-7.920489792521118e-06,-7.341126146904022e-06,0.0,8.0,1.0,3
1.2710617996e-05,0.01875,-45.94803389425805,MB-fixed,1.853576061024616e-05,1.5856584594908796e-05,1.7523879848250577e-06,2.8626866636603286e-07,1.041257195021535e-06,2.4635187746285805e-06,1.7523879848250577e-06,6.408923689874861,0.0,3
1.2710617996e-05,0.01875,-45.94803389425805,MB-global-opt,1.8562949010814123e-05,1.563909001767172e-05,1.995711542601696e-06,4.073995580772407e-07,9.836749366441452e-07,3.0077481485592473e-06,1.995711542601696e-06,4.7380473561634675,0.0,3
1.2710617996e-05,0.01875,-45.94803389425805,PS,1.853576061172646e-05,1.5856584594908796e-05,1.752387986231339e-06,2.862686667060417e-07,1.0412571955831872e-06,2.463518776879491e-06,1.752387986231339e-06,6.408923689874858,0.0,3
1.2710617996e-05,0.01875,-45.94803389425805,PS+GS,1.853578815650773e-05,1.581639533365653e-05,1.792603415025813e-06,2.862648298864591e-07,1.0814821555658793e-06,2.5037246744857465e-06,1.792603415025813e-06,6.408923689874858,0.0,3
1.3335214322e-05,0.01875,-45.73970058618539,GS,1.9157014236566756e-05,2.637104334346496e-05,-8.171879818726542e-06,2.56908515808837e-07,-8.810075951309172e-06,-7.533683686143913e-06,0.0,8.0,1.0,3
1.3335214322e-05,0.01875,-45.73970058618539,MB-fixed,1.9199252976775938e-05,1.6626341504677455e-05,1.6129488232596853e-06,3.4855920028846263e-07,7.47079769056309e-07,2.4788178774630617e-06,1.6129488232596853e-06,6.408923689874861,0.0,3
1.3335214322e-05,0.01875,-45.73970058618539,MB-global-opt,1.9122002409055483e-05,1.639887920656946e-05,1.7670230820332474e-06,5.719972859696098e-07,3.4610305295491023e-07,3.1879431111115845e-06,1.7670230820332474e-06,4.7380473561634675,0.0,3
1.3335214322e-05,0.01875,-45.73970058618539,PS,1.9199252977071996e-05,1.6626341504677455e-05,1.6129488235409422e-06,3.4855920073753944e-07,7.470797682219971e-07,2.4788178788598872e-06,1.6129488235409422e-06,6.408923689874858,0.0,3
1.3335214322e-05,0.01875,-45.73970058618539,PS+GS,1.9199244110978952e-05,1.6584310662537405e-05,1.6549712428925996e-06,3.4855940157392956e-07,7.891016886684039e-07,2.5208407971167954e-06,1.6549712428925996e-06,6.408923689874858,0.0,3
1.3990503141e-05,0.01875,-45.53136727976742,GS,2.033776041177049e-05,2.762243817078236e-05,-8.301565779600395e-06,2.0766868115306437e-07,-8.817443381995783e-06,-7.785688177205006e-06,0.0,8.0,1.0,3
1.3990503141e-05,0.01875,-45.53136727976742,MB-fixed,2.051748100395656e-05,1.743346024918324e-05,2.0581467045754927e-06,4.4412273390067003e-07,9.548846726608535e-07,3.1614087364901316e-06,2.0581467045754927e-06,6.408923689874861,0.0,3
1.3990503141e-05,0.01875,-45.53136727976742,MB-global-opt,2.05301164874309e-05,1.7195575785278194e-05,2.308034877781158e-06,1.0958529245035919e-06,-4.142146984763666e-07,5.030284454038682e-06,2.308034877781158e-06,4.7380473561634675,0.0,3
1.3990503141e-05,0.01875,-45.53136727976742,PS,2.0517481005732918e-05,1.743346024918324e-05,2.058146706263031e-06,4.4412273445891483e-07,9.548846729616346e-07,3.161408739564427e-06,2.058146706263031e-06,6.408923689874858,0.0,3
1.3990503141e-05,0.01875,-45.53136727976742,PS+GS,2.0517434891805426e-05,1.7389503874420953e-05,2.1020592727942016e-06,4.4411055319351814e-07,9.988274994335538e-07,3.2052910461548494e-06,2.1020592727942016e-06,6.408923689874858,0.0,3
1.4677992676e-05,0.01875,-45.32303397437484,GS,2.102923872252897e-05,2.89331406484461e-05,-8.95536386204358e-06,1.80887816813142e-07,-9.404714109379723e-06,-8.506013614707438e-06,0.0,8.0,1.0,3
1.4677992676e-05,0.01875,-45.32303397437484,MB-fixed,2.1177394072147138e-05,1.827975394141923e-05,1.8387704271205494e-06,5.7094495742255095e-08,1.6969398371156024e-06,1.9806010171254963e-06,1.8387704271205494e-06,6.408923689874861,0.0,3
1.4677992676e-05,0.01875,-45.32303397437484,MB-global-opt,2.1246157905293234e-05,1.8030972293692216e-05,2.1528777163363566e-06,3.68868330500485e-07,1.2365579858810728e-06,3.0691974467916404e-06,2.1528777163363566e-06,4.7380473561634675,0.0,3
1.4677992676e-05,0.01875,-45.32303397437484,PS,2.1177394073627436e-05,1.827975394141923e-05,1.838770428526833e-06,5.7094496041082436e-08,1.6969398377795579e-06,1.980601019274108e-06,1.838770428526833e-06,6.408923689874858,0.0,3
1.4677992676e-05,0.01875,-45.32303397437484,PS+GS,2.1177396692569534e-05,1.8233784297327915e-05,1.8847425606131421e-06,5.711715280854117e-08,1.742855687335397e-06,2.0266294338908874e-06,1.8847425606131421e-06,6.408923689874858,0.0,3
1e-05,0.02,-46.989700477654644,GS,1.4461194142612044e-05,2.0234716639366823e-05,-6.496582203885383e-06,1.4054379524395202e-07,-6.8457123457990745e-06,-6.147452061971691e-06,0.0,8.0,1.0,3
1e-05,0.02,-46.989700477654644,MB-fixed,1.4600282323288619e-05,1.266121473042503e-05,1.2090534766991581e-06,2.2153758127429131e-07,6.587236164925572e-07,1.7593833369057592e-06,1.2090534766991581e-06,6.408923689874861,0.0,3
1e-05,0.02,-46.989700477654644,MB-global-opt,1.4743783843288819e-05,1.2482601291718964e-05,1.5239933594054134e-06,2.8165325443926195e-07,8.243278884243022e-07,2.2236588303865244e-06,1.5239933594054134e-06,4.7380473561634675,0.0,3
1e-05,0.02,-46.989700477654644,PS,1.4600282325361036e-05,1.266121473042503e-05,1.2090534786679535e-06,2.2153758224456692e-07,6.587236160510543e-07,1.7593833412848526e-06,1.2090534786679535e-06,6.408923689874858,0.0,3
1e-05,0.02,-46.989700477654644,PS+GS,1.4600298167799508e-05,1.2628229229871835e-05,1.242054029537697e-06,2.2151776465918333e-07,6.917733965320045e-07,1.7923346625433898e-06,1.242054029537697e-06,6.408923689874858,0.0,3
1.0491397291e-05,0.02,-46.781367165812725,GS,1.4955131457661253e-05,2.1194746990360613e-05,-6.987372105582423e-06,3.945615497212706e-08,-7.085386628108135e-06,-6.889357583056712e-06,0.0,8.0,1.0,3
1.0491397291e-05,0.02,-46.781367165812725,MB-fixed,1.461665660655124e-05,1.3275491333120115e-05,6.10332443103563e-07,4.508069839290938e-07,-5.095341863812461e-07,1.730199072588372e-06,6.10332443103563e-07,6.408923689874861,0.0,3
1.0491397291e-05,0.02,-46.781367165812725,MB-global-opt,1.4579262805606655e-05,1.3088685300477465e-05,7.616143648488571e-07,7.312758665893938e-07,-1.0549755930162475e-06,2.578204322713962e-06,7.616143648488571e-07,4.7380473561634675,0.0,3
1.0491397291e-05,0.02,-46.781367165812725,PS,1.4616656607735479e-05,1.3275491333120115e-05,6.103324442285887e-07,4.508069835015561e-07,-5.095341841941579e-07,1.7301990726513353e-06,6.103324442285887e-07,6.408923689874858,0.0,3
1.0491397291e-05,0.02,-46.781367165812725,PS+GS,1.4616645136911188e-05,1.3240993079755015e-05,6.448198003106134e-07,4.508277215627299e-07,-4.75098344311963e-07,1.76473794493319e-06,6.448198003106134e-07,6.408923689874858,0.0,3
1.1006941713e-05,0.02,-46.57303385453034,GS,1.5801774707983423e-05,2.2200267420835473e-05,-7.188581448251223e-06,1.0486539962199617e-07,-7.449081542106764e-06,-6.928081354395682e-06,0.0,8.0,1.0,3
1.1006941713e-05,0.02,-46.57303385453034,MB-fixed,1.584107840961006e-05,1.3919565279740809e-05,1.1294592093887457e-06,1.052113698260235e-07,8.680996779022488e-07,1.3908187408752426e-06,1.1294592093887457e-06,6.408923689874861,0.0,3
1.1006941713e-05,0.02,-46.57303385453034,MB-global-opt,1.5605749747275393e-05,1.3724192791109147e-05,1.1012694688024756e-06,4.558299066810317e-07,-3.10747925134765e-08,2.2336137301184276e-06,1.1012694688024756e-06,4.7380473561634675,0.0,3
1.1006941713e-05,0.02,-46.57303385453034,PS,1.5841078410498238e-05,1.3919565279740809e-05,1.1294592102325154e-06,1.052113703787501e-07,8.680996773729696e-07,1.3908187430920613e-06,1.1294592102325154e-06,6.408923689874858,0.0,3
1.1006941713e-05,0.02,-46.57303385453034,PS+GS,1.5841086548581036e-05,1.388348525233063e-05,1.1655469688213543e-06,1.0520876552839454e-07,9.041939067688101e-07,1.4269000308738985e-06,1.1655469688213543e-06,6.408923689874858,0.0,3
1.1547819847e-05,0.02,-46.364700544835955,GS,1.6709090541411342e-05,2.3253430481817716e-05,-7.379794467476942e-06,1.269998712182737e-07,-7.69527963695378e-06,-7.064309298000102e-06,0.0,8.0,1.0,3
1.1547819847e-05,0.02,-46.364700544835955,MB-fixed,1.660175089905162e-05,1.4594881728502429e-05,1.176781625596608e-06,2.769079145908519e-07,4.889042322878576e-07,1.8646590189053583e-06,1.176781625596608e-06,6.408923689874861,0.0,3
1.1547819847e-05,0.02,-46.364700544835955,MB-global-opt,1.6417809203102724e-05,1.4390551952514485e-05,1.206366790433103e-06,2.9957960270932606e-07,4.6216980168090716e-07,1.950563779185299e-06,1.206366790433103e-06,4.7380473561634675,0.0,3
1.1547819847e-05,0.02,-46.364700544835955,PS,1.6601750901124035e-05,1.4594881728502429e-05,1.1767816275654039e-06,2.7690791554641033e-07,4.889042318829149e-07,1.864659023247893e-06,1.1767816275654039e-06,6.408923689874858,0.0,3
1.1547819847e-05,0.02,-46.364700544835955,PS+GS,1.6601750457923004e-05,1.4557147775651202e-05,1.2145151593756502e-06,2.7691928933519945e-07,5.26609509635505e-07,1.9024208091157955e-06,1.2145151593756502e-06,6.408923689874858,0.0,3
1.2115276586e-05,0.02,-46.156367236289086,GS,1.7570839027314378e-05,2.435649039811416e-05,-7.664193322165503e-06,1.0490713388172131e-07,-7.924797089669499e-06,-7.403589554661508e-06,0.0,8.0,1.0,3
1.2115276586e-05,0.02,-46.156367236289086,MB-fixed,1.7304309579320904e-05,1.5302955887142033e-05,1.1361382132128266e-06,3.953928343223313e-07,1.5392796252904505e-07,2.118348463896608e-06,1.1361382132128266e-06,6.408923689874861,0.0,3
1.2115276586e-05,0.02,-46.156367236289086,MB-global-opt,1.7263563890719997e-05,1.5089260280376493e-05,1.3111254158075049e-06,7.590908610310091e-07,-5.745608187012856e-07,3.1968116503162954e-06,1.3111254158075049e-06,4.7380473561634675,0.0,3
1.2115276586e-05,0.02,-46.156367236289086,PS,1.7304309580801203e-05,1.5302955887142033e-05,1.136138214619108e-06,3.9539283310601025e-07,1.5392796695683545e-07,2.1183484622813805e-06,1.136138214619108e-06,6.408923689874858,0.0,3
1.2115276586e-05,0.02,-46.156367236289086,PS+GS,1.7304293476646155e-05,1.52634925809636e-05,1.175586221850247e-06,3.953818608761921e-07,1.9340323071784728e-07,2.1577692129826468e-06,1.175586221850247e-06,6.408923689874858,0.0,3
1.2710617996e-05,0.02,-45.948033928758996,GS,1.8379530360768115e-05,2.551180790444363e-05,-8.05125406171392e-06,1.7057094942714662e-07,-8.474975789709702e-06,-7.627532333718138e-06,0.0,8.0,1.0,3
1.2710617996e-05,0.02,-45.948033928758996,MB-fixed,1.8157083329306545e-05,1.604537645438775e-05,1.2038527084534671e-06,1.5185757513591652e-07,8.266175792480525e-07,1.5810878376588818e-06,1.2038527084534671e-06,6.408923689874861,0.0,3
1.2710617996e-05,0.02,-45.948033928758996,MB-global-opt,1.7848516649839514e-05,1.5821887938916035e-05,1.134202878431503e-06,3.878580186173908e-07,1.7071014759122093e-07,2.0976956092717852e-06,1.134202878431503e-06,4.7380473561634675,0.0,3
1.2710617996e-05,0.02,-45.948033928758996,PS,1.815708333137896e-05,1.604537645438775e-05,1.203852710422263e-06,1.51857575016008e-07,8.266175815147178e-07,1.5810878393298084e-06,1.203852710422263e-06,6.408923689874858,0.0,3
1.2710617996e-05,0.02,-45.948033928758996,PS+GS,1.8157065496164176e-05,1.6004104956834908e-05,1.245107264521056e-06,1.5185114160421024e-07,8.678881170943725e-07,1.6223264119477396e-06,1.245107264521056e-06,6.408923689874858,0.0,3
