T,epsilon,SNR_dB,scheme,baseline,mean_delta_K,std_delta_K,ci95_low,ci95_high,P_delta_gt_0,mean_delta_I_AB,mean_delta_chi_BE,mean_delta_outage,gain_source,repetitions
0.000215443469003,0.02,-33.65637606661154,PS+GS,MB-global-opt,-7.4368114499456725e-06,2.2817415231133098e-06,-1.310497161590784e-05,-1.7686512839835045e-06,0.0,-5.184307704020341e-06,2.5117191311263554e-06,0.0,No positive gain,3
0.001,0.0225,-26.989748901214575,PS+GS,MB-global-opt,-7.449615664626714e-06,2.2058474387213937e-05,-6.224590375290456e-05,4.7346672423651134e-05,0.3333333333333333,3.4195034578724894e-06,1.0698143949605665e-05,0.0,No positive gain,3
1e-05,0.0175,-46.989700423367836,GS,MB-global-opt,-7.465467916449124e-06,4.5479099389905423e-07,-8.595231375344179e-06,-6.335704457554069e-06,0.0,3.8908535652619016e-08,7.502431025319112e-06,-1.0,No positive gain,3
1.2115276586e-05,0.00875,-46.15636694032423,GS,MB-global-opt,-7.475796813564509e-06,1.2300110516037768e-07,-7.781348497476584e-06,-7.170245129652433e-06,0.0,2.133417866071833e-07,7.678471510841334e-06,-1.0,No positive gain,3
1.1006941713e-05,0.0125,-46.57303367527082,GS,MB-global-opt,-7.548841358776906e-06,5.613217122260667e-07,-8.943241792524664e-06,-6.154440925029148e-06,0.0,3.68675185195381e-08,7.583865501370468e-06,-1.0,No positive gain,3
1.2115276586e-05,0.00625,-46.156366874554266,GS,MB-global-opt,-7.5701814550299665e-06,5.009929486406547e-07,-8.81471693205379e-06,-6.3256459780061424e-06,0.0,-4.07483615738613e-07,7.183072020078285e-06,-1.0,No positive gain,3
1.1006941713e-05,0.01375,-46.57303370514741,GS,MB-global-opt,-7.570252412506899e-06,6.028526605808352e-07,-9.067821441266216e-06,-6.0726833837475835e-06,0.0,1.8921914583340063e-07,7.75001060104863e-06,-1.0,No positive gain,3
1.2115276586e-05,0.0075,-46.15636690743925,GS,MB-global-opt,-7.5908559868942405e-06,2.2026994701007622e-07,-8.138036869020436e-06,-7.043675104768044e-06,0.0,-1.5658353724745666e-07,7.442101626509157e-06,-1.0,No positive gain,3
0.000316227766017,0.0025,-31.989701760057297,PS,MB-global-opt,-7.623678126715087e-06,5.655758295137253e-06,-2.1673360596036182e-05,6.426004342606009e-06,0.0,-6.023669597195654e-06,1.9011920093792156e-06,0.0,No positive gain,3
1.3990503141e-05,0.005,-45.53136686204258,GS,MB-global-opt,-7.625904577190922e-06,7.434616700862464e-07,-9.472765749070163e-06,-5.779043405311682e-06,0.0,2.7207840513909787e-07,7.884379062073066e-06,-1.0,No positive gain,3
1e-05,0.0275,-46.98970064051505,GS,MB-global-opt,-7.6718626914829e-06,6.783066170731215e-07,-9.35686973906315e-06,-5.9868556439026495e-06,0.0,7.775028691980879e-07,8.410490417221084e-06,-0.3333333333333333,No positive gain,3
2.15443469e-05,0.0,-43.65636671009113,GS,MB-global-opt,-7.672252974770069e-06,7.442112442231283e-07,-9.520976192030467e-06,-5.823529757509671e-06,0.0,-3.230734882582927e-07,7.365333160924692e-06,0.0,No positive gain,3
1.1547819847e-05,0.00875,-46.36470026273354,GS,MB-global-opt,-7.675994101126922e-06,5.933200045792692e-07,-9.149882699619898e-06,-6.202105502633946e-06,0.0,-3.5082353970021057e-07,7.342711738411722e-06,-1.0,No positive gain,3
1.1547819847e-05,0.01125,-46.36470032542297,GS,MB-global-opt,-7.677504550744156e-06,5.069772626320856e-07,-8.936905887832864e-06,-6.418103213655448e-06,0.0,7.305010611228606e-08,7.746902151550827e-06,-1.0,No positive gain,3
1.0491397291e-05,0.02,-46.781367165812725,GS,MB-global-opt,-7.74898647043128e-06,7.34270804482103e-07,-9.573016266459921e-06,-5.924956674402639e-06,0.0,3.758686520545969e-07,8.106061689883148e-06,-1.0,No positive gain,3
1e-05,0.01875,-46.98970045051125,GS,MB-global-opt,-7.752566573193676e-06,3.155226033027706e-07,-8.536368170958014e-06,-6.968764975429338e-06,0.0,-1.2944667027170453e-07,7.629592236435556e-06,-1.0,No positive gain,3
1e-05,0.025,-46.98970058622826,GS,MB-global-opt,-7.757651709328071e-06,2.293010649167742e-07,-8.327267132025281e-06,-7.188036286630861e-06,0.0,4.6951297694164396e-07,8.203689037422635e-06,-1.0,No positive gain,3
1.1547819847e-05,0.01,-46.364700294078254,GS,MB-global-opt,-7.766637168593605e-06,5.463132873065398e-07,-9.123754608005255e-06,-6.409519729181954e-06,0.0,-2.2618063244550513e-07,7.551765567770374e-06,-1.0,No positive gain,3
1.3335214322e-05,0.00875,-45.73970029661492,GS,MB-global-opt,-7.776255861857705e-06,6.924720079599967e-07,-9.496451691141291e-06,-6.05606003257412e-06,0.0,6.528720843945734e-07,8.39648434203255e-06,-1.0,No positive gain,3
1.1547819847e-05,0.0125,-46.364700356767685,GS,MB-global-opt,-7.821084361732864e-06,4.484715807836755e-07,-8.935149528192071e-06,-6.707019195273657e-06,0.0,1.1509616134238361e-07,7.930425715008127e-06,-1.0,No positive gain,3
1.0491397291e-05,0.01625,-46.78136708038107,GS,MB-global-opt,-7.847586737700732e-06,9.615639327159249e-08,-8.08645246044963e-06,-7.608721014951834e-06,0.0,-1.4816814738101888e-07,7.706826997688765e-06,-1.0,No positive gain,3
0.001,0.0075,-26.989716329372722,PS+GS,MB-global-opt,-7.860444952223518e-06,3.703660523945004e-05,-9.986447274161108e-05,8.414358283716405e-05,0.6666666666666666,-1.0022295313660834e-06,6.9083268974257095e-06,0.0,No positive gain,3
1e-05,0.0225,-46.98970053194145,GS,MB-global-opt,-7.869127992391847e-06,2.1063744949297592e-07,-8.392380424177769e-06,-7.345875560605925e-06,0.0,1.2190080026878528e-07,7.984933752647194e-06,-1.0,No positive gain,3
1.0491397291e-05,0.015,-46.78136705190384,GS,MB-global-opt,-7.878558418668765e-06,1.5219151908131153e-07,-8.256623110622536e-06,-7.500493726714994e-06,0.0,-3.326953518604607e-07,7.562497834401327e-06,-1.0,No positive gain,3
