sweep,parameter_value,comparison,first,second,mean_delta_K_raw,ci95_low_delta_K_raw,ci95_high_delta_K_raw,mean_beta_delta_I_AB,mean_negative_delta_chi_BE
beam_waist,0.0839999999999999,PS+GS-GS,PS+GS,GS,0.01436214616206584,0.01373663143148909,0.014987660892642588,-3.680924386758613e-05,0.014398955405933422
beam_waist,0.0885,PS+GS-GS,PS+GS,GS,0.014935973816373679,0.01421339556467284,0.015658552068074517,0.0001130401176636836,0.014822933698710022
beam_waist,0.093,PS+GS-GS,PS+GS,GS,0.015132912526730918,0.014713856515067396,0.01555196853839444,-9.266171959912e-06,0.015142178698690778
beam_waist,0.0974999999999999,PS+GS-GS,PS+GS,GS,0.015165930310009698,0.014275093162097172,0.016056767457922224,2.2431137608825562e-05,0.01514349917240088
beam_waist,0.102,PS+GS-GS,PS+GS,GS,0.01502395850077442,0.014334592240721157,0.015713324760827686,-5.550600501165515e-05,0.0150794645057861
beam_waist,0.1065,PS+GS-GS,PS+GS,GS,0.015303243078538581,0.014398562533284308,0.016207923623792857,-7.945236289605417e-07,0.015304037602167577
beam_waist,0.1109999999999999,PS+GS-GS,PS+GS,GS,0.01502994060027984,0.014340490472459274,0.015719390728100406,4.2981436217906375e-05,0.014986959164061902
beam_waist,0.1154999999999999,PS+GS-GS,PS+GS,GS,0.01499573554532444,0.014405487511555163,0.015585983579093717,-6.169859696130431e-06,0.015001905405020619
beam_waist,0.12,PS+GS-GS,PS+GS,GS,0.01565939958647964,0.014929452198267024,0.016389346974692257,8.561944601787802e-05,0.015573780140461704
turbulence,1e-16,PS-Uniform,PS,Uniform QAM,0.021400288326847938,0.021117144025810317,0.02168343262788556,2.2927028381852786e-05,0.021377361298466104
turbulence,1.2589254117941662e-16,PS-Uniform,PS,Uniform QAM,0.02101566116148106,0.020631538454657483,0.021399783868304635,1.4556966702977959e-05,0.021001104194778082
turbulence,1.5848931924611106e-16,PS-Uniform,PS,Uniform QAM,0.0206416697018963,0.019996726991474232,0.021286612412318367,6.655030061789746e-05,0.0205751194012784
turbulence,1.9952623149688832e-16,PS-Uniform,PS,Uniform QAM,0.019956522837961215,0.01927813213566372,0.02063491354025871,9.77729146951073e-06,0.01994674554649172
turbulence,2.511886431509582e-16,PS-Uniform,PS,Uniform QAM,0.01980138474447912,0.019269442369901604,0.020333327119056634,-2.067158848603326e-05,0.019822056332965157
turbulence,3.1622776601683793e-16,PS-Uniform,PS,Uniform QAM,0.01921486059452996,0.01878640949159862,0.0196433116974613,-5.9352877068361145e-05,0.01927421347159836
turbulence,3.9810717055349695e-16,PS-Uniform,PS,Uniform QAM,0.018572424652343378,0.018078444933904175,0.01906640437078258,-9.38695034414687e-05,0.01866629415578482
turbulence,5.011872336272716e-16,PS-Uniform,PS,Uniform QAM,0.01795124420918252,0.017410201711472097,0.018492286706892944,2.8614282564962955e-05,0.017922629926617546
turbulence,6.309573444801943e-16,PS-Uniform,PS,Uniform QAM,0.016455288763709643,0.015918181588826838,0.016992395938592447,1.3063963062980438e-05,0.01644222480064668
turbulence,7.943282347242821e-16,PS-Uniform,PS,Uniform QAM,0.01604372005044332,0.015619187072693762,0.01646825302819288,-3.2015821602564274e-06,0.01604692163260358
turbulence,1e-15,PS-Uniform,PS,Uniform QAM,0.01451376063261084,0.01423594208832203,0.014791579176899649,3.352054470608615e-05,0.014480240087904722
turbulence,1.2589254117941665e-15,PS-Uniform,PS,Uniform QAM,0.01306044607178716,0.012626000779861531,0.013494891363712787,8.540000548976495e-06,0.013051906071238179
turbulence,1.584893192461111e-15,PS-Uniform,PS,Uniform QAM,0.011888381622143661,0.011445220806436732,0.01233154243785059,-3.955408462025911e-05,0.01192793570676388
turbulence,1.995262314968883e-15,PS-Uniform,PS,Uniform QAM,0.01044818533635882,0.009470077835998816,0.011426292836718824,1.055789089579387e-06,0.010447129547269281
turbulence,2.511886431509582e-15,PS-Uniform,PS,Uniform QAM,0.009610971914575519,0.009080505406952454,0.010141438422198584,-1.3985831429040378e-05,0.009624957746004562
turbulence,3.16227766016838e-15,PS-Uniform,PS,Uniform QAM,0.008558307045633881,0.008036295033376084,0.00908031905789168,-3.59942634677457e-05,0.00859430130910166
turbulence,3.9810717055349695e-15,PS-Uniform,PS,Uniform QAM,0.0072017790530227,0.006876128025263955,0.007527430080781446,5.9353024316975834e-05,0.007142426028705661
turbulence,5.0118723362727146e-15,PS-Uniform,PS,Uniform QAM,0.00578174006770054,0.005067302008800775,0.006496178126600305,-4.2961412259702244e-05,0.0058247014799603205
turbulence,6.309573444801943e-15,PS-Uniform,PS,Uniform QAM,0.0050693839209437,0.004496648527647629,0.005642119314239771,9.814201793299088e-07,0.00506840250076434
turbulence,7.943282347242822e-15,PS-Uniform,PS,Uniform QAM,0.00385050047867002,0.0034005384520749593,0.004300462505265081,1.3886264319219395e-05,0.0038366142143507393
turbulence,1e-14,PS-Uniform,PS,Uniform QAM,0.0033066866287698405,0.002846571809493147,0.003766801448046534,9.445799783456866e-06,0.0032972408289863794
turbulence,1e-16,GS-Uniform,GS,Uniform QAM,0.0015554091340216187,0.0015343826649025063,0.001576435603140731,4.3934042370574744e-07,0.0015549697935978823
turbulence,1.2589254117941662e-16,GS-Uniform,GS,Uniform QAM,0.0015284722567934603,0.0015104213883518787,0.001546523125235042,4.653171938709399e-07,0.0015280069395996244
turbulence,1.5848931924611106e-16,GS-Uniform,GS,Uniform QAM,0.0014982560332665394,0.0014602340915650545,0.0015362779749680242,4.2743164516939605e-07,0.0014978286016213594
turbulence,1.9952623149688832e-16,GS-Uniform,GS,Uniform QAM,0.0014530641791560398,0.0014095348787476814,0.0014965934795643982,3.456013608893471e-07,0.0014527185777951617
turbulence,2.511886431509582e-16,GS-Uniform,GS,Uniform QAM,0.0014443464653900802,0.0014110399047875207,0.0014776530259926397,3.4377065779925273e-07,0.0014440026947322797
turbulence,3.1622776601683793e-16,GS-Uniform,GS,Uniform QAM,0.0014050391827471799,0.0013738687443824115,0.0014362096211119483,3.22348738182876e-07,0.0014047168340090622
turbulence,3.9810717055349695e-16,GS-Uniform,GS,Uniform QAM,0.00136161148032562,0.0013284159622940059,0.001394806998357234,3.478442519741498e-07,0.0013612636360736563
turbulence,5.011872336272716e-16,GS-Uniform,GS,Uniform QAM,0.0013078376917627795,0.001273572188521658,0.001342103195003901,3.2356272351749536e-07,0.0013075141290392444
turbulence,6.309573444801943e-16,GS-Uniform,GS,Uniform QAM,0.0012015913881275198,0.0011658563709417088,0.0012373264053133308,2.818838142740198e-07,0.0012013095043132166
turbulence,7.943282347242821e-16,GS-Uniform,GS,Uniform QAM,0.0011724798866804592,0.0011454998133458986,0.00119945996001502,2.4052376845093424e-07,0.001172239362911981
turbulence,1e-15,GS-Uniform,GS,Uniform QAM,0.0010596179534166604,0.001035161122690932,0.0010840747841423888,2.1995142925251842e-07,0.001059398001987419
turbulence,1.2589254117941665e-15,GS-Uniform,GS,Uniform QAM,0.0009558504571861595,0.0009267097347717229,0.0009849911796005963,1.9580693608703402e-07,0.0009556546502500818
turbulence,1.584893192461111e-15,GS-Uniform,GS,Uniform QAM,0.0008740615884749805,0.0008416836990447284,0.0009064394779052326,1.6915391888347453e-07,0.0008738924345560797
turbulence,1.995262314968883e-15,GS-Uniform,GS,Uniform QAM,0.0007669251764151801,0.00070010216832854,0.0008337481845018202,1.3056296773533703e-07,0.0007667946134474593
turbulence,2.511886431509582e-15,GS-Uniform,GS,Uniform QAM,0.0007065569933214401,0.0006680386584923798,0.0007450753281505004,1.2614752798019434e-07,0.0007064308457935001
turbulence,3.16227766016838e-15,GS-Uniform,GS,Uniform QAM,0.00063088188915274,0.0005908726445230892,0.0006708911337823907,1.0304239320649278e-07,0.000630778846759579
turbulence,3.9810717055349695e-15,GS-Uniform,GS,Uniform QAM,0.00052478364827498,0.0005052322429993109,0.0005443350535506492,9.149183209454514e-08,0.0005246921564429005
turbulence,5.0118723362727146e-15,GS-Uniform,GS,Uniform QAM,0.0004284824188174998,0.0003782209222423997,0.00047874391539259984,6.7194722879714e-08,0.0004284152240947206
turbulence,6.309573444801943e-15,GS-Uniform,GS,Uniform QAM,0.00037299867862321983,0.00033004545548515665,0.000415951901761283,5.220568694463273e-08,0.00037294647293631964
turbulence,7.943282347242822e-15,GS-Uniform,GS,Uniform QAM,0.0002826392832181401,0.0002497036967545644,0.00031557486968171575,2.7437733845919742e-08,0.0002826118454842194
turbulence,1e-14,GS-Uniform,GS,Uniform QAM,0.00024305410935523999,0.0002094652996241634,0.00027664291908631656,2.935274622084538e-08,0.00024302475660898103
turbulence,1e-16,PS+GS-Uniform,PS+GS,Uniform QAM,0.02145368798460328,0.021169826838257452,0.021737549130949108,2.2897153621589395e-05,0.021430790830981643
turbulence,1.2589254117941662e-16,PS+GS-Uniform,PS+GS,Uniform QAM,0.02106814726734742,0.020683364257275745,0.021452930277419097,1.4579759391054602e-05,0.021053567507956342
turbulence,1.5848931924611106e-16,PS+GS-Uniform,PS+GS,Uniform QAM,0.02069302871720594,0.020046738084155385,0.021339319350256493,6.656192359767165e-05,0.02062646679360826
turbulence,1.9952623149688832e-16,PS+GS-Uniform,PS+GS,Uniform QAM,0.020006271084897657,0.01932634535236559,0.020686196817429725,9.786733096888432e-06,0.0199964843518008
turbulence,2.511886431509582e-16,PS+GS-Uniform,PS+GS,Uniform QAM,0.01985079894184182,0.019317653916327324,0.020383943967356315,-2.0662138383792523e-05,0.019871461080225618
turbulence,3.1622776601683793e-16,PS+GS-Uniform,PS+GS,Uniform QAM,0.019262862668679562,0.018833321589621276,0.019692403747737848,-5.935040739665997e-05,0.019322213076076258
turbulence,3.9810717055349695e-16,PS+GS-Uniform,PS+GS,Uniform QAM,0.01861884968592798,0.01812369222934755,0.01911400714250841,-9.3875977772616e-05,0.018712725663700556
turbulence,5.011872336272716e-16,PS+GS-Uniform,PS+GS,Uniform QAM,0.017995803987277098,0.01745353831139994,0.018538069663154255,2.8623213040952362e-05,0.01796718077423614
turbulence,6.309573444801943e-16,PS+GS-Uniform,PS+GS,Uniform QAM,0.016496045565057897,0.01595769724747272,0.017034393882643075,1.306405575170852e-05,0.0164829815093062
turbulence,7.943282347242821e-16,PS+GS-Uniform,PS+GS,Uniform QAM,0.01608351140844038,0.015658068075921606,0.016508954740959154,-3.1989265071921677e-06,0.01608671033494754
turbulence,1e-15,PS+GS-Uniform,PS+GS,Uniform QAM,0.0145495611414687,0.01427095764605497,0.01482816463688243,3.351918668765802e-05,0.014516041954780979
turbulence,1.2589254117941665e-15,PS+GS-Uniform,PS+GS,Uniform QAM,0.013092690033630857,0.012657243329858663,0.013528136737403051,8.561849923953284e-06,0.0130841281837069
turbulence,1.584893192461111e-15,PS+GS-Uniform,PS+GS,Uniform QAM,0.01191780346705874,0.011473504053093561,0.012362102881023919,-3.954538998695994e-05,0.01195734885704566
turbulence,1.995262314968883e-15,PS+GS-Uniform,PS+GS,Uniform QAM,0.01047385278593108,0.00949346615817931,0.011454239413682848,1.0503047524387106e-06,0.01047280248117866
turbulence,2.511886431509582e-15,PS+GS-Uniform,PS+GS,Uniform QAM,0.009634633131619299,0.009102844052603936,0.010166422210634662,-1.3978302899230604e-05,0.00964861143451858
turbulence,3.16227766016838e-15,PS+GS-Uniform,PS+GS,Uniform QAM,0.00857943077345626,0.008056073527130295,0.009102788019782225,-3.59916481036282e-05,0.0086154224215599
turbulence,3.9810717055349695e-15,PS+GS-Uniform,PS+GS,Uniform QAM,0.007219311059644941,0.006892975172880119,0.007545646946409763,5.936227345296335e-05,0.007159948786191981
turbulence,5.0118723362727146e-15,PS+GS-Uniform,PS+GS,Uniform QAM,0.005795997880899,0.005079822723580098,0.006512173038217902,-4.2960097018959885e-05,0.005838957977918001
turbulence,6.309573444801943e-15,PS+GS-Uniform,PS+GS,Uniform QAM,0.0050817778231619,0.004507572660442663,0.005655982985881137,9.800491791164822e-07,0.0050807977739827995
turbulence,7.943282347242822e-15,PS+GS-Uniform,PS+GS,Uniform QAM,0.0038598666572919604,0.003408787140033614,0.004310946174550307,1.3888979682197821e-05,0.0038459776776096992
turbulence,1e-14,PS+GS-Uniform,PS+GS,Uniform QAM,0.0033147228386136603,0.002853499630147709,0.0037759460470796116,9.444132737650227e-06,0.003305278705875961
turbulence,1e-16,PS+GS-PS,PS+GS,PS,5.339965775533889e-05,5.264790082195431e-05,5.4151414688723475e-05,-2.987476026339308e-08,5.342953251554206e-05
turbulence,1.2589254117941662e-16,PS+GS-PS,PS+GS,PS,5.248610586636032e-05,5.1820205649541926e-05,5.3152006083178715e-05,2.2792688076644915e-08,5.2463313178260915e-05
turbulence,1.5848931924611106e-16,PS+GS-PS,PS+GS,PS,5.1359015309640485e-05,4.997321919712851e-05,5.274481142215246e-05,1.1622979774195129e-08,5.134739232985908e-05
turbulence,1.9952623149688832e-16,PS+GS-PS,PS+GS,PS,4.97482469364402e-05,4.820107572358027e-05,5.1295418149300134e-05,9.441627377704265e-09,4.9738805309079706e-05
turbulence,2.511886431509582e-16,PS+GS-PS,PS+GS,PS,4.9414197362700196e-05,4.819307114336775e-05,5.063532358203264e-05,9.450102240737834e-09,4.9404747260461954e-05
turbulence,3.1622776601683793e-16,PS+GS-PS,PS+GS,PS,4.8002074149601504e-05,4.6880697655772743e-05,4.9123450643430264e-05,2.4696717011718493e-09,4.799960447789964e-05
turbulence,3.9810717055349695e-16,PS+GS-PS,PS+GS,PS,4.642503358459893e-05,4.5210054244791306e-05,4.764001292440656e-05,-6.47433114731033e-09,4.64315079157368e-05
turbulence,5.011872336272716e-16,PS+GS-PS,PS+GS,PS,4.4559778094578614e-05,4.3322409956480793e-05,4.5797146232676435e-05,8.930475989404884e-09,4.455084761859629e-05
turbulence,6.309573444801943e-16,PS+GS-PS,PS+GS,PS,4.0756801348259404e-05,3.9489347342036895e-05,4.202425535448191e-05,9.268872808165796e-11,4.075670865952008e-05
turbulence,7.943282347242821e-16,PS+GS-PS,PS+GS,PS,3.9791357997059906e-05,3.8847658987087225e-05,4.073505700703259e-05,2.655653064259633e-09,3.978870234396248e-05
turbulence,1e-15,PS+GS-PS,PS+GS,PS,3.580050885786043e-05,3.4971481305641224e-05,3.662953641007964e-05,-1.3580184281269947e-09,3.580186687625747e-05
turbulence,1.2589254117941665e-15,PS+GS-PS,PS+GS,PS,3.224396184369899e-05,3.1226980719290184e-05,3.3260942968107796e-05,2.184937497679007e-08,3.2222112468720254e-05
turbulence,1.584893192461111e-15,PS+GS-PS,PS+GS,PS,2.9421844915079875e-05,2.8267642358790775e-05,3.057604747136897e-05,8.694633299166642e-09,2.9413150281779044e-05
turbulence,1.995262314968883e-15,PS+GS-PS,PS+GS,PS,2.566744957226072e-05,2.3385615724932626e-05,2.7949283419588813e-05,-5.484337140676532e-09,2.5672933909379193e-05
turbulence,2.511886431509582e-15,PS+GS-PS,PS+GS,PS,2.366121704378138e-05,2.2328570051326374e-05,2.4993864036236388e-05,7.528529809772143e-09,2.365368851401928e-05
turbulence,3.16227766016838e-15,PS+GS-PS,PS+GS,PS,2.112372782237977e-05,1.9769715093069886e-05,2.2477740551689658e-05,2.6153641174975203e-09,2.1121112458240277e-05
turbulence,3.9810717055349695e-15,PS+GS-PS,PS+GS,PS,1.753200662224022e-05,1.684294856125688e-05,1.8221064683223557e-05,9.249135987515756e-09,1.752275748631918e-05
turbulence,5.0118723362727146e-15,PS+GS-PS,PS+GS,PS,1.425781319845977e-05,1.25196756526377e-05,1.599595074428184e-05,1.3152407423583367e-09,1.4256497957679943e-05
turbulence,6.309573444801943e-15,PS+GS-PS,PS+GS,PS,1.2393902218199755e-05,1.0918850205395479e-05,1.3868954231004031e-05,-1.3710002134265099e-09,1.2395273218459429e-05
turbulence,7.943282347242822e-15,PS+GS-PS,PS+GS,PS,9.366178621940044e-06,8.245507311273917e-06,1.048684993260617e-05,2.7153629784254506e-09,9.363463258960439e-06
turbulence,1e-14,PS+GS-PS,PS+GS,PS,8.036209843819905e-06,6.924646787819509e-06,9.1477728998203e-06,-1.667045806640066e-09,8.037876889580714e-06
turbulence,1e-16,PS+GS-GS,PS+GS,GS,0.01989827885058166,0.019634246967601122,0.020162310733562196,2.2457813197883647e-05,0.01987582103738376
turbulence,1.2589254117941662e-16,PS+GS-GS,PS+GS,GS,0.01953967501055396,0.019172764303389763,0.019906585717718157,1.4114442197183663e-05,0.019525560568356717
turbulence,1.5848931924611106e-16,PS+GS-GS,PS+GS,GS,0.019194772683939397,0.018585352167986884,0.01980419319989191,6.613449195250225e-05,0.0191286381919869
turbulence,1.9952623149688832e-16,PS+GS-GS,PS+GS,GS,0.01855320690574162,0.017916480544523918,0.019189933266959322,9.441131735999086e-06,0.018543765774005634
turbulence,2.511886431509582e-16,PS+GS-GS,PS+GS,GS,0.01840645247645174,0.017906028209197,0.018906876743706478,-2.1005909041591774e-05,0.01842745838549334
turbulence,3.1622776601683793e-16,PS+GS-GS,PS+GS,GS,0.01785782348593238,0.01745839384481288,0.01825725312705188,-5.9672756134842856e-05,0.017917496242067198
turbulence,3.9810717055349695e-16,PS+GS-GS,PS+GS,GS,0.01725723820560236,0.01679394309974642,0.017720533311458297,-9.422382202459014e-05,0.0173514620276269
turbulence,5.011872336272716e-16,PS+GS-GS,PS+GS,GS,0.01668796629551432,0.01617965539745112,0.01719627719357752,2.8299650317434863e-05,0.016659666645196896
turbulence,6.309573444801943e-16,PS+GS-GS,PS+GS,GS,0.01529445417693038,0.01479104864950439,0.01579785970435637,1.2782171937434499e-05,0.015281672004992983
turbulence,7.943282347242821e-16,PS+GS-GS,PS+GS,GS,0.014911031521759922,0.014511526638882097,0.015310536404637747,-3.439450275643102e-06,0.014914470972035559
turbulence,1e-15,PS+GS-GS,PS+GS,GS,0.01348994318805204,0.013234393229454248,0.013745493146649832,3.3299235258405504e-05,0.01345664395279356
turbulence,1.2589254117941665e-15,PS+GS-GS,PS+GS,GS,0.0121368395764447,0.011730000809472214,0.012543678343417184,8.36604298786625e-06,0.012128473533456818
turbulence,1.584893192461111e-15,PS+GS-GS,PS+GS,GS,0.011043741878583759,0.010631262218165044,0.011456221539002474,-3.971454390584342e-05,0.01108345642248958
turbulence,1.995262314968883e-15,PS+GS-GS,PS+GS,GS,0.0097069276095159,0.008793287269219251,0.010620567949812549,9.197417847033734e-07,0.0097060078677312
turbulence,2.511886431509582e-15,PS+GS-GS,PS+GS,GS,0.008928076138297861,0.008434610656482893,0.00942154162011283,-1.41044504272108e-05,0.00894218058872508
turbulence,3.16227766016838e-15,PS+GS-GS,PS+GS,GS,0.007948548884303519,0.007464834210423206,0.008432263558183833,-3.6094690496834695e-05,0.007984643574800322
turbulence,3.9810717055349695e-15,PS+GS-GS,PS+GS,GS,0.00669452741136996,0.0063875561893404036,0.007001498633399517,5.9270781620868804e-05,0.006635256629749078
turbulence,5.0118723362727146e-15,PS+GS-GS,PS+GS,GS,0.0053675154620815,0.004701562394676734,0.006033468529486265,-4.30272917418396e-05,0.00541054275382328
turbulence,6.309573444801943e-15,PS+GS-GS,PS+GS,GS,0.00470877914453868,0.004177320164466242,0.005240238124611119,9.278434921718495e-07,0.00470785130104648
turbulence,7.943282347242822e-15,PS+GS-GS,PS+GS,GS,0.00357722737407382,0.0031590035606466247,0.003995451187501015,1.3861541948351901e-05,0.00356336583212548
turbulence,1e-14,PS+GS-GS,PS+GS,GS,0.0030716687292584198,0.0026439710608001234,0.003499366397716716,9.41477999142938e-06,0.0030622539492669793
excess_noise,0.0,PS-Uniform,PS,Uniform QAM,0.011859338763720119,0.011220791952711138,0.0124978855747291,4.4304163520643425e-05,0.011815034600199439
excess_noise,0.0005,PS-Uniform,PS,Uniform QAM,0.01373006762512928,0.012887511139225533,0.014572624111033028,-2.8967502129276095e-05,0.013759035127258637
excess_noise,0.001,PS-Uniform,PS,Uniform QAM,0.014618865512152962,0.014320267837443825,0.0149174631868621,-6.776423906185159e-07,0.014619543154543677
excess_noise,0.0015,PS-Uniform,PS,Uniform QAM,0.01551031610283532,0.014799839790269241,0.0162207924154014,2.4203614915523918e-05,0.015486112487919739
excess_noise,0.002,PS-Uniform,PS,Uniform QAM,0.01551717247745194,0.015361001470737117,0.015673343484166765,3.364815305486393e-05,0.015483524324397022
excess_noise,0.0025,PS-Uniform,PS,Uniform QAM,0.01583511909245686,0.01515456700092981,0.016515671183983907,5.297599693876719e-06,0.015829821492763
excess_noise,0.003,PS-Uniform,PS,Uniform QAM,0.01603578474071774,0.015465796657345375,0.016605772824090106,3.902390058745597e-05,0.01599676084013028
excess_noise,0.0035,PS-Uniform,PS,Uniform QAM,0.01672167779998558,0.01608269481615017,0.017360660783820987,4.4575798396680324e-05,0.016677102001588902
excess_noise,0.004,PS-Uniform,PS,Uniform QAM,0.016925833802441958,0.016722411076564407,0.01712925652831951,1.1394504606571376e-05,0.016914439297835402
excess_noise,0.0045,PS-Uniform,PS,Uniform QAM,0.017246905577671678,0.016403315117173408,0.018090496038169947,3.0027091070881358e-05,0.0172168784866008
excess_noise,0.005,PS-Uniform,PS,Uniform QAM,0.017513709405255422,0.017213543391119142,0.017813875419391702,-2.95361010702877e-06,0.01751666301536248
excess_noise,0.0055,PS-Uniform,PS,Uniform QAM,0.017582620672267502,0.01710589605450115,0.018059345290033856,2.410989565325386e-05,0.017558510776614245
excess_noise,0.006,PS-Uniform,PS,Uniform QAM,0.017571910169132617,0.01707583477480935,0.018067985563455884,-9.394015616485534e-06,0.0175813041847491
excess_noise,0.0065,PS-Uniform,PS,Uniform QAM,0.017853417183888658,0.017396897909259017,0.0183099364585183,-3.9556351625648634e-05,0.017892973535514275
excess_noise,0.007,PS-Uniform,PS,Uniform QAM,0.01806094688461774,0.01727880332094428,0.018843090448291203,-2.4651683564682754e-05,0.018085598568182502
excess_noise,0.0075,PS-Uniform,PS,Uniform QAM,0.01894692121466272,0.018270700057861158,0.019623142371464283,-3.61092659150393e-05,0.01898303048057776
excess_noise,0.008,PS-Uniform,PS,Uniform QAM,0.01876550519763106,0.01814599284129902,0.0193850175539631,4.223601953337083e-05,0.018723269178097697
excess_noise,0.0085,PS-Uniform,PS,Uniform QAM,0.018944787004113,0.018413809534165687,0.01947576447406031,-3.4003411930313975e-06,0.01894818734530606
excess_noise,0.009,PS-Uniform,PS,Uniform QAM,0.0193737325867794,0.018473034212668375,0.020274430960890426,-3.7681305245927665e-06,0.019377500717303982
excess_noise,0.0095,PS-Uniform,PS,Uniform QAM,0.019630361853875698,0.018552647006955053,0.020708076700796343,3.305590961021232e-05,0.01959730594426548
excess_noise,0.01,PS-Uniform,PS,Uniform QAM,0.01877643738139734,0.018118627364596962,0.01943424739819772,5.5264409680861045e-05,0.018721172971716417
excess_noise,0.0,GS-Uniform,GS,Uniform QAM,0.0009632330312159002,0.0009102593653074443,0.001016206697124356,2.1380819002644877e-07,0.0009630192230258405
excess_noise,0.0005,GS-Uniform,GS,Uniform QAM,0.00103392119783812,0.0009791421224241562,0.0010887002732520837,2.0013337054633485e-07,0.001033721064467638
excess_noise,0.001,GS-Uniform,GS,Uniform QAM,0.00106960573549978,0.001045358123215124,0.001093853347784436,2.444577209227694e-07,0.001069361277778899
excess_noise,0.0015,GS-Uniform,GS,Uniform QAM,0.0011121956500160604,0.0010626408062235444,0.0011617504938085763,2.5338970883373444e-07,0.0011119422603072028
excess_noise,0.002,GS-Uniform,GS,Uniform QAM,0.00109685053042852,0.001081452128631135,0.0011122489322259051,2.3955056607169455e-07,0.001096610979862417
excess_noise,0.0025,GS-Uniform,GS,Uniform QAM,0.0011084344076495803,0.0010648190021205492,0.0011520498131786113,2.2531905010253482e-07,0.0011082090885995183
excess_noise,0.003,GS-Uniform,GS,Uniform QAM,0.0011089226393303,0.0010655246205310627,0.0011523206581295375,2.1565906385620502e-07,0.001108706980266458
excess_noise,0.0035,GS-Uniform,GS,Uniform QAM,0.0011459856820211398,0.001106262953525141,0.0011857084105171387,2.334068423479052e-07,0.001145752275178802
excess_noise,0.004,GS-Uniform,GS,Uniform QAM,0.0011531101079774,0.001141907785756394,0.001164312430198406,1.9660165769194715e-07,0.0011529135063197444
excess_noise,0.0045,GS-Uniform,GS,Uniform QAM,0.0011655926226896,0.0011126992469482756,0.0012184859984309244,2.1487377869250368e-07,0.0011653777489109007
excess_noise,0.005,GS-Uniform,GS,Uniform QAM,0.00117858519377862,0.001155102274937368,0.0012020681126198717,2.2089065176311707e-07,0.0011783643031268803
excess_noise,0.0055,GS-Uniform,GS,Uniform QAM,0.00117461690766988,0.0011453937247981917,0.0012038400905415685,1.8586988513175083e-07,0.0011744310377846622
excess_noise,0.006,GS-Uniform,GS,Uniform QAM,0.0011697794302904202,0.001133747801756746,0.0012058110588240945,2.2186914777552745e-07,0.00116955756114262
excess_noise,0.0065,GS-Uniform,GS,Uniform QAM,0.0011847809062930802,0.0011585614290249733,0.001211000383561187,2.1282283611395723e-07,0.001184568083457016
excess_noise,0.007,GS-Uniform,GS,Uniform QAM,0.0011917193239187802,0.0011424633144805929,0.0012409753333569675,2.2361799610098874e-07,0.001191495705922721
excess_noise,0.0075,GS-Uniform,GS,Uniform QAM,0.0012444268010988401,0.0012064473621411214,0.0012824062400565589,2.5935782107938673e-07,0.0012441674432777995
excess_noise,0.008,GS-Uniform,GS,Uniform QAM,0.00122290835936296,0.0011851741173743268,0.001260642601351593,2.30034632958398e-07,0.0012226783247300172
excess_noise,0.0085,GS-Uniform,GS,Uniform QAM,0.00123246157076216,0.001194857143659201,0.001270065997865119,2.2724678126639916e-07,0.0012322343239809185
excess_noise,0.009,GS-Uniform,GS,Uniform QAM,0.00125567287330292,0.0012005940587844354,0.0013107516878214046,2.677957678262621e-07,0.0012554050775351016
excess_noise,0.0095,GS-Uniform,GS,Uniform QAM,0.0012652369202605402,0.0011957693308021697,0.0013347045097189107,2.217458747472145e-07,0.0012650151743857612
excess_noise,0.01,GS-Uniform,GS,Uniform QAM,0.0012054664002344,0.0011670465064147824,0.0012438862940540175,2.0839245879492038e-07,0.0012052580077755808
excess_noise,0.0,PS+GS-Uniform,PS+GS,Uniform QAM,0.011868507654013701,0.011229438695585759,0.012507576612441644,4.4314823615082266e-05,0.01182419283039864
excess_noise,0.0005,PS+GS-Uniform,PS+GS,Uniform QAM,0.01375899916949308,0.012914839141030901,0.014603159197955259,-2.8959169225764578e-05,0.01378795833871892
excess_noise,0.001,PS+GS-Uniform,PS+GS,Uniform QAM,0.014655024201989119,0.014355618046500155,0.014954430357478083,-6.797084542109477e-07,0.014655703910443418
excess_noise,0.0015,PS+GS-Uniform,PS+GS,Uniform QAM,0.015552426750235878,0.014840042906426747,0.01626481059404501,2.422474700242691e-05,0.0155282020032334
excess_noise,0.002,PS+GS-Uniform,PS+GS,Uniform QAM,0.015562050143071118,0.015405354833525576,0.01571874545261666,3.364749004032511e-05,0.015528402653030824
excess_noise,0.0025,PS+GS-Uniform,PS+GS,Uniform QAM,0.015883329265028397,0.015200801160500809,0.016565857369555983,5.3061737579884744e-06,0.015878023091270416
excess_noise,0.003,PS+GS-Uniform,PS+GS,Uniform QAM,0.01608646885528508,0.01551447538260572,0.016658462327964436,3.902572695901579e-05,0.016047443128326077
excess_noise,0.0035,PS+GS-Uniform,PS+GS,Uniform QAM,0.01677629273572104,0.016135354934038223,0.01741723053740386,4.458488542457353e-05,0.016731707850296446
excess_noise,0.004,PS+GS-Uniform,PS+GS,Uniform QAM,0.016982785718269222,0.01677878077033254,0.017186790666205903,1.1383891204936464e-05,0.01697140182706432
excess_noise,0.0045,PS+GS-Uniform,PS+GS,Uniform QAM,0.017306314748369456,0.01645998939081122,0.01815264010592769,3.0038656322770443e-05,0.017276276092046676
