sweep,parameter_name,parameter_value,parameter_unit,scheme,mean_I_AB,std_I_AB,mean_chi_BE,std_chi_BE,mean_K_raw,std_K_raw,mean_K_positive,std_K_positive,mean_T,std_repetition_mean_T,mean_eta_atm,mean_eta_geo,mean_sigma2_turb_m2,mean_sigma2_UAV_m2,link_distance_km
aperture,aperture_radius,0.11,m,PS,0.037125398419717036,0.0010612162537516601,0.025554388693274498,0.0007014077511888889,0.00971473980545666,0.0003075693626516971,0.00971473980545666,0.0003075693626516971,0.02633701114304015,0.0007280848869644946,0.13073883451571086,0.5688401017343623,0.030687641978789804,0.010176871602920001,20.0
aperture,aperture_radius,0.11,m,PS+GS,0.03712540067025092,0.0010612115314811807,0.025539554551203082,0.0007010209132857402,0.00972957608553526,0.0003079497594592262,0.00972957608553526,0.0003079497594592262,0.02633701114304015,0.0007280848869644946,0.13073883451571086,0.5688401017343623,0.030687641978789804,0.010176871602920001,20.0
aperture,aperture_radius,0.12,m,Uniform QAM,0.042836677178823154,0.0026006516272102527,0.03643931372450374,0.002177655343337201,0.0042555295953782,0.000294919387914274,0.0042559990389434196,0.00029478917817741276,0.0304584594979321,0.0018650168560436482,0.13073883451571086,0.6325574434125286,0.030687641978789804,0.010176934634880001,20.0
aperture,aperture_radius,0.12,m,Maxwell-Boltzmann QAM,0.042820028784411525,0.0026043290244230155,0.02939457932030128,0.0017702915606304442,0.01128444802488958,0.0007046211981427105,0.01128444802488958,0.0007046211981427105,0.0304584594979321,0.0018650168560436482,0.13073883451571086,0.6325574434125286,0.030687641978789804,0.010176934634880001,20.0
aperture,aperture_radius,0.12,m,Binomial QAM,0.04281500816604378,0.002608896624073446,0.02948867797599794,0.0017758283921274348,0.0111855797817436,0.000703370067962582,0.0111855797817436,0.000703370067962582,0.0304584594979321,0.0018650168560436482,0.13073883451571086,0.6325574434125286,0.030687641978789804,0.010176934634880001,20.0
aperture,aperture_radius,0.12,m,GS,0.042836698502201134,0.0026006502498782374,0.035917242810708835,0.00214774897559646,0.00477762076638216,0.00032456344687043816,0.00477772327426576,0.00032452373814805056,0.0304584594979321,0.0018650168560436482,0.13073883451571086,0.6325574434125286,0.030687641978789804,0.010176934634880001,20.0
aperture,aperture_radius,0.12,m,PS,0.04282002878441232,0.0026043290244230155,0.02939457932030374,0.001770291560630583,0.01128444802488788,0.0007046211981425427,0.01128444802488788,0.0007046211981425427,0.0304584594979321,0.0018650168560436482,0.13073883451571086,0.6325574434125286,0.030687641978789804,0.010176934634880001,20.0
aperture,aperture_radius,0.12,m,PS+GS,0.0428200321438321,0.0026043234289446666,0.02937758619928126,0.0017692908074968194,0.01130144433735918,0.0007056147214771539,0.01130144433735918,0.0007056147214771539,0.0304584594979321,0.0018650168560436482,0.13073883451571086,0.6325574434125286,0.030687641978789804,0.010176934634880001,20.0
aperture,aperture_radius,0.13,m,Uniform QAM,0.05043496180854384,0.0010994436284053504,0.04271756428603084,0.0008993915957083401,0.0051956494320857406,0.00016098764989847062,0.00519605550866082,0.0001609981805555974,0.035970934733469476,0.0008161701401814765,0.13073883451571086,0.6911827778187968,0.030687641978789804,0.010177003147880002,20.0
aperture,aperture_radius,0.13,m,Maxwell-Boltzmann QAM,0.050401076890273025,0.001135811890870041,0.034514041120061775,0.0007371479741605413,0.01336698192569756,0.0003495220689162342,0.01336698192569756,0.0003495220689162342,0.035970934733469476,0.0008161701401814765,0.13073883451571086,0.6911827778187968,0.030687641978789804,0.010177003147880002,20.0
aperture,aperture_radius,0.13,m,Binomial QAM,0.05039362390853482,0.0011432619681547688,0.03462411271471108,0.0007394270563163679,0.01324982999839694,0.0003560845030584589,0.01324982999839694,0.0003560845030584589,0.035970934733469476,0.0008161701401814765,0.13073883451571086,0.6911827778187968,0.030687641978789804,0.010177003147880002,20.0
aperture,aperture_radius,0.13,m,GS,0.050435005925034734,0.0010994448119476528,0.04211108794650828,0.0008876952680491198,0.00580216768227468,0.00017096413105601918,0.00580223808584736,0.00017095962722003244,0.035970934733469476,0.0008161701401814765,0.13073883451571086,0.6911827778187968,0.030687641978789804,0.010177003147880002,20.0
aperture,aperture_radius,0.13,m,PS,0.0504010768902738,0.0011358118908700037,0.0345140411200646,0.0007371479741606457,0.013366981925695482,0.00034952206891613555,0.013366981925695482,0.00034952206891613555,0.035970934733469476,0.0008161701401814765,0.13073883451571086,0.6911827778187968,0.030687641978789804,0.010177003147880002,20.0
aperture,aperture_radius,0.13,m,PS+GS,0.050401084937097364,0.0011358091900230028,0.03449415900594074,0.0007367353784226764,0.013386871684301698,0.00034991684712025353,0.013386871684301698,0.00034991684712025353,0.035970934733469476,0.0008161701401814765,0.13073883451571086,0.6911827778187968,0.030687641978789804,0.010177003147880002,20.0
aperture,aperture_radius,0.14,m,Uniform QAM,0.055420985174543705,0.0014489885339827667,0.04681642231018156,0.0012059380841576716,0.005833513605634879,0.00017103340644793554,0.0058339151634592395,0.00017102145840840386,0.039571186077456424,0.001069578605735391,0.13073883451571086,0.7440385658724912,0.030687641978789804,0.010177077141920001,20.0
aperture,aperture_radius,0.14,m,Maxwell-Boltzmann QAM,0.05542307730991608,0.0015229291261243413,0.03785939119519636,0.0009822012728853732,0.014792532249223838,0.0004656967853012655,0.014792532249223838,0.0004656967853012655,0.039571186077456424,0.001069578605735391,0.13073883451571086,0.7440385658724912,0.030687641978789804,0.010177077141920001,20.0
aperture,aperture_radius,0.14,m,Binomial QAM,0.05542401220982884,0.0015408297595230292,0.037979861407468916,0.0009852947413853301,0.014672950191868438,0.00047996640805135585,0.014672950191868438,0.00047996640805135585,0.039571186077456424,0.001069578605735391,0.13073883451571086,0.7440385658724912,0.030687641978789804,0.010177077141920001,20.0
aperture,aperture_radius,0.14,m,GS,0.05542103858896406,0.001448993618441198,0.0461550967148607,0.0011896691718103348,0.00649488994465514,0.00018728817385097387,0.0064950037492740005,0.00018727792253875236,0.039571186077456424,0.001069578605735391,0.13073883451571086,0.7440385658724912,0.030687641978789804,0.010177077141920001,20.0
aperture,aperture_radius,0.14,m,PS,0.055423077309916836,0.0015229291261243246,0.03785939119519948,0.0009822012728854402,0.014792532249221498,0.00046569678530118994,0.014792532249221498,0.00046569678530118994,0.039571186077456424,0.001069578605735391,0.13073883451571086,0.7440385658724912,0.030687641978789804,0.010177077141920001,20.0
aperture,aperture_radius,0.14,m,PS+GS,0.05542307421894628,0.0015229242513029823,0.037837628197186876,0.000981641681259186,0.014814292310812018,0.00046625012681153743,0.014814292310812018,0.00046625012681153743,0.039571186077456424,0.001069578605735391,0.13073883451571086,0.7440385658724912,0.030687641978789804,0.010177077141920001,20.0
aperture,aperture_radius,0.15,m,Uniform QAM,0.06262742248043993,0.0021433392769538867,0.052649743082329004,0.0017669311636559094,0.006846308274088881,0.0002699376024727967,0.00684662298045312,0.0002699500183233376,0.04485205975895371,0.0015736931688632,0.13073883451571086,0.7907774349959997,0.030687641978789804,0.010177156617000001,20.0
aperture,aperture_radius,0.15,m,Maxwell-Boltzmann QAM,0.06262886283331574,0.002160208449798994,0.04262724481453438,0.0014436370641025095,0.01687017487711554,0.0006112574567805814,0.01687017487711554,0.0006112574567805814,0.04485205975895371,0.0015736931688632,0.13073883451571086,0.7907774349959997,0.030687641978789804,0.010177156617000001,20.0
aperture,aperture_radius,0.15,m,Binomial QAM,0.06262682998801554,0.0021694797381552025,0.042762642224922945,0.0014481304713677336,0.01673284626369182,0.0006160865074160101,0.01673284626369182,0.0006160865074160101,0.04485205975895371,0.0015736931688632,0.13073883451571086,0.7907774349959997,0.030687641978789804,0.010177156617000001,20.0
aperture,aperture_radius,0.15,m,GS,0.06262751456203626,0.0021433376778342843,0.051911527349329446,0.0017434909021953326,0.00758461148460496,0.0002932967526677312,0.00758467823100938,0.00029328981462514416,0.04485205975895371,0.0015736931688632,0.13073883451571086,0.7907774349959997,0.030687641978789804,0.010177156617000001,20.0
aperture,aperture_radius,0.15,m,PS,0.06262886283331652,0.0021602084497989943,0.042627244814537876,0.0014436370641026193,0.01687017487711272,0.0006112574567805334,0.01687017487711272,0.0006112574567805334,0.04485205975895371,0.0015736931688632,0.13073883451571086,0.7907774349959997,0.030687641978789804,0.010177156617000001,20.0
aperture,aperture_radius,0.15,m,PS+GS,0.06262886630586172,0.002160217429809986,0.04260277986690656,0.0014428240228193982,0.01689464312366204,0.0006120732058153153,0.01689464312366204,0.0006120732058153153,0.04485205975895371,0.0015736931688632,0.13073883451571086,0.7907774349959997,0.030687641978789804,0.010177156617000001,20.0
aperture,aperture_radius,0.16,m,Uniform QAM,0.06581266583744372,0.003270002993707547,0.055263551396967106,0.0026673981784096222,0.0072584811486043595,0.0004477829045789846,0.00725871613855808,0.00044783213890015343,0.04724881863678941,0.002394513049439676,0.13073883451571086,0.8313433483346679,0.030687641978789804,0.010177241573120001,20.0
aperture,aperture_radius,0.16,m,Maxwell-Boltzmann QAM,0.06577493044471976,0.0032737388589509655,0.04476490403985116,0.002183476844145753,0.017721279882632602,0.0009318387505840632,0.017721279882632602,0.0009318387505840632,0.04724881863678941,0.002394513049439676,0.13073883451571086,0.8313433483346679,0.030687641978789804,0.010177241573120001,20.0
aperture,aperture_radius,0.16,m,Binomial QAM,0.06576507034299744,0.003268436615206035,0.0449070160845627,0.0021902402799496286,0.0175698007412848,0.000920808317544372,0.0175698007412848,0.000920808317544372,0.04724881863678941,0.002394513049439676,0.13073883451571086,0.8313433483346679,0.030687641978789804,0.010177241573120001,20.0
aperture,aperture_radius,0.16,m,GS,0.06581278884452635,0.0032699970607139215,0.05449110483120963,0.002632424259282983,0.00803104457109034,0.00048180846021511175,0.008031095362228801,0.00048180839192868554,0.04724881863678941,0.002394513049439676,0.13073883451571086,0.8313433483346679,0.030687641978789804,0.010177241573120001,20.0
aperture,aperture_radius,0.16,m,PS,0.06577493044472052,0.003273738858950951,0.04476490403985482,0.0021834768441459083,0.0177212798826296,0.0009318387505838836,0.0177212798826296,0.0009318387505838836,0.04724881863678941,0.002394513049439676,0.13073883451571086,0.8313433483346679,0.030687641978789804,0.010177241573120001,20.0
aperture,aperture_radius,0.16,m,PS+GS,0.06577495199109624,0.003273737980888371,0.044739223311364915,0.002182252739450804,0.01774698108017648,0.0009330528726108186,0.01774698108017648,0.0009330528726108186,0.04724881863678941,0.002394513049439676,0.13073883451571086,0.8313433483346679,0.030687641978789804,0.010177241573120001,20.0
aperture,aperture_radius,0.1699999999999999,m,Uniform QAM,0.07547807447087249,0.0015206601961243774,0.06307938421576606,0.0012088071549060547,0.00862478653156272,0.0002638824391254294,0.008624984328384419,0.0002638595961335979,0.05430770085196064,0.0010880627117321516,0.13073883451571086,0.8659214234464597,0.030687641978789804,0.010177332010280002,20.0
aperture,aperture_radius,0.1699999999999999,m,Maxwell-Boltzmann QAM,0.07548278628527391,0.0015637497227315395,0.05114820996070526,0.0009814335398131266,0.02056043701030492,0.0005145455884940781,0.02056043701030492,0.0005145455884940781,0.05430770085196064,0.0010880627117321516,0.13073883451571086,0.8659214234464597,0.030687641978789804,0.010177332010280002,20.0
aperture,aperture_radius,0.1699999999999999,m,Binomial QAM,0.07548278900568199,0.0015757988008011355,0.05131035467920412,0.0009845783898641666,0.02039829487619372,0.0005239994762670763,0.02039829487619372,0.0005239994762670763,0.05430770085196064,0.0010880627117321516,0.13073883451571086,0.8659214234464597,0.030687641978789804,0.010177332010280002,20.0
