Model,runs,I_AB_mean,I_AB_std,I_AB_ci95_low,I_AB_ci95_high,chi_BE_mean,chi_BE_std,chi_BE_ci95_low,chi_BE_ci95_high,raw_K_mean,raw_K_std,raw_K_ci95_low,raw_K_ci95_high
Uniform fixed QAM,2,0.0577399556391498,0.038440171913708604,0.004464595428036164,0.11101531585026343,0.04879475506094716,0.031707517775028275,0.004850377427648815,0.0927391326942455,0.0060582027962451475,0.004810645542994895,-0.0006090117710144541,0.01272541736350475
MB fixed QAM,2,0.058047867233162576,0.03482281030407083,0.009785914433439298,0.10630982003288586,0.039474184562530656,0.025862249944612763,0.0036309348298795494,0.07531743429518176,0.01567128930897379,0.00721941984425452,0.005665683881887793,0.025676894736059785
Learned PS fixed QAM,2,0.05804786723316302,0.034822810304072714,0.009785914433437133,0.10630982003288891,0.03947418456253127,0.025862249944613627,0.0036309348298789595,0.07531743429518357,0.0156712893089736,0.007219419844255444,0.005665683881886326,0.025676894736060878
Learned GS uniform probabilities,2,0.0577400090553406,0.03844023727864885,0.004464558253041664,0.11101545985763954,0.048787575431270214,0.031703065046115766,0.004849368965397158,0.09272578189714327,0.006065433171303359,0.004815160368600639,-0.0006080386250075674,0.012738904967614286
Learned joint PS+GS,2,0.05804805798247159,0.034822521278329376,0.009786505751989291,0.10630961021295389,0.039473379662514296,0.025861734929542208,0.003630843704334842,0.07531591562069376,0.01567227542083371,0.007219660284870693,0.005666336760054985,0.025678214081612437
