initialization,raw_skr,i_ab,chi_be,peak_energy,minimum_pairwise_distance,weighted_mean_abs,weighted_mean_energy,maximum_symbol_energy,maximum_pairwise_distance,probability_entropy,minimum_probability,maximum_probability,checkpoint,selected
ps,0.009757200091185213,0.03781261521021717,0.026164784358521098,11.299365973906337,0.31692082395599147,1.3877787807814457e-17,0.9999999999999976,11.299365973906337,6.722905911555311,6.408923689874863,4.142913770202081e-07,0.030297311449261916,E:\py learn\adversarial_attack_DRL\2024_dvcvqkd\ps_gs_results_v2\checkpoints\joint_epoch0_ps.pt,False
gs,0.0030189253324146336,0.03746382107902724,0.03257170469266124,2.6476522332246595,0.15319686655649636,0.0,0.9999999999999993,2.6476522332246595,3.2543215779788324,8.0,0.00390625,0.00390625,E:\py learn\adversarial_attack_DRL\2024_dvcvqkd\ps_gs_results_v2\checkpoints\joint_epoch0_gs.pt,False
combined,0.009757714937444394,0.037812659572793006,0.02616431165670896,11.306485965687084,0.3165798261722499,7.757919228897728e-18,0.9999999999999978,11.306485965687084,6.7250237072257475,6.408923689874863,4.142913770202081e-07,0.030297311449261916,E:\py learn\adversarial_attack_DRL\2024_dvcvqkd\ps_gs_results_v2\checkpoints\joint_epoch0_combined.pt,True
ps_preserving,0.009757200091185213,0.03781261521021717,0.026164784358521098,11.299365973906337,0.31692082395599147,1.3877787807814457e-17,0.9999999999999976,11.299365973906337,6.722905911555311,6.408923689874863,4.142913770202081e-07,0.030297311449261916,E:\py learn\adversarial_attack_DRL\2024_dvcvqkd\ps_gs_results_v2\checkpoints\joint_epoch0_ps_preserving.pt,False
