Model,runs,I_AB_mean,I_AB_std,I_AB_ci95_low,I_AB_ci95_high,Delta_I_AB_vs_PS_mean,Delta_I_AB_vs_PS_std,Delta_I_AB_vs_PS_ci95_low,Delta_I_AB_vs_PS_ci95_high,chi_BE_mean,chi_BE_std,chi_BE_ci95_low,chi_BE_ci95_high,Delta_chi_BE_vs_PS_mean,Delta_chi_BE_vs_PS_std,Delta_chi_BE_vs_PS_ci95_low,Delta_chi_BE_vs_PS_ci95_high,raw_K_mean,raw_K_std,raw_K_ci95_low,raw_K_ci95_high,Delta_raw_K_vs_PS_mean,Delta_raw_K_vs_PS_std,Delta_raw_K_vs_PS_ci95_low,Delta_raw_K_vs_PS_ci95_high
Uniform fixed QAM,3,0.08573477642481049,0.01947018661101831,0.06370218616196491,0.10776736668765607,0.0010198667817361933,0.003689138337021379,-0.003154786241699647,0.005194519805172034,0.07183892273307944,0.01613150249771292,0.05358440920648361,0.09009343625967528,0.012945714125084792,0.0028804399886785312,0.009686189431502491,0.016205238818667093,0.009609114870490529,0.002369693070663656,0.006927554723291401,0.012290675017689656,-0.011976840682435408,0.003780655903204166,-0.016255055581154823,-0.007698625783715992
MB fixed QAM,3,0.08486319743454196,0.018699137727389074,0.0637031311215189,0.10602326374756502,0.0001482877914676569,0.0008648068212056983,-0.0008303332525318067,0.0011269088354671204,0.058277812976400334,0.01320637666696829,0.04333339093396062,0.07322223501884005,-0.000615395631594314,7.252884565792644e-05,-0.0006974697467809626,-0.0005333215164076653,0.022342224586414522,0.004978826185371165,0.016708152375204618,0.027976296797624426,0.0007562690334885885,0.0008888449617590239,-0.0002495537272726652,0.001762091794249842
Learned PS fixed QAM,3,0.08471490964307431,0.01860465170005207,0.0636617643353539,0.10576805495079472,0.0,0.0,0.0,0.0,0.05889320860799465,0.013251106548435183,0.043898169939707694,0.0738882472762816,0.0,0.0,0.0,0.0,0.021585955552925935,0.005219675455308013,0.01567933673568499,0.02749257437016688,0.0,0.0,0.0,0.0
Learned GS uniform probabilities,3,0.08573482102290986,0.01947022198888041,0.06370219072624458,0.10776745131957513,0.0010199113798355548,0.003689139506661563,-0.003154742967172753,0.005194565726843862,0.07181970123648006,0.01612745138576663,0.05356977197460672,0.0900696304983534,0.012926492628485406,0.0028763895754427295,0.009671551408960262,0.01618143384801055,0.009628378735284307,0.00237377678631631,0.006942197428795727,0.012314560041772888,-0.011957576817641627,0.0037788472755053057,-0.01623374506145099,-0.007681408573832262
Learned joint PS+GS,3,0.08406253145544136,0.018126957459875824,0.06354994806810689,0.10457511484277583,-0.0006523781876329368,0.0004916195444034937,-0.0012086980731814039,-9.605830208446974e-05,0.05968988078461749,0.013305949156702654,0.044632781862823816,0.07474697970641117,0.0007966721766228443,8.635857529468812e-05,0.0006989482491041317,0.0008943961041415569,0.0201695240980518,0.004879006238933161,0.014648408789816988,0.025690639406286613,-0.0014164314548741341,0.0005291082612042744,-0.00201517381706615,-0.0008176890926821185
