Model,H_X,I_AB_discrete,chi_BE,beta_times_I_AB,raw_SKR,clipped_SKR,w,Z,Tr_C,mean_transmittance,SKR_outage_probability,average_energy,peak_energy,minimum_pairwise_distance,trainable_parameters,training_time_seconds,Delta_I_AB_vs_PS,Delta_chi_BE_vs_PS,Delta_raw_K_vs_PS
Uniform fixed QAM,8.0,0.06778000935088002,0.056868590181710255,0.06439100888333602,0.007522418701625764,0.007522418701625764,0.02654334039791374,0.603788381964181,1.4019995788729596,0.047652275697869895,0.0,0.9999999999999994,2.6470588235294104,0.1533929977694731,0,0.0,0.002342450584989386,0.010262726950493017,-0.0080373988947531
MB fixed QAM,6.408923689874861,0.06594759927036908,0.04599283773383828,0.06265021930685062,0.01665738157301235,0.01665738157301235,3.538224848172486e-05,0.6105708443442625,1.4141975445419963,0.047652275697869895,0.0,0.9999999999999978,11.299365973906344,0.3169208239559887,0,0.0,0.0005100405044784484,-0.0006130254973789606,0.0010975639766334887
Learned PS fixed QAM,6.317572468347122,0.06543755876589064,0.04660586323121724,0.062165680827596104,0.015559817596378863,0.015559817596378863,0.0006198733467027596,0.610271930392319,1.413906901114494,0.047652275697869895,0.0,0.9999999999999978,11.76680673545948,0.3177562560042268,33536,0.28094839999539545,0.0,0.0,0.0
Learned GS uniform probabilities,8.0,0.06778001375979947,0.056853039834037,0.0643910130718095,0.007537973237772498,0.007537973237772498,0.02649519979971703,0.6037995600048487,1.4020221617853275,0.047652275697869895,0.0,0.9999999999999994,2.648127994752808,0.153027195917851,512,0.1570103999983985,0.002342454993908838,0.010247176602819763,-0.008021844358606365
Learned joint PS+GS,6.237771520335823,0.06522208042382727,0.04739783557999866,0.0619609764026359,0.014563140822637242,0.014563140822637242,0.0017764218732524706,0.6098526382687224,1.413289238495957,0.047652275697869895,0.0,0.9999999999999979,11.66555755600534,0.3141228730804225,34048,0.6140597999910824,-0.0002154783420633688,0.0007919723487814223,-0.0009966767737416213
