run_id,timestamp,distance_km,T_eff,chi_tot,eta_atm,loss_total_db,SKR,status
20260501_224552,2026-05-01 22:45:52,54.2105263158,0.0000000091,222122191.5740421414,0.0040270910,80.3995251073,-0.0000000023,outage
20260501_224552,2026-05-01 22:45:52,57.1052631579,0.0000000038,533422023.0896436572,0.0029998714,84.2043150198,-0.0000000010,outage
20260501_224552,2026-05-01 22:45:52,60.0000000000,0.0000000063,321448410.5662224889,0.0022346722,82.0047184302,-0.0000000016,outage
20260501_224552,2026-05-01 22:45:52,5.0000000000,0.0000188684,107374.0311709451,0.6013137742,47.2426385865,-0.0000047069,outage
20260501_224552,2026-05-01 22:45:52,7.8947368421,0.0000099568,203478.5081854376,0.4479322644,50.0188123653,-0.0000024857,outage
20260501_224552,2026-05-01 22:45:52,10.7894736842,0.0000063918,316965.4070598229,0.3336749001,51.9437379486,-0.0000015965,outage
20260501_224553,2026-05-01 22:45:53,13.6842105263,0.0000008090,2504315.3771005003,0.2485619987,60.9204975244,-0.0000002025,outage
20260501_224553,2026-05-01 22:45:53,16.5789473684,0.0000013179,1537237.8572886172,0.1851594687,58.8010191248,-0.0000003298,outage
20260501_224553,2026-05-01 22:45:53,19.4736842105,0.0000002957,6850500.9015976973,0.1379294865,65.2908295014,-0.0000000741,outage
20260501_224553,2026-05-01 22:45:53,22.3684210526,0.0000004978,4070191.1647188426,0.1027468019,63.0297547281,-0.0000001247,outage
20260501_224553,2026-05-01 22:45:53,25.2631578947,0.0000005458,3711809.4266341850,0.0765384224,62.6294634626,-0.0000001367,outage
20260501_224553,2026-05-01 22:45:53,28.1578947368,0.0000002479,8171334.0165849449,0.0570152062,66.0565357544,-0.0000000622,outage
20260501_224553,2026-05-01 22:45:53,31.0526315789,0.0000002512,8065385.2622524630,0.0424719199,65.9998573011,-0.0000000630,outage
20260501_224553,2026-05-01 22:45:53,33.9473684211,0.0000001169,17331451.1599516869,0.0316382961,69.3219551167,-0.0000000293,outage
20260501_224553,2026-05-01 22:45:53,36.8421052632,0.0000000705,28749022.8979707956,0.0235680841,71.5198366284,-0.0000000177,outage
20260501_224553,2026-05-01 22:45:53,39.7368421053,0.0000000710,28516620.4038772210,0.0175564003,71.4845862879,-0.0000000178,outage
20260501_224553,2026-05-01 22:45:53,42.6315789474,0.0000000561,36097431.8287943900,0.0130781606,72.5083687589,-0.0000000141,outage
20260501_224554,2026-05-01 22:45:54,45.5263157895,0.0000000352,57627673.6569492072,0.0097422184,74.5399165462,-0.0000000088,outage
20260501_224554,2026-05-01 22:45:54,48.4210526316,0.0000000192,105530941.6619471014,0.0072571994,77.1674037649,-0.0000000048,outage
